clade	species	ts	te
0.0	1.0	85.17012147677934	83.67710165187057
0.0	2.0	106.6744049620488	79.71501212970225
0.0	3.0	111.03742168371294	80.51474461626663
0.0	4.0	185.04702021804027	97.25640725452953
0.0	5.0	145.3199439524744	119.29344578927598
0.0	6.0	44.202930589909116	0.0
0.0	7.0	159.5586309137128	65.96318415237126
0.0	8.0	115.93376396453905	71.93073224914798
0.0	9.0	119.41795428395616	0.0
0.0	10.0	55.38164082336106	36.04236821325251
0.0	11.0	143.55060007304647	64.73585920246812
0.0	12.0	66.6964634641266	51.44025965584922
0.0	13.0	168.66309490058035	164.49213529789355
0.0	14.0	58.11921827519445	45.76651491545433
0.0	15.0	65.16233632285545	28.109816091879686
0.0	16.0	180.36547103437883	168.12735467531283
0.0	17.0	70.84049780550748	64.8630841017217
0.0	18.0	142.59993271024558	133.46845893952613
0.0	19.0	86.93119431212054	0.0
0.0	20.0	77.37629003618885	0.0
0.0	21.0	168.71417654414208	164.35079557129959
0.0	22.0	58.56413683337895	52.16654550161641
0.0	23.0	143.72871814685362	134.2131150473444
0.0	24.0	96.41183342414976	94.38817891986366
0.0	25.0	70.55847175474955	0.0
0.0	26.0	54.65210636297979	35.82052007441344
0.0	27.0	172.32580999846672	58.07613530471726
0.0	28.0	157.113419462225	152.52005342836742
0.0	29.0	127.67819697624263	17.322113921038095
0.0	30.0	53.51983584496117	0.0
0.0	31.0	178.34410931240498	113.96562164848365
0.0	32.0	185.6005192263155	114.49156184616773
0.0	33.0	156.95275351216043	137.62220787243362
0.0	34.0	153.9385249933697	149.28578570042814
0.0	35.0	58.90508505346837	37.372097244976295
0.0	36.0	71.00028703190979	69.28538978266424
0.0	37.0	140.08032143261357	131.10725761872965
0.0	38.0	112.53444113007616	32.13375510274362
0.0	39.0	47.079644619877925	0.0
0.0	40.0	162.47970182428992	139.12594266365085
0.0	41.0	78.33177292443972	65.61388575763239
0.0	42.0	57.1336058879497	38.78035788721094
0.0	43.0	75.41981885956741	0.0
0.0	44.0	168.1746683678526	94.31165812295662
0.0	45.0	77.0064396771505	66.357069761243
0.0	46.0	36.95106445592655	0.0
0.0	47.0	59.67736680466707	38.21256747145844
0.0	48.0	46.47229950717295	0.0
