it	posterior	prior	BD_lik	root_age	death_age	hypL	hypM	lambda_0	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	mu_0	mu_1	mu_2	mu_3	mu_4	mu_5	mu_6	mu_7	mu_8	mu_9	mu_10	mu_11	mu_12	tot_length
0	-1417.0520462717952	-135.99958356143034	-1281.0524627103648	184.361843414496	0.0	1.1	1.1	0.5047793995537014	0.12290026563935175	0.225095574787319	0.25459988252888766	0.910569642426122	0.36218222139164996	0.7999152606367351	0.24728582406123345	0.3004547176103298	0.35449804090520853	0.12080753760572652	0.24175070026161483	0.5015762618040456	0.2065411494585115	0.48319102859359825	0.40420179485277186	0.13289400066391066	0.11813375323537388	0.6329612869299364	0.32630033569202943	0.2782356611294236	1.3629081791197557	0.21379609214291076	0.38835502011426926	0.18973373133827887	0.38548866005560894	1114.760370057026
20000	-956.9001248811918	-129.2602431538702	-827.6398817273216	184.361843414496	0.0	3.361839994470589	11.398154148302865	0.12551661911469414	0.2542032005219805	0.3076949713615688	0.2808210654631636	0.11586822300150224	0.21745149727767318	0.14094473385995088	0.3214337483653371	0.013863441494884533	0.013247991004500083	0.13270328664880698	0.05991029434149546	0.16935412292040627	0.21516850145570263	0.12036688948278292	0.2980572357379586	0.1292090563662547	0.0823193251954417	0.15425456047757957	0.3553309674510025	0.10107990047562378	0.0761516500627027	0.8689094704105107	0.03429397449048857	0.03772004666939224	0.010300523706518619	1114.760370057026
40000	-959.5789695574849	-129.29505424351726	-830.2839153139677	184.361843414496	0.0	10.289424179635594	11.04064557576165	0.18824282607298348	0.17943945652702686	0.3130108514846911	0.29016850891822554	0.10334843965357066	0.13928709326703725	0.17308035637425856	0.17162332594059732	0.06239027858221348	0.07758386805205782	0.18236729111598218	0.018291529926730648	0.2647089320851885	0.15282640623812047	0.2976472319840695	0.18426192023525476	0.1589662102375735	0.05821397142209175	0.10102587156617171	0.330656098153382	0.08618632275825733	0.04200625331107916	0.41521594211406404	0.03515545219585539	0.01431744144408515	0.024943000192616745	1114.760370057026
60000	-965.8077803201869	-129.39159767406318	-836.4161826461237	184.361843414496	0.0	15.349092320711453	3.520888535970045	0.11464064149800718	0.2571034066485916	0.5268108014064848	0.1437104136607824	0.08958039897535051	0.23393287986893627	0.13311124132142954	0.14674853080461756	0.03798156079286661	0.032964193428195905	0.05347456852322218	0.00988338460340191	0.17987156632836632	0.15841228353033596	0.17386651602917833	0.16287342271235689	0.11296273564085195	0.08171649538524972	0.21616232591732232	0.31849171731797515	0.10368039437294906	0.02624497772231748	0.41498459349832667	0.06499998299866358	0.01386615689985427	0.025415214381833393	1114.760370057026
80000	-954.0510596228653	-128.99872689483215	-825.0523327280331	184.361843414496	0.0	11.393126940888331	0.092092793350563	0.13140399694082133	0.2650073643072938	0.23065042740783304	0.31566753939751	0.13796534875060848	0.13329405985118922	0.1913657685352791	0.26765848724922564	0.03283671106734563	0.002303265549284632	0.22360534227826784	0.08439487047838666	0.2112401113149083	0.13417099713982955	0.149993924847575	0.2873091883022982	0.20575424316110463	0.07809213702450665	0.20173828760078755	0.3092910710305148	0.10477824692694486	0.036748095927284605	0.45029015565019753	0.08667989813830006	0.04565397509655463	0.016956952510916102	1114.760370057026
100000	-966.6242118356435	-128.871521093224	-837.7526907424194	184.361843414496	0.0	4.5097508651407345	6.1608259054700625	0.2317368924751852	0.21307641319288037	0.2583872982383388	0.1933932898673796	0.1155403314553572	0.14454509087430426	0.07260087326883335	0.14274736966834364	0.042423396200922885	0.12638479128393182	0.17535132036435752	0.046084276404330465	0.24083708333605147	0.12174668689151542	0.1385699703318775	0.22713165681074013	0.22185353285103407	0.06759216763076012	0.11213699122357505	0.2538626652134089	0.14718796922075475	0.09930178638221188	0.765578864794229	0.5029775291194527	0.01912377624891202	0.016282790613809932	1114.760370057026
120000	-958.5865015051534	-128.91480925304586	-829.6716922521075	184.361843414496	0.0	2.557938020194732	0.6140669032710291	0.24881534837534347	0.19086905517906733	0.12475400460767108	0.23550298955856028	0.09753881847398768	0.13925669272301086	0.16903771890371908	0.16787481558331793	0.024847499293995524	0.040064916805148114	0.19587331514901804	0.0010951141539717374	0.22679886039447456	0.1284245581988389	0.23781522002572283	0.17018821169643022	0.16781317381780136	0.09146233603772068	0.1631532648287566	0.40923115751183353	0.16556507409444088	0.046231517969949995	0.5229652367509375	0.014592226348556067	0.17105223926696708	0.00842043867942623	1114.760370057026
140000	-953.1724008580529	-129.0581667258333	-824.1142341322196	184.361843414496	0.0	8.555549167466182	19.347638880329033	0.19104423587341723	0.2235810734273749	0.20341731373933167	0.2148823113081659	0.09955932687538452	0.1738729708379632	0.11548793912022892	0.18824386685846264	0.037721611451081986	0.014003394630022047	0.12056165987773927	0.029607891351289203	0.14686434938003637	0.14262010743618989	0.08940248949557891	0.3215248669184985	0.19873678104438045	0.09864263881991736	0.15073941340662966	0.37333250106748617	0.0853458499980895	0.07486870688076055	0.31039224280162875	0.02424278546727641	0.12306579397156055	0.0055783161446673855	1114.760370057026
160000	-961.9008737816619	-129.32919395503157	-832.5716798266303	184.361843414496	0.0	1.720059625943736	3.391868050199205	0.1225410677264361	0.1889138773868037	0.16343701417856946	0.17265940910374944	0.06163704390733033	0.1693661062849728	0.2014347856081948	0.18455917852920525	0.0334902986643336	0.0020092060069286074	0.4161737166655403	0.02199745583942954	0.21137107066202124	0.14085918057832317	0.12733755896979376	0.32932487236658337	0.06532569756268077	0.11008358061697585	0.14674197679730155	0.2827191878496939	0.09692637610790203	0.11412063124062284	0.26957330355517534	0.0794433812885478	0.14408772032643555	0.011939419699518684	1114.760370057026
180000	-955.5670860076776	-128.9586069107513	-826.6084790969263	184.361843414496	0.0	4.865415172370821	1.593403770254304	0.2297306580204567	0.2345818307977252	0.2597357620619944	0.2309272511597118	0.13912712162257185	0.06957457112261888	0.11006648408238842	0.2701896939424061	0.05497133216200426	0.14610416334209686	0.2341318008304319	0.05368979280832675	0.19120015657702855	0.10760329984523467	0.1253765926059399	0.1678325705287926	0.16760291363108562	0.0740477399712247	0.1510267550539985	0.3203885290650491	0.10125447685992121	0.04436019574616759	0.6084012459034366	0.123558305800403	0.03608856232709383	0.007104901533155532	1114.760370057026
