it	posterior	prior	BD_lik	root_age	death_age	hypL	hypM	lambda_0	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	mu_0	mu_1	mu_2	mu_3	mu_4	mu_5	mu_6	mu_7	mu_8	mu_9	mu_10	mu_11	mu_12	tot_length
0	-1240.2191567940713	-131.93347412791886	-1108.2856826661525	182.866276864302	0.0	1.1	1.1	0.15966207916033645	0.12217206056212174	0.16624255255953033	0.4552880542026606	0.426047849240183	0.18738871194982612	0.430009848939223	0.9348372415817775	0.1335118501119005	0.4250697451551333	0.2058681947360718	0.16072150731743678	0.2911284439128573	0.38002406705618197	0.22786428953391977	0.29031505536593094	0.23971302372684852	0.4515755252635128	0.22081919196505742	0.2130924139794356	0.26038052011350177	0.14592778274163543	0.27733358642610695	0.5610016251523415	0.28340566724035515	0.5258450136567631	1123.6446731335377
20000	-960.1554134066236	-128.96586910001005	-831.1895443066135	182.866276864302	0.0	19.13706401792529	5.223836755672669	0.21915981391790665	0.1791912091083622	0.21870882913231393	0.15442440071460053	0.10396210159168996	0.12639234527373722	0.058371792125332424	0.2528437199237327	0.032322879441296845	0.11324379908650223	0.2829247912025556	0.030223115042849167	0.21502302152980396	0.14620018845291707	0.10642288389626545	0.2414469273685166	0.106490594355131	0.07958250813806245	0.19933531361390996	0.26021254088605117	0.1915533424724396	0.07957781651505062	0.7095400284838503	0.23230890724587366	0.08366873765839561	0.016524218851649723	1123.6446731335377
40000	-949.6577791945506	-128.9625850899542	-820.6951941045963	182.866276864302	0.0	9.286435068164344	16.94968921642309	0.17354875764833766	0.2307365466573019	0.20614893569462997	0.1341836437323336	0.12898722403253013	0.1475549649170343	0.2809566617251743	0.23143083433873196	0.041759729855736186	0.027152749267891678	0.1881098488688967	0.012689843473844544	0.20129847507648288	0.13508724019077425	0.14688250471158654	0.13934647150320667	0.1079974023247697	0.08625055856893167	0.23197135847850525	0.32196372260388256	0.0975127136897826	0.07872422260363675	0.700633387907917	0.04747813302696111	0.061334315786613816	0.008472943672936347	1123.6446731335377
60000	-962.3433227488892	-129.2131122059869	-833.1302105429023	182.866276864302	0.0	1.2817674390028355	13.86309597587088	0.22615012890823552	0.1165567381395281	0.26348108163681033	0.16588511461631733	0.14915816582413874	0.057418982200892185	0.1855805711906295	0.13717836163562136	0.023890129467810405	0.005977115867122931	0.4921706519008534	0.03186137295725883	0.1352946400866133	0.19447330446486086	0.19811179092916748	0.2214063244386185	0.09641055376059775	0.04574694528484142	0.20332934378866155	0.42715619551174966	0.1408889209884204	0.06159291096327633	0.7700012957953709	0.05457164571069542	0.07921796337186042	0.030739276021875123	1123.6446731335377
80000	-953.5376789556084	-128.7774223123994	-824.760256643209	182.866276864302	0.0	16.76378105966543	5.074576533694593	0.185314163186026	0.22917983452215304	0.2799759119238208	0.10927323573531268	0.09853939363435324	0.17490108014283845	0.08719382374521498	0.1903993707848112	0.02200079503051665	0.02282168361059991	0.10688075548516966	0.012261372734824803	0.1947461649569207	0.1781348431920119	0.13187727445454642	0.24976168561341663	0.13067588268666555	0.08507383448649176	0.31256918869002986	0.25196659801181404	0.12011344408597563	0.060682047604405466	1.1279828877328442	0.024126412218924927	0.03838228510686729	0.016807298857986555	1123.6446731335377
100000	-957.2459648014247	-129.80412480441362	-827.4418399970111	182.866276864302	0.0	6.725927411398238	3.705908725553982	0.285471814902877	0.2195008030715046	0.1984889677937022	0.10102152051147702	0.17956880118669985	0.2196809202310572	0.06914420170168714	0.2352286028939304	0.03748866902545211	0.04585419774494356	0.3039331468637818	0.006650194835455407	0.17371208834637406	0.2369033912281466	0.18837094928280104	0.24621466575700182	0.1459237904477399	0.10261071153572472	0.18285457208960634	0.3637531094819664	0.07578034109628624	0.09291296247536537	0.6712153233015853	0.037353042826439455	0.09039073043898102	0.0072289267416177855	1123.6446731335377
120000	-954.0525311615282	-129.60171952485896	-824.4508116366693	182.866276864302	0.0	1.0194849620446198	0.36706908439245806	0.24026679313871285	0.15646880888229064	0.24098212514999923	0.16207628524308645	0.10717754584120082	0.13806196932036116	0.10726652282078133	0.19476157507721686	0.033242281946354695	0.02958805939049016	0.3037277880936302	0.0021412986401099687	0.1654817778682991	0.16766361831730164	0.2216850240236339	0.12054501918608432	0.1628968409134753	0.05767256768700998	0.2240102457740905	0.5851620232992196	0.08164432600428011	0.06627980023820815	1.0498834307985812	0.06393520997208589	0.04800020346973996	0.01554694702517937	1123.6446731335377
140000	-959.9242749126038	-128.96749865288797	-830.9567762597158	182.866276864302	0.0	13.389709365101105	1.0062310422844178	0.2555601442393291	0.22150601501854197	0.3222076719090192	0.21955602630691992	0.13895506763466914	0.08024390084468119	0.17638490370648266	0.17143187251299413	0.011663273199665857	0.007074110336610911	0.2926573791878566	0.021154603434718408	0.19060096745557914	0.10785440367051095	0.1628912867321985	0.17983884013908727	0.13618386095581758	0.0763375641454822	0.1600803918129329	0.21964401125779048	0.03556030467910402	0.08950941773677427	0.6659955348351343	0.009395441542055655	0.038966554731729046	0.027564420219387854	1123.6446731335377
160000	-951.7207733244793	-128.7566494995998	-822.9641238248795	182.866276864302	0.0	16.220159176333908	6.324686605152644	0.24188212043626697	0.20280701368827966	0.21543919488350696	0.13932190044405035	0.16826652464164654	0.0959015200048455	0.1389979616343682	0.21619132521942291	0.016417819497453953	0.05174905920399477	0.235866700479306	0.006456753155015637	0.18630973390718844	0.1251276936773942	0.07942412006140538	0.21304170530877567	0.11913089721703857	0.08345656171061115	0.1171391994543869	0.32525265622134153	0.1324391335285313	0.07565254595580802	0.8183904208996758	0.038477574857346215	0.08979448086164955	0.01196564107279393	1123.6446731335377
180000	-956.5759108854186	-129.27845333369447	-827.297457551724	182.866276864302	0.0	15.800640959264468	14.389184470596994	0.20383886957147462	0.19233570688844173	0.2329173371006719	0.13388450395337903	0.08601729626925869	0.06634888230388661	0.2896132004232767	0.2371662751050747	0.03059941328411789	0.06100155467915914	0.3132293712110619	0.0005101760143243156	0.18017980171151035	0.21905040017457605	0.12601578508609287	0.1195590047070088	0.12693181493108394	0.06054673518591403	0.23955066314399706	0.3167528968497485	0.1660506575930308	0.07100727403184148	0.6031302602559596	0.011154140631298864	0.01663890259906785	0.027993582436171706	1123.6446731335377
