it	posterior	prior	BD_lik	root_age	death_age	hypL	hypM	lambda_0	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	mu_0	mu_1	mu_2	mu_3	mu_4	mu_5	mu_6	mu_7	mu_8	mu_9	mu_10	mu_11	mu_12	tot_length
0	-1270.8028113717726	-135.91591166328416	-1134.8868997084885	185.306867553727	0.0	1.1	1.1	0.4275867555234327	0.3746107848176565	0.21809109906703375	0.11215046197860373	0.12036497906928392	0.1364139375939999	0.30104519804073754	0.6480013184278007	0.7922606446378497	0.7663585758056637	0.13266828173077097	0.30863402939496587	0.14652027157918443	0.3715380875251219	0.1006032669620282	0.41975562345717726	0.19750455552153706	0.522535246020473	0.8470812581999564	0.12804571761569966	0.14098617421521265	0.4072542028084819	0.2263052429556858	0.3347004228983651	0.4401457085832383	0.20318495513428042	1104.0743098315133
20000	-952.216956420229	-129.84723428452077	-822.3697221357083	185.306867553727	0.0	16.493711893706948	9.950151702996424	0.16278474732048503	0.1676364894014118	0.25482400701851904	0.11794432927979902	0.07178063346662193	0.14394550230576397	0.2489171779125223	0.19878691357103973	0.01682206406249613	0.0627040204229709	0.5274953947865312	0.0025017077300297816	0.1572364096161894	0.12744906506467943	0.14097549029859072	0.15687740367199857	0.20208289332509502	0.0677950194066174	0.11001260853758517	0.39378690748161305	0.21442728461634733	0.06611689869882098	0.6235848345045885	0.05539159518141663	0.02723017967814705	0.017847216012996298	1104.0743098315133
40000	-949.5927543585634	-129.03775194053753	-820.5550024180259	185.306867553727	0.0	14.966314896521192	16.576183641667598	0.19117411714086213	0.23048959813468403	0.26112489524684557	0.17024502680779743	0.054565181599984185	0.19991829375152512	0.12084104736329114	0.22369054160596935	0.03371492308131997	0.04538926907984345	0.3839277094330202	0.0025001555034419236	0.175791026646678	0.12748267252421921	0.11588394917499194	0.1352524026358629	0.09928646201986063	0.05879400369881248	0.19482963304211529	0.3412293900520246	0.16997283056287618	0.05541688197657295	0.5228508431376939	0.1321213145691535	0.08693064542194738	0.018388647579834168	1104.0743098315133
60000	-962.3839013623159	-129.59632017579312	-832.7875811865227	185.306867553727	0.0	16.938728697081622	13.395604046380406	0.12048131883536013	0.3149626633025145	0.3739999647236209	0.20040218923266007	0.07617248339740358	0.15332319541789874	0.18764901652382013	0.27919385718786605	0.031372787080919506	0.010289844315273206	0.32786693878112066	0.1642459270144992	0.1453802680735424	0.1604091023731401	0.1866554730885241	0.1885580995304892	0.11300142047446611	0.07796595498515259	0.20578317171919033	0.5396603802442188	0.18302510404458933	0.12969126746184426	0.46574971318680464	0.025521668031332614	0.09585500256958394	0.03174909876202823	1104.0743098315133
80000	-955.0399585272769	-129.26259852028437	-825.7773600069926	185.306867553727	0.0	1.334515481702399	8.986235467384542	0.10589664720771713	0.19450743266082218	0.3826631737914167	0.11634386583668958	0.10685373695836518	0.12225007745131797	0.19924205197399922	0.23107267474722956	0.04263700732954467	0.2131407847758593	0.44246494399639746	0.035836479522603305	0.16376159226272907	0.15064837899366648	0.09346766338891582	0.2426435350907108	0.12579047088880596	0.057429609218192436	0.25172867055874854	0.38487048034853083	0.16799148225766106	0.09843892017511022	0.5771502531243038	0.013838772845454327	0.01994456974421581	0.028113091226709002	1104.0743098315133
100000	-954.051287755065	-129.22007535789942	-824.8312123971656	185.306867553727	0.0	9.066489825909512	18.621653851145254	0.1962273229504562	0.18490983267907726	0.17350516228754317	0.2296347378401365	0.09328008540424422	0.18433330660360178	0.22717753925003212	0.25885241227483063	0.04888186196182928	0.1136814000186339	0.18720837777816396	0.036413437513852606	0.19035297194042167	0.1595820822509939	0.09401288772984395	0.17083618627281155	0.15485132606327828	0.05651425719570137	0.1694203520144576	0.5010373606719097	0.14220682005343183	0.11694104225474508	0.6549503002705394	0.17283593119394472	0.03409474866806155	0.032879416321565734	1104.0743098315133
120000	-954.2496119043294	-131.7974856768107	-822.4521262275188	185.306867553727	0.0	5.076320253698337	18.692034282701226	0.12828470693312546	0.15048515522157704	0.24668497980347326	0.19366895861419453	0.06066938895309933	0.2029660261701307	0.11003320975623082	0.1787113710562672	0.04434729575580077	0.09985719634512807	0.25964891010783586	0.0030489366404436863	0.16161857582936917	0.15555875010859108	0.14754428713761963	0.21896195126713802	0.16208432704568648	0.08017744434608037	0.16180988892663314	0.23244337807521676	0.15004551400451283	0.1169727592642224	0.4668581120031603	0.0775199530217304	0.11081029480041078	0.018383603600276598	1104.0743098315133
140000	-952.7786551134543	-129.63929559547984	-823.1393595179744	185.306867553727	0.0	19.19270456698973	16.120730551515045	0.2097724931771583	0.1271770491931731	0.19768906972467584	0.2268919203349841	0.09827813444083809	0.1676774756966005	0.09261397405342846	0.19424718923085296	0.027428435949276575	0.05967635463797372	0.3294395060645093	0.031454869873391286	0.2094006908657149	0.17933024835870953	0.26328826870089445	0.19093719338213255	0.1788001424363058	0.09018335998926062	0.21525803976296146	0.3716713719483942	0.1927213908699244	0.06933414899672558	0.405889715371926	0.1625352934501544	0.018011466351485386	0.021055215760035932	1104.0743098315133
160000	-948.2620402421194	-129.52663397746042	-818.735406264659	185.306867553727	0.0	16.153206668186805	8.363800401029632	0.12011411965582189	0.21412095211460375	0.2594409273782262	0.19476496470803673	0.05790705317281068	0.19035438197249038	0.19619510497584552	0.20794414132754782	0.030879376655757233	0.018343538418217783	0.4825392061242891	0.03490023203300146	0.1759967762089565	0.1578550585660646	0.17583394054414944	0.15430375300399077	0.11030617319890786	0.08022973098444221	0.135479633490662	0.31322070459311435	0.1210953682863651	0.09240442088724896	0.5811668200840292	0.0712194738194834	0.031107843546557625	0.020231195960116567	1104.0743098315133
180000	-961.141947033989	-129.0579445135034	-832.0840025204857	185.306867553727	0.0	10.050337243425778	12.191201616028925	0.1491465442500683	0.25811105799474865	0.2189260743697528	0.17307047924669813	0.15622486699805088	0.16197610382495367	0.0734745130189891	0.19482922260325058	0.013861587952325876	0.08255502755625818	0.24448136036298757	0.16238386495592994	0.19954577294932227	0.13403033736770253	0.14554332600908637	0.1306119754921771	0.0630558995976488	0.07585475386451486	0.2506097557843363	0.35191002698036866	0.07746746567110475	0.09362325664678735	0.5322043727379138	0.27065885336793144	0.015871559303722384	0.017478986017474833	1104.0743098315133
200000	-952.946448240274	-129.37232175442932	-823.5741264858447	185.306867553727	0.0	18.016613021965092	8.807446846170542	0.17612501232134528	0.2239652472324748	0.16693494939064749	0.17249680441439713	0.14150121689027095	0.1081175368827873	0.1509081416485883	0.21657228368945575	0.022100611908599715	0.048401256167916705	0.2705293711185224	0.014948963292212484	0.20854950362421845	0.11393225446368532	0.16862742452787516	0.16411411951652938	0.12828873476063032	0.03905131923040028	0.15386409722340372	0.5888648998855499	0.15706487020626217	0.12376579541717066	0.6557790919953669	0.23963671625546457	0.012122713415324586	0.0055923556538211095	1104.0743098315133
220000	-954.1943018809113	-129.4736792255054	-824.7206226554059	185.306867553727	0.0	15.719066778462015	12.603982233466398	0.1448760054654644	0.19911295461689357	0.27400318388851624	0.21641351601315112	0.08927144350341482	0.11905093914642971	0.1654168798580624	0.27924267041991674	0.03357491816708867	0.03563513289418008	0.39930222514317454	0.04501033174716479	0.23562527879564632	0.13669836815464453	0.1821670634641597	0.37254202565657235	0.11807123865016048	0.048434113331643124	0.19572187880803182	0.3136213400252829	0.1554678691924848	0.12113135254263425	0.2982771479126508	0.13701154471512414	0.12216361975079804	0.021205199094260087	1104.0743098315133
240000	-957.6441218141183	-130.0108518344464	-827.6332699796719	185.306867553727	0.0	8.96496335340597	19.846983020598003	0.1880099533130621	0.2919425512593695	0.2808207577182377	0.1423174884615309	0.08233409888396168	0.28593051903289446	0.19353475934715644	0.2199676180982766	0.021017973075636145	0.007438875241180526	0.24694395686928075	0.023439479246694914	0.22602861892024123	0.18097495850610867	0.2781774522402236	0.1214658106315231	0.11843982864345318	0.06003715008682196	0.19827951962868773	0.33801272932853804	0.1179850893849307	0.07416845275408056	0.4586908842504547	0.14005231863786394	0.09871199637741727	0.03795624469427074	1104.0743098315133
260000	-958.7479392616705	-129.1040853191172	-829.6438539425533	185.306867553727	0.0	5.06284563736374	1.7075281115290577	0.16773851727306283	0.21254348726584182	0.19942376316756324	0.17860308930000623	0.13863829777515896	0.111866772822849	0.35177960906829514	0.23337661274360924	0.04401826244535255	0.08937345596875453	0.4025929595184431	0.008464462419554621	0.19954206460671534	0.15968368597552415	0.11185641648427273	0.25322006299760014	0.12051674026000754	0.01691470306940628	0.1224930400267855	0.19872159204887527	0.11515264249786049	0.09188020529431735	0.5710309603082924	0.23453172902166364	0.024541382148712567	0.0070698233035171	1104.0743098315133
280000	-954.8408507576812	-129.29672246733776	-825.5441282903435	185.306867553727	0.0	7.0360723008180495	15.52201534443585	0.19504162533559516	0.1979711284662567	0.30040661743426106	0.18838296310972044	0.09893311753327098	0.1850212959619274	0.0933988488663767	0.30536891247448283	0.03315106502965301	0.02044685850993195	0.2578766956084819	0.010957326916571782	0.20358985821737044	0.1635240432526886	0.11937739719049083	0.2005188554130747	0.15533691079185025	0.05649124415491053	0.36400649745026226	0.19593876965053572	0.22303241276786093	0.06500462452928425	0.8596215161779104	0.05049918300010291	0.05033075450275413	0.007615256614575982	1104.0743098315133
300000	-951.1961237742743	-129.2874151066645	-821.9087086676097	185.306867553727	0.0	17.888704641007607	11.286388195460441	0.1528278257799552	0.21730670563940285	0.2510775450188016	0.3121367028176742	0.11168240460093261	0.22809939425627024	0.1728825733712784	0.23569428466806744	0.027403038595178758	0.026025622636447684	0.45358067061008406	0.008737150721869816	0.20487819012633318	0.20536429960693667	0.14273281072875016	0.3212716070954195	0.19389393725202092	0.0729871990724655	0.18010923320382624	0.37730070302074054	0.17144530256224796	0.05846993516468331	0.592211802855526	0.12605127473047165	0.0713305763626321	0.01794868261914046	1104.0743098315133
320000	-953.2581565103924	-129.56345808394946	-823.6946984264429	185.306867553727	0.0	6.997689218956863	7.529190292816403	0.1774724214491893	0.1828769010499073	0.23808902144968036	0.15671999103213577	0.07349928167356246	0.10246111502279462	0.09033206450104123	0.1955321675558278	0.06382374378875272	0.09163840728565256	0.30673256854196745	0.07660261263969295	0.2021326498866925	0.1220199774718586	0.1669984462019905	0.17248678574714607	0.09828697748215162	0.07838131898204379	0.27444623051539807	0.2781693636621413	0.12018968389724259	0.07431328583192644	0.7122864433335482	0.17434560750168218	0.0289977053578975	0.008040252938414955	1104.0743098315133
340000	-949.9096372139192	-129.3221832794621	-820.587453934457	185.306867553727	0.0	10.232259383337793	10.961843503790675	0.20383241619440018	0.2071791248981181	0.24360042852726166	0.19197400058453293	0.11968583655947623	0.11938323211292787	0.16943144027164544	0.27116015343909616	0.04219345331600215	0.02907530118812679	0.38842347782245384	0.01700563387947717	0.22098465645553506	0.15547943657598207	0.18658000204319233	0.200946397716636	0.12325047106917149	0.09168485148865547	0.16275325876982522	0.28613498929012404	0.15163696695696738	0.13945351744414677	0.8847979444792141	0.011690041371644786	0.03190052861470334	0.02164850735129882	1104.0743098315133
360000	-956.0741050243839	-129.54933735658832	-826.5247676677956	185.306867553727	0.0	16.40402464856241	1.0325849794287731	0.13065065150809826	0.10900036847835705	0.24406056735711773	0.16570226450693215	0.1499273339282186	0.11868202593812231	0.1775778093027585	0.1999366727547995	0.03986118756892001	0.0440050322674826	0.19350088387927325	0.007367750209549499	0.259772790245988	0.094128728040118	0.1792892993695002	0.19160861957405556	0.07613293667308027	0.051751980336419534	0.23332551756207764	0.2930792572676419	0.18126746996202203	0.0823213006675622	0.24131673518510968	0.09939974558317383	0.04206727597528193	0.033913936633250846	1104.0743098315133
