it	posterior	prior	BD_lik	root_age	death_age	hypL	hypM	lambda_0	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	mu_0	mu_1	mu_2	mu_3	mu_4	mu_5	mu_6	mu_7	mu_8	mu_9	mu_10	mu_11	mu_12	tot_length
0	-1124.030446914436	-132.2894196638895	-991.7410272505464	184.534364893373	0.0	1.1	1.1	0.11118949168351709	0.17802963431855034	0.22244710081942995	0.20827243286495775	0.20742746101303947	0.21794673370856876	0.2051952028707264	0.11828061912072162	0.2176619005738069	0.912606330526302	0.6189175166237785	0.41657136094856917	0.29436977904700223	0.11697779007973556	0.1060844627906245	0.19179849653583242	0.7799273193683266	0.34103343072995934	0.6171365623544355	0.3366943024051224	0.14552656285939833	0.23379228223670487	0.2305401918395225	0.25451496127647516	0.34773212159111955	0.16832677253792447	1060.8016059743836
20000	-939.0835431116366	-129.09017314274837	-809.9933699688881	184.534364893373	0.0	15.664089667173073	12.903608291130563	0.24641456019724414	0.1967266890645414	0.327685488653203	0.20691748681774885	0.14036487749923776	0.0479928343105603	0.1382626144875072	0.2179453169034883	0.059249253478086635	0.07145769259851194	0.453365738645787	0.025787755870351488	0.16542799806210237	0.1392545053244633	0.20474347689384118	0.20549915865070548	0.15142292403975896	0.08429175846096343	0.20638447752258293	0.384016472929498	0.177540599889983	0.10064683279361043	0.42875603326401207	0.013626836989377465	0.17264111390643924	0.004955818870696462	1060.8016059743836
40000	-945.1715526946684	-129.46738752325678	-815.7041651714117	184.534364893373	0.0	14.834784084891291	2.6041157364663547	0.13993401363004498	0.18664499409225682	0.33781600904575804	0.12450639335107401	0.13653593416077775	0.10855573708479412	0.3263869275745867	0.22896356311756555	0.03831808045411573	0.04899109048079691	0.37391703142895194	0.09352112116755844	0.22744580807454823	0.15400404347448465	0.22890257589021776	0.1840319406881194	0.1530624698610222	0.05895468353754537	0.14027828602950088	0.3380753348002393	0.20872966848485422	0.10602085938549774	0.21561735515707792	0.02138494634071859	0.07947562778091932	0.03200468524299702	1060.8016059743836
60000	-938.1502188784048	-130.42145708514454	-807.7287617932602	184.534364893373	0.0	13.576446136279849	15.447860833753492	0.2338669983854354	0.215898114873868	0.19026883705643488	0.19784719374500884	0.10545818707466333	0.09983968559192663	0.11698699395607419	0.20188857592017695	0.027084865387469997	0.03815956389693133	0.6085512805536621	0.031220946723155243	0.19277050619122796	0.1951092305405615	0.23050572985576298	0.24902062602597733	0.1354692153208646	0.05496889487346043	0.2294272900663372	0.4117901303294071	0.13819458915186866	0.07078858832982982	0.4488323639799124	0.02898263092720205	0.04934267705465924	0.01323444405848928	1060.8016059743836
80000	-936.2082411357641	-129.08102414829617	-807.1272169874679	184.534364893373	0.0	18.791540865492934	19.093505448582942	0.1516777430895637	0.2240643904601214	0.36210566297124697	0.15129283188869347	0.13952849776358184	0.045635575921106196	0.15377777616385457	0.16913365628625152	0.05099257501780074	0.009735132890666964	0.3303548328006916	0.008849278590709067	0.22655742603562296	0.17628495537883934	0.137566095350842	0.11492816257799449	0.2183084070288604	0.06188412622489358	0.10990243875832195	0.3072250026349725	0.1493057507561854	0.0682002695097808	0.4661680277486593	0.02498145575713076	0.07323796224247438	0.018707301333515895	1060.8016059743836
100000	-940.4430345023966	-129.47477324006826	-810.9682612623283	184.534364893373	0.0	5.890913302751521	12.186406678543268	0.18277809539533196	0.23001637421091078	0.29007339691755496	0.251823553572416	0.11544891128693094	0.13113105434641179	0.07775510019697213	0.2374644497690229	0.028129102836656563	0.12425786589897235	0.36816822379280933	0.023020549010641708	0.18316081097212447	0.19149937488753793	0.2232169799970602	0.1613185727494885	0.19806077645386216	0.10827993095917587	0.251379557931047	0.4979097953981568	0.12927427148807602	0.05976488196834954	0.8632030087405681	0.10280154756902339	0.02584327526404371	0.007331090148707569	1060.8016059743836
120000	-936.7758953745861	-129.00906093278746	-807.7668344417987	184.534364893373	0.0	5.447777719230273	2.262469502325728	0.16213290661688717	0.26515128499543433	0.3298586449953851	0.19406241087031156	0.11809208297080435	0.1362542008525165	0.16706025473806707	0.27502079993920436	0.048085672163959654	0.0824378119979213	0.15378128400640903	0.002984853240341505	0.18198673938323792	0.2398187728649182	0.16005863699965184	0.11125770076450271	0.10039760358308064	0.04923036307684674	0.09181698120200649	0.6319181419673366	0.13140440730250097	0.05891297344146082	0.5063755964610798	0.10563430260672789	0.10603694144656141	0.009878856371940695	1060.8016059743836
140000	-936.9214348220806	-129.11559040877123	-807.8058444133094	184.534364893373	0.0	15.042897742920378	5.01335749831931	0.26108309046001255	0.2173959147692531	0.26000724228135663	0.15471847397488803	0.13651739150875306	0.03578189257996368	0.18220909888907919	0.20761058349912423	0.019325515545497034	0.10902436134799165	0.2599623592685408	0.04776739488997643	0.14756859423474608	0.12273683042393864	0.18395198507351565	0.17140997247598025	0.08423106508030094	0.08273797281368804	0.12676069324764705	0.43147804743577245	0.12648023763370736	0.06630117739671645	0.4612242152767211	0.0321773287739256	0.11785131309379719	0.018146803795084685	1060.8016059743836
160000	-936.4006148267706	-130.2031226668156	-806.197492159955	184.534364893373	0.0	18.228176360401488	5.423851779481512	0.18056857340195454	0.15178454269786792	0.22430036048210297	0.13107576765029377	0.14775364554836284	0.1298546099122226	0.22191831089396957	0.2874512997534586	0.01807245580361482	0.05184022213919219	0.2677725138370518	0.005448497877559552	0.1859725906240955	0.15485466413754764	0.16980381805906844	0.1908364057831077	0.07647273434003164	0.0386853541623429	0.14756745042739292	0.586585685947473	0.1568586679813431	0.06070297779142492	0.35943210649701524	0.0500838892673011	0.03789777249515458	0.02255858368908003	1060.8016059743836
180000	-940.8988508014054	-129.9531764935955	-810.9456743078099	184.534364893373	0.0	0.7748213043950252	17.53024006985161	0.1879634048508289	0.12800618290812743	0.2586394439737825	0.15110779118135945	0.08627091484180197	0.16274922099738387	0.272618009843213	0.2808033550472672	0.03197234491515904	0.05444933823134993	0.2372446867777528	0.0415073240387837	0.20256267136562747	0.20843304262008658	0.17930435412159024	0.10230109555415383	0.11133137376886439	0.08994377421573431	0.13464709161446642	0.2702749528551865	0.1294707983454061	0.07394462396772755	0.5517384842290308	0.06261122413581403	0.01743966526222165	0.008742990192141748	1060.8016059743836
