clade	species	ts	te
0	1	85.6836793928988	84.2116125735318
0	2	86.7898142291209	80.0131196921961
0	3	85.3854841351015	83.8810227252127
0	4	165.821751503645	157.808592717434
0	5	174.800530308036	168.530646937258
0	6	181.144064056016	173.101556096148
0	7	164.600274066991	162.412202192929
0	8	131.174982687462	129.060519105822
0	9	129.376557556995	127.481605730664
0	10	88.2912415947182	71.1716831028795
0	11	98.4415511297459	97.245808703768
0	12	77.2243323512281	75.2903241199983
0	13	100.984622826588	87.2894803044572
0	14	84.4014796612767	65.3802103809792
0	15	86.2405048750132	84.738385933209
0	16	94.4178102032983	93.3008087308194
0	17	89.327037798542	72.92696595684
0	18	84.2306032824746	68.1743301547695
0	19	90.8362110808326	84.9472734741789
0	20	85.6073675824885	71.2866880071668
0	21	82.6459528039047	81.1660241012943
0	22	113.969709599649	89.4210253470799
0	23	80.5075653360686	73.977430894434
0	24	85.3808419247441	83.8966131358527
0	25	67.7683418066765	66.4675512586296
0	26	86.5102970716497	71.6471813032515
0	27	73.6015801983253	71.5635229529581
0	28	85.0101086782093	83.5125765910419
0	29	92.7533640542899	89.5533226653434
0	30	91.345520449441	90.3533701559662
0	31	53.344249506492	47.1858907474742
0	32	94.5241626765312	93.4173370654589
0	33	61.4793757967802	59.6128907237115
0	34	82.6669195286891	72.2772017472122
0	35	58.4776718470527	57.1290856284542
0	36	95.8221085358191	90.837421525616
0	37	53.8489238401677	39.4001949221627
0	38	135.845011771387	126.156575328347
0	39	114.267000090147	101.239748332312
0	40	83.884209018801	68.1248635868915
0	41	95.9808159705204	94.8442593061689
0	42	66.2604262180437	50.3283976816338
0	43	63.9801935663128	62.3208241226085
0	44	169.02540492079	166.938740213254
0	45	59.1712934159847	57.9636503486153
0	46	57.1645523596976	47.3135075302071
0	47	54.8922972094871	37.5254792647587
0	48	59.0892764345048	57.718467137106
0	49	182.212693165077	172.14477129691
0	50	70.8893232369162	66.6193399413327
0	51	140.206856758829	137.911154198738
0	52	54.9797198013508	39.7318030930775
0	53	71.1840688642138	65.7927371224308
0	54	56.7163678927441	55.240375384762
0	55	0.660490647133132	0
0	56	69.7480248856002	68.3432493548132
0	57	60.4999744684632	59.3545107300852
0	58	23.4953954481936	3.20503050732195
0	59	68.2892360727013	66.9385369279237
0	60	65.7789371419436	54.2092909442874
0	61	49.9900208428466	46.5672042125911
0	62	56.6353903408819	50.6543204045458
0	63	69.4360926852076	65.6639762879279
0	64	23.4927832492672	9.53815913921859
0	65	58.7531282738626	54.9729285695658
0	66	65.3237679731046	60.6748059659909
0	67	54.9447572662945	39.1741528161222
0	68	76.4608012324726	63.3021935071229
0	69	50.2524639736062	38.9076043633518
0	70	168.62330177424	166.570453026807
0	71	58.5963043234948	57.2599205477114
0	72	136.536677042596	134.414204799816
0	73	100.740375217813	99.2779237976684
0	74	66.4984617206593	55.8379830641867
0	75	56.6158187954976	34.0738526520101
0	76	54.6825812702421	37.5523393132946
0	77	53.2164760241459	39.4988460103733
0	78	63.1452920678129	62.1193446421533
0	79	164.668019332995	162.429940110471
0	80	95.5941335573682	94.4312283367081
0	81	96.2225266851868	93.6872340708796
0	82	114.115118705781	104.940321301068
0	83	44.9443448889045	39.2700993734543
0	84	23.2687261376582	2.32024427263836
0	85	49.6606905838095	46.0964295899745
0	86	168.042971372001	165.762908305383
0	87	123.006699972052	121.027462611871
0	88	165.601235542336	163.488059648936
0	89	136.629925140408	134.035302156381
0	90	178.258723674391	163.749115780976
0	91	184.470917999575	170.489955428925
0	92	166.309483059038	163.966361694553
0	93	130.454768038259	128.37349126464
0	94	168.741523798156	166.711696209062
0	95	155.988717168988	139.950916894653
0	96	150.787791898352	148.603939525025
0	97	57.7971704137328	56.3993999562707
0	98	57.2051931192006	45.9827230281811
0	99	56.6636539944671	40.0823225855952
0	100	68.7188989398109	67.3959775970178
0	101	136.577412594762	134.505813768041
0	102	92.5369908537325	71.9582854624955
0	103	47.3598570554107	39.2690831722762
0	104	70.5993605733903	60.9444543142647
0	105	106.485144276849	94.113596054039
0	106	93.2089810431811	70.7941746315041
0	107	55.0807983613474	45.923146406113
0	108	154.712388927399	143.367969677842
0	109	69.114003124248	65.4493307925227
0	110	71.3592617573058	66.3815181439178
0	111	72.2917297432439	65.5201288295214
0	112	82.6894681139601	69.8869023679077
0	113	70.926423103445	66.1070134942896
