it	posterior	prior	BD_lik	root_age	death_age	hypL	hypM	lambda_0	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	mu_0	mu_1	mu_2	mu_3	mu_4	mu_5	mu_6	mu_7	mu_8	mu_9	mu_10	mu_11	mu_12	tot_length
0	-1185.4807672104862	-129.66725392608578	-1055.8135132844004	184.470917999575	0.0	1.1	1.1	0.11920967861868983	0.29361414699281485	0.4375993206903578	0.40430669924975926	0.1537060644629391	0.35066591259484053	0.7181283896537719	0.3955028847849682	0.34614370910429076	0.17882275978683376	0.13474845199152305	0.14572136574959998	0.331932047279756	0.12480663693392804	0.3018451950141947	0.5703348746131472	0.13495971449593264	0.6203730273251375	0.41064397044425927	0.32649424926782467	0.3119346329016639	0.192255190031609	0.2640873022089885	0.6025818150463117	0.7075423799947246	0.21606735163725818	1106.15354625157
20000	-958.389644294152	-128.87200016277555	-829.5176441313765	184.470917999575	0.0	4.130998598212752	7.093466363807214	0.2423831761050009	0.20554864075197635	0.20697011523592998	0.23111603265855632	0.08621603261714458	0.14685768314534478	0.31980836823432013	0.21611086589373002	0.04338541637553808	0.28178109611832963	0.15858793816128056	0.09972617298048844	0.18493023612934154	0.11623368315796445	0.1766434060669988	0.2585799001589956	0.10262598224032225	0.06643272434248673	0.128217076972885	0.24462331939206755	0.15384970049719127	0.06423984709826729	0.5251872123962076	0.052773440429615376	0.011334877147981166	0.012013897995225184	1106.15354625157
40000	-963.222270314582	-129.0383006427866	-834.1839696717955	184.470917999575	0.0	4.5825119506354595	18.491351970670177	0.1183525595668099	0.24918734774793969	0.24420194583186824	0.1670476331387951	0.10768712648215295	0.22104865074353844	0.10309856397785189	0.3135571575504225	0.014972968324883597	0.14827461613419754	0.08222898298806848	0.027424256766082497	0.1622098308018786	0.13197688075182884	0.12292329440912221	0.24692578324997924	0.10423701331565668	0.11361251828639173	0.23504978792640221	0.3142877100093693	0.16494493124340323	0.1293017192021878	0.3860220364701725	0.045989247609309274	0.11649298802894965	0.03627738762823908	1106.15354625157
60000	-959.2147725043254	-129.35112836069024	-829.8636441436352	184.470917999575	0.0	9.998792240339334	12.71515835223146	0.17592537012615073	0.17875354194969711	0.3216703171176972	0.16853038306241916	0.13358077107766772	0.2665827710930795	0.27634123731816496	0.1766577544903551	0.0451075742665903	0.2295205297045597	0.18166311741982186	0.00588966330243264	0.2217320063241802	0.11962655600274533	0.12861537100674142	0.2560827187184679	0.11370402697681777	0.06629892535700713	0.14535419168134556	0.4747652494723401	0.10559581020670523	0.11023836797402602	0.49286342736253985	0.022228872041802954	0.060216646405198804	0.025883454551109842	1106.15354625157
80000	-954.6711188506085	-129.76458628259442	-824.9065325680141	184.470917999575	0.0	19.631711199155664	18.375851454469494	0.1850383747860215	0.18553486291280466	0.31201259721180147	0.1622480258416163	0.0708542008692881	0.09610047792227848	0.13201083206330114	0.18194307843430932	0.019959048427396577	0.17837541014319397	0.2561299199318048	0.022494136682299416	0.18961159967330501	0.13840572956234695	0.14400619591983385	0.3505560590157116	0.10137002338000317	0.10182688624621174	0.18257968424682097	0.26984413020565956	0.09494536972498616	0.07282297062342673	0.4569496981337345	0.005704428625521664	0.06841700811525936	0.021284413068477878	1106.15354625157
100000	-959.2943570616181	-129.3222847854702	-829.972072276148	184.470917999575	0.0	18.820659396767446	11.032884275252117	0.12649731432231617	0.17293206099597236	0.38631970520080083	0.1548891401848229	0.07724513293441143	0.11286050666217702	0.14062712711647404	0.2362561121347475	0.014666650394188019	0.15387737603547433	0.33474049081644475	0.07424317598153003	0.2033150426626412	0.1225746602739828	0.13733212438494366	0.33661261863181574	0.15285708030972098	0.07347304418419605	0.3096352120267013	0.3470201573990068	0.08211388999735933	0.06049096958352051	0.5022099564160984	0.018933703773052916	0.024718371444778252	0.02087310086204608	1106.15354625157
120000	-965.3771857424022	-129.1928994788436	-836.1842862635585	184.470917999575	0.0	7.860743031574569	2.85029704323993	0.1541568209876564	0.23164603039357007	0.3009885052894612	0.3272903672047344	0.06458992453522881	0.1151216707763402	0.2161662126009477	0.2580190116137142	0.05939848615371662	0.16203291356193728	0.30204027146004775	0.01440305361358452	0.2160288967111729	0.10304374996970125	0.1766957965986043	0.17355230927604973	0.05044266734000896	0.07674868605667548	0.17084292053324535	0.2627850463909214	0.09991505748839508	0.03755373093055489	0.7172912613038945	0.05655889759457869	0.06168748575693071	0.015710183557016612	1106.15354625157
140000	-958.7456211231547	-128.87509592301416	-829.8705252001406	184.470917999575	0.0	6.349544441623889	16.458987364828154	0.2029589980653707	0.23894045039810016	0.2913379313928819	0.19755388570352783	0.07174000520587522	0.1897507477990892	0.041423059108236585	0.1803379727894501	0.055777375916614996	0.06400955988010128	0.181358876829836	0.008737574580139391	0.22385787792463246	0.14206292839792242	0.13136572854096334	0.22108372655429484	0.09624560158952715	0.05511838852231277	0.16635328792053414	0.33526218811816993	0.12054553200903304	0.0763186018998509	0.5214999154419191	0.08722852753099583	0.06412428860785743	0.02779084117540972	1106.15354625157
160000	-964.810730341826	-128.8873874918283	-835.9233428499977	184.470917999575	0.0	19.117285608786027	3.7531529232465846	0.1484389828014834	0.24340019490900924	0.32475251236235925	0.15814004921235073	0.057310996769289156	0.1587935215517142	0.157604846281864	0.2596934733756133	0.07646156036366744	0.09406179448108491	0.08362973958315212	0.02232827956713683	0.19620753610498662	0.13207337826217386	0.13651235718258492	0.28200878728109463	0.095479717960276	0.055209623625042024	0.28451100515751476	0.3128846640120431	0.1902395086535117	0.019717407540780742	0.6441256964711295	0.065197841847178	0.0022047813074110374	0.016897322400763057	1106.15354625157
180000	-960.2160489757488	-129.37474287474254	-830.8413061010062	184.470917999575	0.0	3.3901478649115697	2.0638397323959565	0.147174054392937	0.22331125111445368	0.386688179195195	0.22777364421041577	0.11649500223689163	0.09808285927320938	0.10003390117737194	0.24913520895814403	0.021916374634430334	0.10007847975067148	0.24764741508952318	0.0699678302057995	0.1687536906830168	0.26582303272295515	0.15409787888680476	0.2301016615460318	0.11283672852212065	0.06304059963607539	0.28817134713310605	0.2977787774044713	0.1628447569034014	0.060231836588700155	0.6807911753662558	0.03245821761372013	0.05848812328081915	0.02286191216783964	1106.15354625157
200000	-955.4453758831758	-128.9455305635993	-826.4998453195765	184.470917999575	0.0	8.073473183804728	7.5541259020553015	0.18962641505789843	0.2205607558153894	0.2999012494030205	0.15063749533661835	0.15340579404516252	0.09348823733180651	0.20604035957297848	0.21174087791069923	0.04907744143699376	0.0809500464871302	0.169857963666646	0.0193818968429998	0.20815133138023734	0.12558827334512823	0.12994190751985246	0.26036165054571914	0.1237294751244638	0.07893345326183106	0.20812673449157976	0.5248091056321066	0.09289570696495697	0.09011958515848427	0.44893568027924	0.0783298901489908	0.007610263446996684	0.02432845192119851	1106.15354625157
220000	-958.461314108906	-130.1660674035942	-828.2952467053118	184.470917999575	0.0	19.18028217135975	2.366863831612034	0.15205271388647745	0.17557182672447355	0.3235947311802055	0.12051471364222616	0.07909020282791704	0.1201035153076009	0.3199979134897185	0.27428128885822434	0.04585634198970258	0.1489954755469879	0.1272078575963967	0.0169450218653382	0.14113432768252585	0.14893840408030914	0.11063615965103327	0.26224150560117343	0.1261067646677879	0.08898710009117382	0.2142742662592505	0.4246706649128082	0.13461553825808936	0.08137970965164082	0.34958473569218274	0.05713131142249491	0.04061412860051903	0.01652650354556414	1106.15354625157
240000	-957.3771184920467	-130.47369840071974	-826.903420091327	184.470917999575	0.0	13.713697742948193	6.569976139603472	0.12260026322012446	0.15467251187349115	0.3301362151960794	0.17084931249133126	0.1313362870526869	0.15257711023816245	0.1517475189675192	0.20855198245755757	0.03839162507474229	0.17373136775197665	0.13865132284409137	0.09154657095000145	0.174092694203674	0.15314947302689866	0.17830015953571998	0.2798840157734907	0.09431084896761252	0.06096855171415828	0.21994390971524214	0.4239869594415658	0.11531207197653319	0.07915780882220941	0.3824256798325015	0.07859561367023804	0.006917375915110468	0.029332067293826838	1106.15354625157
260000	-959.8292059999048	-129.50212449647762	-830.3270815034273	184.470917999575	0.0	7.843352972289622	7.573952873607798	0.1488396851147133	0.1188611489714725	0.22574980991416083	0.1722527746975386	0.0997724373620674	0.1454017333189527	0.16688304059473436	0.21272689518658616	0.01135662270537331	0.08450937085295634	0.26701322415802353	0.009899742569593846	0.24776707935444095	0.16255027283760606	0.11377274589565817	0.2038007545546839	0.12124480284953287	0.1182835451843588	0.17074396118589721	0.673777422375272	0.1368914611582664	0.0824000153416455	0.38011927145516544	0.008617861310885443	0.033307306768349844	0.027648020261637922	1106.15354625157
280000	-951.3775732428941	-129.96589139258955	-821.4116818503045	184.470917999575	0.0	17.683699697103194	19.491596517765718	0.17379415117115388	0.20640685588715216	0.22825414951282025	0.18554945943700688	0.10530522915254333	0.18737997717582566	0.12288024224186471	0.22007171028915748	0.02588480755611819	0.10470912906696318	0.16827732332032166	0.03341792251578753	0.21086718689531078	0.12720650859430005	0.1817772159928525	0.21864846943837493	0.1330511421057918	0.09920355085069296	0.24332483423546003	0.24768832738865695	0.11697984128316442	0.04818123896997261	0.5049996905933464	0.0513614721267443	0.04943011153166212	0.014379088312199138	1106.15354625157
