it	posterior	prior	BD_lik	root_age	death_age	hypL	hypM	lambda_0	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	mu_0	mu_1	mu_2	mu_3	mu_4	mu_5	mu_6	mu_7	mu_8	mu_9	mu_10	mu_11	mu_12	tot_length
0	-1119.9565830127606	-129.6345793573627	-990.3220036553979	185.457886232248	0.0	1.1	1.1	0.1693882851889689	0.5609185096860176	0.18062886133426867	0.18647852418144012	0.2454491877881016	0.10992430342654416	0.16711087822772389	0.38728045871220207	0.5442551601215846	0.3965949254278231	0.48337588653070357	0.32216950344403933	0.12795117793015326	0.10700882941668513	0.48678811191653726	0.1559410667299906	0.15878277028460708	0.4241319957302241	0.33959040819884023	0.3493694212217309	0.3197506789761603	0.17455980918608607	0.1327805439095034	0.1968600695563372	0.19641563501946463	0.13779123199444948	1087.5656177714634
20000	-946.1230068417384	-129.302837236865	-816.8201696048734	185.457886232248	0.0	7.787215289646936	9.27711524797818	0.13142140142054407	0.18221332076524008	0.3610463427908856	0.2400787540428272	0.13621499571194776	0.05408395507560215	0.2594888724745478	0.258463060689035	0.07937717480778339	0.1271706895806727	0.36176194619702395	0.004493736646596694	0.26714495058662746	0.1012113966348407	0.15586832555832897	0.3533508635314536	0.13426692183312042	0.10111004259669387	0.12614927191548503	0.4893849200069117	0.27465056245347985	0.0606062224357803	0.7372860104316785	0.005418848540099783	0.029498006013673157	0.026002565912624995	1087.5656177714634
40000	-943.183269965468	-129.22892538457995	-813.954344580888	185.457886232248	0.0	7.445317533038389	16.50759168899284	0.1902693454530246	0.27286384240244543	0.30800464681517564	0.25131443967541167	0.13730129563708973	0.15907348136626548	0.054921938417364896	0.23314686387272002	0.0857221132231872	0.017396351377191987	0.13483982812491851	0.025019627220563397	0.20138818110007062	0.155821891395715	0.1534422094838929	0.22088494211193072	0.14968667691452947	0.09463695202358516	0.11975375967855649	0.2693988083453153	0.11387556567577486	0.04407746079449828	0.9094148523914348	0.008496290024070886	0.0455618357769903	0.016943665619963695	1087.5656177714634
60000	-943.3653484128761	-129.02869648933955	-814.3366519235365	185.457886232248	0.0	19.208656702961882	4.521823223358757	0.13542341336305555	0.19783134560372317	0.35700001158498995	0.19463664368584105	0.16911597864200828	0.1244784067032753	0.12014294999924108	0.42950838822878395	0.05325895272571206	0.007584710448428367	0.26578560717267463	0.01640702091231241	0.14211013470979414	0.10543534412326949	0.09834522962011114	0.18769567801925005	0.13815584671483472	0.03962036936846029	0.0954374953496337	0.5143710723813999	0.17745669629923483	0.07146902456030191	0.9736783283667538	0.009454352612566297	0.06308004489104542	0.007169755033297479	1087.5656177714634
80000	-942.4586236850657	-129.01943338687786	-813.4391902981879	185.457886232248	0.0	14.219059981409977	2.4251764931797553	0.1323673338756627	0.19100200713600807	0.26399640453233925	0.17318328030352007	0.1385706073354048	0.10502012308229473	0.1560229190642685	0.2435370340615668	0.05760354240424461	0.011494420885561933	0.3165540542653305	0.032457521929161084	0.1739992350728265	0.07871790750458449	0.059998146945932404	0.17580111208156704	0.17056685652157907	0.10217318345707356	0.13215229215208396	0.5293107059559575	0.16402300858167476	0.054402054265989125	0.8363341128725744	0.07714547727388596	0.021673214718095836	0.02110103718911881	1087.5656177714634
100000	-945.0360333265671	-129.46822990162306	-815.567803424944	185.457886232248	0.0	15.787904924817633	16.933195067934022	0.19080822956232962	0.21948972515335938	0.18506318723021442	0.11905224340682033	0.1373463882468834	0.06979724874224585	0.16811583337257222	0.2587571854424642	0.05252744387391337	0.0018427496565307682	0.28835504638115045	0.009927959383980231	0.19895346289562887	0.10371713680701466	0.21552605770357827	0.2006052556611422	0.1676401981313273	0.09954829557298965	0.21490727793218195	0.5591218515902611	0.21654948467242807	0.14249343489963365	0.8344850930957858	0.08025418480951556	0.08426432717914027	0.012255972758112636	1087.5656177714634
120000	-944.2347680239809	-129.55505862235964	-814.6797094016213	185.457886232248	0.0	16.818969777444753	16.263926050578732	0.15803238581385157	0.15365613078930543	0.27193298850709974	0.15929863669776403	0.08221847339473203	0.12361135619676022	0.16037232254726244	0.24995018167973493	0.07908021706295591	0.04102879954456417	0.13707956992918655	0.0432007584088008	0.2239808302943436	0.1319947769923511	0.08524869706225284	0.2617875765759984	0.21961304820123262	0.05021793561653676	0.16208502389317112	0.25225850768433417	0.15111191706781874	0.06597574754886056	0.6468238943759385	0.03729032439471456	0.07072938171260713	0.008276335762515291	1087.5656177714634
140000	-936.2179363905647	-129.19230303924692	-807.0256333513178	185.457886232248	0.0	8.820672052753837	19.783556223847	0.13700292984218868	0.22615963731844546	0.2686573820380492	0.14158158756637396	0.1550247058305412	0.05854625405775823	0.17412606544867174	0.2529363760914306	0.044309854993057125	0.03510419645609144	0.13297454568208084	0.029043335486724258	0.18905422891084228	0.1334564278757047	0.13364324627181554	0.2411909008115835	0.12474400657863517	0.09742252023990973	0.11081804730083446	0.5272108834541058	0.14767454877481023	0.09605863199636396	0.9487559857698363	0.0393345969513172	0.07394000214205716	0.010123625953121279	1087.5656177714634
160000	-941.6610914413018	-129.74195820536028	-811.9191332359416	185.457886232248	0.0	18.08969984247287	9.82214219505191	0.18558769639025136	0.23933027729881864	0.24543961638296122	0.20532286916132136	0.12153029377013128	0.10891306602916179	0.1641777669777791	0.24642043781918116	0.020525616060696535	0.02885501538287958	0.041877699053905475	0.006309298749674678	0.22769931795164713	0.13754914111428565	0.20608583099907107	0.15293849614140526	0.10861178738228433	0.09641168853669468	0.12049540147161732	0.5191768312037093	0.14470498263866993	0.06634600262810099	0.6397820787388767	0.02696445586153682	0.052735511434190134	0.012163546820432561	1087.5656177714634
180000	-941.3879734695137	-128.9441423678539	-812.4438311016597	185.457886232248	0.0	18.85258068171799	19.422717056910574	0.13337160615936466	0.1975975366309219	0.2964002085614915	0.20292489615281956	0.12174177956986193	0.12194435295786894	0.1289929406359144	0.25646578505150275	0.05082416429737368	0.11116323001096645	0.2733779579814247	0.0056989995898960935	0.21140025201448576	0.15350422299084598	0.07613986288046615	0.30708195166049285	0.11264776215062355	0.0594021304981473	0.10261808407302941	0.6439156861011376	0.16920878734968872	0.07677383751546422	0.8776427432018093	0.05631333467084269	0.14201981539796565	0.005585869987908081	1087.5656177714634
