Order	Family	Genus	Species	Reported as	Earliest Age	Latest Age	Stratigraphic age	Country	Paleobiogeography_all	Paleobiogeography	Latitude	Longitude	References
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium greeni		91.4	89.801	Turonian (Upper)	United States	Western Atlantic	Outside_Tethys	35.4866	-106.201	Wood et al. (2022)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium greeni		92.9	91.401	Turonian (Middle)	United States	Western Atlantic	Outside_Tethys	34.4589465	-107.5483768	Wolberg (1985)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium greeni		93.9	89.801	Turonian	United States	Western Atlantic	Outside_Tethys	44.6471761	-100.348761	Cappetta (1973)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium humboldti		93.9	89.801	Turonian	Czech Republic	Tethys	Tethys	49.3725903	14.9599829	Reuss (1845a)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium meraense		56	47.801	Ypresian	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium meraense		56	47.801	Ypresian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium meraense		56	47.801	Ypresian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium meraense		56	47.801	Ypresian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium mereretiae		95.5	93.901	Cenomanian (Upper)	Egypt	Tethys	Tethys	28.3572032	28.862964	Werner (1989)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium minutum		61.6	59.201	Selandian	Belgium	Tethys	Tethys	50.7034875	4.9912852	Herman (1977)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium minutum	Chiloscyllium daimeriesi	61.6	59.201	Selandian	Belgium	Tethys	Tethys	50.7034875	4.9912852	Winkler (1876a)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium missouriense		76.4	72.101	Campanian (Upper)	United States	Western Atlantic	Outside_Tethys	37.4999872	-111.5840587	Kirkland et al. (2013)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium missouriense		83.6	72.101	Campanian	United States	Western Atlantic	Outside_Tethys	47.2791201	-109.7243818	Case (1979)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium missouriense		83.6	72.101	Campanian	United States	Western Atlantic	Outside_Tethys	37.2882506	-111.7669407	Kirkland et al. (2013)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium salvani		59.2	56.001	Thanetian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		38	33.901	Priabonian	Egypt	Tethys	Tethys	29.2638914	30.0225987	Underwood et al. (2011)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		38	33.901	Priabonian	Egypt	Tethys	Tethys	29.4706655	30.6239506	Underwood et al. (2011); Murray et al. (2010)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		100.5	96.201	Cenomanian (Lower)	France	Tethys	Tethys	45.9359026	-0.6900244	Vullo et al. (2007)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		100.5	96.201	Cenomanian (Lower)	France	Tethys	Tethys	45.9861706	-1.0974431	Vullo et al. (2007)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		100.5	96.201	Cenomanian (Lower)	France	Tethys	Tethys	45.657882	-0.1870909	Vullo et al. (2007)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		100.5	96.201	Cenomanian (Lower)	France	Tethys	Tethys	45.7145725	0.2050544	Vullo et al. (2007)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium greeni	100.5	93.901	Cenomanian (Lower-Middle)	Germany	Tethys	Tethys	52.0519715	8.3992556	Müller & Diedrich (1991)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		23.03	15.971	Aquitanian-Burdigalian	Brazil	Western Atlantic	Outside_Tethys	-0.7733201	-47.1770631	Aguilera et al. (2017)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium sp.	13.5	6.5	Serravallian–Messinian	Brunei	Central Indo-Pacific	Outside_Tethys	4.816958	114.702387	Kocsis (2024)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		70.1	66.001	Maastrichtian (Upper)	Canada	Western Atlantic	Outside_Tethys	43.6716441	-79.3928766	Cook et al. (2014)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium sp.	33.9	28.101	Rupelian	Oman	Western Indo-Pacific	Outside_Tethys	21.0000287	57.0036901	Adnet et al. (in press)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		70.1	66.001	Maastrichtian (Upper)	Senegal	Eastern Atlantic	Outside_Tethys	14.5591342	-17.1140053	Guinot et al. (2023)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		57.1	55.961	Zone P5/P4 (P5/P4c): Thanetian (Upper)	Togo	Eastern Atlantic	Outside_Tethys	6.5910348	1.4998082	Guinot et al. (2020)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		57.1	55.961	Zone P5/P4 (P5/P4c): Thanetian (Upper)	Togo	Eastern Atlantic	Outside_Tethys	6.5910348	1.4998082	Guinot et al. (2020)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium greeni	100.5	93.901	Cenomanian	United States	Western Atlantic	Outside_Tethys	33.046233	-96.994174	Welton & Farrish (1993)
Orectolobiformes	Brachaeluridae	Chiloscyllium	Chiloscyllium sp.	Brachaelurus hornestownensis	70.1	66.001	Maastrichtian (Upper)	United States	Western Atlantic	Outside_Tethys	40.0654375	-74.5226681	Case et al. (2001b)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Hemiscyllium sp.	70.1	66.001	Maastrichtian (Upper)	United States	Western Atlantic	Outside_Tethys	40.0654375	-74.5226681	Case et al. (2001b)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium sp.	70.1	66.001	Maastrichtian (Upper)	United States	Western Atlantic	Outside_Tethys	48.577904	-114.15189	Cook et al. (2014)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Protogyglimostoma estesi	70.1	66.001	Maastrichtian (Upper)	United States	Western Atlantic	Outside_Tethys	47.6777836	-106.2347484	Cook et al. (2014)
Orectolobiformes	Brachaeluridae	Chiloscyllium	Chiloscyllium sp.	Brachaelurus sp. 1	72.1	70.101	Maastrichtian (Lower)	United States	Western Atlantic	Outside_Tethys	40.4708505	-74.0117401	Cappetta & Case (1975)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	cf. Chilloscyllium sp.	76.4	70.101	Campanian (Upper) - Maastrichtian (Lower)	United States	Western Atlantic	Outside_Tethys	40.368322	-107.5436798	Brand et al. (2022)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		86.3	72.101	Santonian-Campanian	United States	Western Atlantic	Outside_Tethys	32.75041	-86.75026	Ciampagalio et al. (2013)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium sp.	86.3	83.601	Santonian	United States	Western Atlantic	Outside_Tethys	34.5802074	-105.996047	Bourdon et al. (2011)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Heterodontus aff. rugosus	86.3	83.601	Santonian	United States	Western Atlantic	Outside_Tethys	33.6587217	-91.1506668	Cicimurri et al. (2014)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium greeni	89.8	86.301	Coniacian	United States	Western Atlantic	Outside_Tethys	31.2638905	-98.5456116	Hamm & Cicimurri (2011); Welton & Farish (1993)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium greeni	92.9	91.401	Turonian (Middle)	United States	Western Atlantic	Outside_Tethys	41.7370229	-99.5873816	Ouroumova et al. (2016)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium greeni	93.9	89.801	Turonian	United States	Western Atlantic	Outside_Tethys	32.7848517	-96.9008376	Welton & Farrish (1993)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium greeni	96.2	95.501	Cenomanian (Middle)	United States	Western Atlantic	Outside_Tethys	38.2763	-104.7121	Jansen et al. (2012)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		47.8	41.001	Lutetian	Egypt	Tethys	Tethys	30.631747	31.9392545	Strougo et al. (2007)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium/Hemiscyllium sp.	56.78	55.861	Zone NP9: Thanetian-Ypresian	Algeria	Tethys	Tethys	34.7139951	7.9594181	Boulemia & Adnet (2023)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium sp. 1	72.1	70.101	Maastrichtian (Lower)	Syria	Tethys	Tethys	34.6401861	39.0494106	Bardet et al. (2000)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium sp. 2	72.1	70.101	Maastrichtian (Lower)	Syria	Tethys	Tethys	34.6401861	39.0494106	Bardet et al. (2000)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium sp. 1	100.5	96.201	Cenomanian (Lower)	United Kingdom	Tethys	Tethys	52.1277434	0.0371088	Guinot et al. (2012a-b; 2013)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		107.6	100.501	Albian (Upper)	Ukraine	Tethys	Tethys	49.4456591	32.0628991	Sokolskyi & Guinot (2021)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium sp.	126.3	113.001	Aptian	United Kingdom	Tethys	Tethys	51.096118	1.1662618	Batchelor & Ward (1990)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium aff. meraense	47.8	41.001	Lutetian	Morocco	Tethys	Tethys	31.2942606	-8.0729435	Tabuce et al. (2005)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium sp.	50.5	47.801	Ypresian (Upper NP1314)	France	Tethys	Tethys	49.5402988	3.413984	Adnet & Cappetta (2008)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		70.1	66.001	Maastrichtian (Upper)	Spain	Tethys	Tethys	42.40	-2.35	Cappetta & Corral (1999); Pereda-Suberbiola et al. (2015)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium sp. 1	72.1	70.101	Maastrichtian (Lower)	Morocco	Tethys	Tethys	32.239034	-7.958131	Cappetta et al. (2014)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium sp.	72.1	70.101	Maastrichtian (Lower)	Morocco	Tethys	Tethys	32.239034	-7.958131	Cappetta et al. (2014)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium greeni	76.4	72.101	Campanian (Upper)	Germany	Tethys	Tethys	51.9798596	7.3121673	Müller (1989)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.		83.6	72.101	Campanian	Morocco	Tethys	Tethys	31.1728205	-7.3362482	Cappetta (1987a)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Heterodontus cf. rugosus & Chiloscyllium cf. greeni	86.3	83.601	Santonian	Germany	Tethys	Tethys	52.1479842	7.3392179	Diedrich & Scheer (2015)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Mesiteia greeni	89.8	86.301	Coniacian	Belgium	Tethys	Tethys	50.4901522	3.962763	Herman (1977)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium cf. vulloi	89.8	86.301	Coniacian	United Kingdom	Tethys	Tethys	54.9526509	-5.9279527	Underwood & Ward (2008); Guinot et al. (2012a-b, 2013)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium arbizui	93.9	89.801	Turonian	Spain	Tethys	Tethys	39.3260685	-4.8379791	Bernardez (2002)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium sp.	Chiloscyllium sp. 2	95.5	93.901	Cenomanian (Upper)	United Kingdom	Tethys	Tethys	50.8657236	0.0281131	Guinot et al. (2012a-b, 2013)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium vulloi		92.9	91.401	Turonian (Middle)	France	Tethys	Tethys	49.59698	4.32453	Guinot et al. (2012a-b, 2013)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium vulloi	Mesiteia ? greeni	92.9	91.401	Turonian (Middle)	France	Tethys	Tethys	50.3236643	3.7408162	Herman (1977)
Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium vulloi	Mesiteia ? greeni	95.5	93.901	Cenomanian (Upper)	France	Tethys	Tethys	50.3236643	3.7408162	Herman (1977)
Orectolobiformes	Hemiscylliidae	Coelometlaouia	Coelometlaouia pannucea		42.5	41	TELM 6	Antarctica	Western Atlantic	Outside_Tethys	-64.2391667	-56.6030556	Long (1992), Engelbrecht et al. (2017)
Orectolobiformes	Hemiscylliidae	Coelometlaouia	Coelometlaouia pannucea		52.5	51	TELM 5	Antarctica	Western Atlantic	Outside_Tethys	-64.2391667	-56.6030557	Long (1992), Engelbrecht et al. (2017)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus doylei		130.8	126.301	Barremian	United Kingdom	Tethys	Tethys	54.1543459	-0.2395664	Underwood et al. (1999)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus doylei		134.7	130.801	Hauterivian	United Kingdom	Tethys	Tethys	54.1543459	-0.2395664	Underwood et al. (1999)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus gracilis		113	110.201	Albian (Lower)	United Kingdom	Tethys	Tethys	54.1543459	-0.2395664	Underwood & Mitchell (1999)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus gracilis		107.6	100.501	Albian (Upper)	United Kingdom	Tethys	Tethys	52.9393841	0.4901743	Underwood & Mitchell (1999)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus gracilis		107.6	100.501	Albian (Upper)	United Kingdom	Tethys	Tethys	54.1543459	-0.2395664	Underwood & Mitchell (1999)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus olsoni	Squatina sp.	72.1	66.001	Maastrichtian	Canada	Western Atlantic	Outside_Tethys	49.1888351	-113.20099	Langston Jr (1975)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus olsoni		76.4	72.101	Campanian (Upper)	Canada	Western Atlantic	Outside_Tethys	49.6644387	-112.8725776	Beavan & Russel (1999); Brinkman et al. (2005)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus olsoni	Squatina hassei	83.6	72.101	Campanian	Canada	Western Atlantic	Outside_Tethys	49.4770469	-111.445316	Peng et al. (2001)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus olsoni	Cretorectolobus cf. olsoni	70.1	66.001	Maastrichtian (Upper)	United States	Western Atlantic	Outside_Tethys	33.296417	-94.1133922	Case & Cappetta (1997)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus olsoni		70.6	66.001	Lancian	United States	Western Atlantic	Outside_Tethys	41.7913536	-107.2433099	Wroblewski et al. (2004)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus olsoni		72.1	66.001	Maastrichtian	United States	Western Atlantic	Outside_Tethys	47.6201461	-100.540737	Hoganson et al. (2019)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus olsoni		72.1	66.001	Maastrichtian	United States	Western Atlantic	Outside_Tethys	47.3752671	-109.638757	Siverson (1995b)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus olsoni		72.1	70.101	Maastrichtian (Lower)	United States	Western Atlantic	Outside_Tethys	38.7251776	-105.607716	Hoganson et al. (2022)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus olsoni	partim: Pl. 3, fig. 1, text-figs. 9-10	76.4	72.101	Campanian (Upper)	United States	Western Atlantic	Outside_Tethys	43.2333168	-106.3109913	Case (1987) See also Siverson (1995)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus olsoni	Cretorectolobus microcuspidatus	83.6	72.101	Campanian	United States	Western Atlantic	Outside_Tethys	47.2791201	-109.7243818	Case (1978)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus olsoni	C. olsoni (partim.: pl. 3 fig. 1; text-figs 9, 10b non 10a)	83.6	72.101	Campanian	United States	Western Atlantic	Outside_Tethys	47.2791201	-109.7243818	Case (1978)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus olsoni	Onchopristis dunklei	83.6	72.101	Campanian	United States	Western Atlantic	Outside_Tethys	29.9560015	-104.4043597	Rowe et al. (1992)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus robustus		96.2	93.901	Cenomanian (Middle-Upper)	Canada	Western Atlantic	Outside_Tethys	53.5287433	-102.1515041	Underwood & Cumbaa (2010)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus sp.	Cretorectolobus sp.	100.5	96.201	Cenomanian (Lower)	United States	Western Atlantic	Outside_Tethys	32.8317427	-97.0478933	Cappetta & Case (1999)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus sp.	Squatina hassei	72.1	70.101	Maastrichtian (Lower)	United States	Western Atlantic	Outside_Tethys	40.4708505	-74.0117401	Cappetta & Case (1975)
Orectolobiformes	Orectolobidae	Cretorectolobus	Cretorectolobus sp.		96.2	95.501	Cenomanian (Middle)	United States	Western Atlantic	Outside_Tethys	38.2763	-104.7121	Jansen et al. (2012)
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium africanum		66	61.601	Danian (Lower)	Morocco	Tethys	Tethys	31.3927514	-9.4133525	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium africanum		60.52	57.101	Zone P4: Seladanian-Thanetian	Angola	Eastern Atlantic	Outside_Tethys	-5.14	12.08	Dartevelle & Casier (1943, 1959)
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium africanum		61.6	59.201	Selandian	Angola	Eastern Atlantic	Outside_Tethys	-5.14	12.08	Leriche (1927c), Dartevelle & Casier (1943, 1959)
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium africanum		61.6	59.201	Selandian	Democratic Republic of Congo	Eastern Atlantic	Outside_Tethys	-2.9814344	23.8222636	Dartevelle & Casier (1943, 1959)
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium africanum		55.7	50	Wasatchian	United States	Western Atlantic	Outside_Tethys	38.4207	-77.45743	Kent et al. (1999)
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium africanum		59.2	56.001	Thanetian	Jordan	Tethys	Tethys	31.1667049	36.941628	Cappetta (unpublished)
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium africanum		59.2	56.001	Thanetian	France	Tethys	Tethys	50.5326276	3.1740541	Moreau & Mathis (2000)
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium africanum		59.2	56.001	Thanetian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium africanum		61.6	59.201	Selandian	Morocco	Tethys	Tethys	31.1728205	-7.3362482	Arambourg (1952b); Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium planum		66	61.601	Danian (Upper)	Denmark	Tethys	Tethys	55.2521203	12.1142399	Adolfssen & Ward (2015)
Orectolobiformes	Ginglymostomatidae	Delpitoscyllium	Delpitoscyllium planum		66	61.601	Danian	Denmark	Tethys	Tethys	55.8189085	12.3131924	Davis (1890a)
Orectolobiformes	Orectolobiformes incert. fam.	Dorsetoscyllium	Dorsetoscyllium terraefullonicum		168.3	166.101	Bathonian	United Kingdom	Tethys	Tethys	51.2	-2.3	Underwood & Ward (2004a)
Orectolobiformes	Orectolobidae	Eometlaouia	Eometlaouia delpiti		59.2	56.001	Thanetian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Orectolobidae	Eometlaouia	Eometlaouia numidica		56	47.801	Ypresian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Orectolobidae	Eometlaouia	Eometlaouia numidica		56	47.801	Ypresian	Tunisia	Tethys	Tethys	34.315723	8.4018294	Arambourg (1952d)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum		41	38.001	Bartonian	Belgium	Tethys	Tethys	50.6402809	4.6667145	Herman (1977a)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum		56	47.801	Ypresian	Belgium	Tethys	Tethys	51.0150187	3.2594327	Migom et al. (2021)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum		56	47.801	Ypresian	Belgium	Tethys	Tethys	51.01167	3.24019	Migom et al. (2021)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum		56	47.801	Ypresian	Belgium	Tethys	Tethys	50.6402809	4.6667145	Migom et al. (2021)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum		56	47.801	Ypresian	Uzbekistan	Tethys	Tethys	42.3486963	66.1449451	Malyshkina & Ward (2014)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum		56	47.801	Ypresian	Uzbekistan	Tethys	Tethys	42.3486963	66.1449451	Malyshkina & Ward (2016)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum	Eostegostoma sp.	47.8	41.001	Lutetian	United States	Western Atlantic	Outside_Tethys	37.1232245	-78.4927721	Müller (1999)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum	Palaeorhincodon wardi	47.8	38.001	Eocene (Middle)	Uzbekistan	Tethys	Tethys	42.00	64.00	Case et al. (1996)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum		47.8	38.001	Eocene (Middle)	Uzbekistan	Tethys	Tethys	42.00	64.00	Nessov et al. (1987)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum		50.5	47.801	Ypresian (Upper NP1314)	Uzbekistan	Tethys	Tethys	42.3486963	66.1449451	Malyshkina & Ward (2016)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum		47.8	41.001	Lutetian	Belgium	Tethys	Tethys	50.96626	3.98594	Nolf & Taverne in Herman (1977a)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum		47.8	41.001	Lutetian	Netherlands	Tethys	Tethys	52.2434979	5.6343227	Bor (1985)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma angustum		47.8	41.001	Lutetian	United Kingdom	Tethys	Tethys	50.7623646	-0.8588272	Kemp et al. (1990); Ward (2016)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma sp.	Eostegostoma sp.	66	61.601	Danian (Lower)	Morocco	Tethys	Tethys	31.3927514	-9.4133525	Noubhani & Cappetta (1997)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma sp.		38	33.901	Priabonian	Egypt	Tethys	Tethys	29.2638914	30.0225987	Underwood et al. (2011)
	Stegostomatidae	Eostegostoma	Eostegostoma sp.		33.9	28.101	Rupelian	United States	Western Atlantic	Outside_Tethys	31.469740	 -87.561302	Ebersole et al. (2024)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma sp.	Eostegostoma cf. angustum	47.8	41.001	Lutetian	Austria	Tethys	Tethys	47.8928286	13.7243031	Pfeil (1983), Adnet et al. (2021)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma sp.		47.8	38.001	Lutetian-Bartonian	Egypt	Tethys	Tethys	26.2540493	29.2675469	Underwood et al. (2011)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma sp.		59.2	56.001	Thanetian	Jordan	Tethys	Tethys	31.1667049	36.941628	Cappetta (unpublished)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma sp.		59.2	56.001	Thanetian	Tunisia	Tethys	Tethys	33.8439408	9.400138	Cappetta (unpublished)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma sp.	Eostegostoma aff. angustum	47.8	41.001	Lutetian	France	Tethys	Tethys	43.68798	-1.13729	Adnet (2006)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma sp.	Eostegostoma aff. angustum	47.8	41.001	Lutetian	France	Tethys	Tethys	45.3376699	-0.4727524	Adnet (2006)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma sp.	Eostegostoma sp.	59.2	56.001	Thanetian	Morocco	Tethys	Tethys	32.9053419	-6.9245615	Noubhani & Cappetta (1997)
Orectolobiformes	Brachaeluridae	Eostegostoma	Eostegostoma templeuvensis		59.2	56.001	Thanetian	France	Tethys	Tethys	50.5326276	3.1740541	Moreau & Mathis (2000)
Orectolobiformes	Orectolobiformes incert. fam.	Folipistrix	Folipistrix digitulus		174.2	170.301	Aalenian	Germany	Tethys	Tethys	48.1895422	8.7659561	Kriwet (2003)
Orectolobiformes	Orectolobiformes incert. fam.	Folipistrix	Folipistrix digitulus	Microtoxodus gulakmani	183.7	174.201	Toarcian	Luxembourg	Tethys	Tethys	49.4786477	6.0847792	Delsate (2003)
Orectolobiformes	Ginglymostomatidae	Ganntouria	Ganntouria variabilis		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	32.239034	-7.958131	Cappetta et al. (2014)
Orectolobiformes	Ginglymostomatidae	Ganntouria	Ganntouria variabilis		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	32.239034	-7.958131	Noubhani & Cappetta (1997)
Orectolobiformes	Ginglymostomatidae	Ganntouria	Ganntouria variabilis		70.1	66.001	Maastrichtian (Upper)	Morocco	Tethys	Tethys	31.3927514	-9.4133525	Noubhani & Cappetta (1997)
Orectolobiformes	Orectolobiformes incert. fam.	Garrigascyllium	Garrigascyllium aganticensis		139.4	134.701	Valanginian	France	Tethys	Tethys	43.9558248	3.8078853	Guinot et al. (2014)
