Family	Genus	Species	latitude	longitude
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.442298	151.9148
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4408014113	151.9127190058
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.110623785	152.7122404576
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4421	151.9103
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.7307922222	145.6919816667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4412689583	151.9180477065
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4431915263	151.9116874235
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1155649499	152.7180002664
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1704376915	146.8478301913
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4400651778	151.9134773629
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1287472297	146.8778068188
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-11.5925902123	144.0476138991
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-11.7644803254	143.9783240539
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-11.5930230382	144.0484537893
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.111819027	152.7073186029
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-14.6784384155	145.4416260713
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1135599852	152.7108008337
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.438325882	151.9140930176
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4466873623	151.9161390716
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4454817362	151.9153727605
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.44507	151.9168183333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.444546783	151.9140153567
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.444546783	151.9140153567
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1570300704	146.8605673841
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1139749502	152.7188038168
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5712891324	145.5130446218
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1218801673	146.8804165452
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-14.6464697311	145.4543670175
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-13.435356	143.972385
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-20.2914388195	148.7875914835
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1152639436	152.7182935516
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-18.6223	147.0524
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-18.5944101476	146.4847209902
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.3836617376	145.5633708329
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1115921116	152.7048450106
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-18.6246122	147.2981867
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5080345207	145.5553850484
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.606066962	145.9751996398
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1520471667	146.8682866667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4370601218	151.9146054983
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-18.9328495259	148.3279358496
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4426	151.9150083333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1512226276	146.86603628
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.122520774	146.8800461741
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.1897243638	150.9328709542
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-14.647320838	145.5477464543
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4439540401	151.9121535249
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4388055556	151.9146611111
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-18.6102138405	146.4881023118
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4438374	151.9121983
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-11.1697278	143.0156728
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1499083333	146.8660583333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4427812139	151.9169733426
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4404249996	151.9128416667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1178227775	152.7156957876
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.115328221	152.7185588284
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5740388181	145.5129812658
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1332708982	146.8354890851
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1138599722	152.717892
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.1886291401	150.9331580624
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.0692594733	152.7822102606
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4398064207	151.9124751036
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4401272638	151.9134342009
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4392833333	151.9136055556
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.128712432	146.877335592
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4438834621	151.9140566513
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1098508404	152.7177213114
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.56716078	145.51355548
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.569049	145.514252
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.0491852346	146.5686764106
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.566705	145.516495
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4395853323	151.916710279
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4440274184	151.9139386341
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4437974152	151.9125296543
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4438419286	151.9120032621
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4436592029	151.9125893791
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4434866057	151.9122367097
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-18.6103452297	146.4882026253
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4441616667	151.9127966667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4413380282	151.9152130088
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1727373058	146.8468839397
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1727373058	146.8468839397
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1727373058	146.8468839397
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1709399089	146.8477114424
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-20.3451216667	148.9592133333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1125098486	152.7144905688
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1131066	152.71489695
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4456883333	151.914275
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4443999	151.9148545
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4445974	151.9147001
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1537671895	146.8684680638
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1290227114	146.8775863711
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1151318069	146.8828448109
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.434727873	151.913497702
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4437116667	151.9137966667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.30583	151.9165033333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4445718135	151.9146323738
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4358159093	151.9090835408
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4385269371	151.9115494762
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.7599716667	145.9771883333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5353034	146.18560645
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5353034	146.18560645
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1154833333	152.7162638889
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4402133333	151.9128316667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4426216667	151.9107166667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4429466667	151.911155
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4425617317	151.9147836193
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-12.5932483131	143.4118240818
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4440514111	151.9138846546
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4452455041	151.91426754
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4441533333	151.9131916667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4441313868	151.9134280086
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422974714	151.9148002937
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4437779722	151.912745
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.444195	151.912675
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4441533333	151.9127966667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4446607628	151.9141367823
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422969725	151.9149121012
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4437930626	151.9127989219
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1287942285	146.8776110932
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5676738117	145.514316
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.56805	145.51387
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5675283333	145.5144966667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5646833333	145.5158216667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4439074548	151.9138695672
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4433892005	151.9083503517
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4431033296	151.9116533333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4424333333	151.910645
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4394633333	151.913375
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-20.0935527778	148.9552305556
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1481834595	146.8702682108
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.7616383333	145.9699083333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4437	151.9129888889
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.6078124407	145.9752105109
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-18.6087119975	146.4867126974
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1894945981	146.9207527737
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-27.4310573	153.5295007
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5664305556	145.5150861111
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1131066	152.71489695
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5693716667	145.5154883333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5691966667	145.5169366667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5674418354	145.5178865609
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422416667	151.9108116667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4446607628	151.9141367823
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4446607628	151.9141367823
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-18.6160649864	146.4971994236
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-18.6114933062	146.4872786576
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4411916667	151.9154972222
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.0264888242	146.4189466462
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1115460859	146.8636684898
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1747141327	146.8374956399
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1856692727	146.8355089328
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4407093084	151.9122773409
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-18.7316399449	147.5330153304
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4404966667	151.9122466667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4445333333	151.9120466667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.44472	151.9121383333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4453633333	151.9132533333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4444883333	151.920075
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.167346501	146.8495077951
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.167346501	146.8495077951
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5664250156	145.5140414089
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1150340689	152.7178808884
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1150340689	152.7178808884
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1793861111	146.8396444444
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-17.8822787285	146.5984924838
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-20.1619628805	148.953188319
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4406133333	151.9120466667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.5067494433	152.0894872025
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4449533333	151.9140333333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5651416667	145.5151666667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.566455	145.5150916667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1134609939	152.718306106
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1135748673	152.718459123
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.111844831	152.718908258
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1118009611	152.7200468423
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4771899951	151.9198565166
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.1944927065	150.9372436038
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-11.7061016842	144.033485502
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4440635654	151.9126207017
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.5059366667	152.0923305
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5670944444	145.5151277778
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5741185119	145.5127619952
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4438041997	151.9130756
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1567003303	146.8588192016
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.9288	145.9897
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.44273	151.9134366667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4422976	151.9148004
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-18.1268936201	147.6991918311
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1164888333	152.7141883333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-20.0781472715	148.4841679415
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-11.60173608	144.05014167
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4424882	151.91516
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.198855	146.7746883333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5662833333	145.5148611111
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5668194444	145.51645
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5660222222	145.5175027778
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.1143071201	152.7180647652
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4859503918	152.0766174837
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.568125	145.5135027778
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5679277778	145.5169833333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5673555556	145.51735
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.5673194444	145.51735
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.564825	145.5153805556
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.439989	151.9132146997
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-20.3454033313	148.956755
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4421495149	151.911912706
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.0657810056	150.9541748584
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-9.9186030114	144.0493903309
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-21.5523273578	149.4905476744
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4424882	151.91516
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-14.6827799993	145.464155
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4446607628	151.9141367823
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4470404865	151.9130294616
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.7598966667	145.977355
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-20.2529828348	148.8153717169
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.443766882	151.9121760875
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4446579945	151.9127614796
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4433938519	151.9140169853
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4443052747	151.91159155
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4444698819	151.9137452051
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4449378165	151.9143152639
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4434528226	151.9116798788
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4434743546	151.9120413065
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4445633333	151.9136966667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4444216667	151.9130083333
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.1506501795	150.9742373508
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4436651208	151.9142591354
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.43692	151.920655
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.443495	151.9127416667
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-20.0931959052	148.9553753597
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-16.6059016238	145.9736720011
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-24.114451911	152.7171778198
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-21.4549916825	151.5601149964
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.154438688	146.865170002
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-21.1391130076	150.4475791976
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1551950174	146.868861622
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4438120991	151.9129103422
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4426093803	151.9064968452
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-19.1287942285	146.8776110932
Hemiscylliidae	Hemiscyllium	Hemiscyllium ocellatum	-23.4349009543	151.922746338
Hemiscylliidae	Hemiscyllium	Hemiscyllium strahani	-5.0502458317	145.8136282753
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-20.8205	116.1922
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-22.1319749917	113.87758255
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-21.8259	114.1817166667
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-21.8299249383	114.1799323097
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-22.130683744	113.8760076611
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-16.7736119404	122.5710484385
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-12.3741888889	130.8450916667
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-12.4076389	130.8199979
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-12.0376888333	131.01530555
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-22.0755783977	114.1065574795
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-21.8589319748	114.16314902
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-12.5540007535	130.8748149439
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-16.5076333333	122.8551866667
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-12.3744166667	130.8446966667
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-12.37422	130.845445
Hemiscylliidae	Hemiscyllium	Hemiscyllium trispeculare	-12.5676104956	130.9690185694
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-14.661409	145.449839
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-4.2829048753	55.9023119179
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	4.3316726991	73.4866911922
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	3.4948627311	73.4551287237
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-16.3675	123.9675133333
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-20.129125	148.9164333333
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-26.9736616175	32.8677028085
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-18.3761020355	178.0221415633
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-18.3103588254	178.1603296727
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-20.7085442599	150.8897846348
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-10.4465617147	179.577418324
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-16.746688	123.85437
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-14.6655214842	125.6834168922
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-27.5071085392	32.6597817753
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-16.0935286657	-145.788050518
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-18.2542001215	178.0925374868
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-24.1155257801	152.7178715204
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-24.1105511133	152.7116702531
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-8.5878379938	157.9305817527
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-17.2447891053	177.0251972362
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-11.199074971	132.4419353219
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-16.1617660237	-145.7928651509
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-24.110647	152.710113
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-16.6905801054	-179.8289330024
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	3.5531077777	73.4487252994
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-26.8773358756	32.993852431
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	-14.6890865953	145.4578198798
Ginglymostomatidae	Nebrius	Nebrius ferrugineus	8.7333322667	167.7806180334
