Family	Genus	Species	latitude	longitude
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.6231965066	-63.2675757632
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.3171004905	-64.6261504358
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.6233534011	-63.2639386877
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.9686053002	-80.4881546035
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.858850646	-87.9662301323
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.8590753069	-87.9662945053
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.8427780123	-87.9818358351
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.3892162271	-88.3778288215
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.032584	-80.50498
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.0675918194	-86.341840615
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.315117279	-65.2320256307
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.8854715302	-62.8170075306
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.111797	-80.305305
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.9040429002	-62.8531561433
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.9114177246	-62.8018808653
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8099554885	-80.698306685
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.1724633333	-76.44548
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.3496717	-67.2642174
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8356716667	-76.343825
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.0448674144	-67.2983158758
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8978716667	-80.658395
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.9554085724	-61.1327704042
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.561260665	-81.8030177057
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.674646402	-81.387370502
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.5772284955	-81.6225278875
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.6155922709	-81.6769046648
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7095133333	-76.8223633333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.26133	-76.5128466667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0944694444	-80.4432972222
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.1199888333	-65.5625083333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.88303	-80.6904616667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.0909857959	-80.1114436029
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.1484583333	-80.39598
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8830533333	-80.6904666667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.6709408478	-81.386860956
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.3496717	-67.2642174
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.08045	-80.4603116667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.882975	-80.6905666667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8984127528	-77.9073981281
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.7281416667	-88.0099333333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8517747696	-80.6188173965
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.9851017997	-80.6078741569
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.956909	-80.657367
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.897805	-80.6571583333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8980053997	-80.6572773997
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.8780524319	-87.9724959335
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8517166667	-80.6187883333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8517166667	-80.6187883333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.91523	-80.64045
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.727312088	-88.0222549438
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.3166191596	-87.0325277439
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0954388333	-80.4367666667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0229666667	-80.4242866667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8829383333	-80.6906966667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.3877676977	-76.6273427491
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.1871788305	-80.0921955091
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.1871788305	-80.0921955091
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.7851316916	-64.758124643
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.7840738469	-80.0425758362
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.03185045	-81.16957835
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.3211832877	-82.2188514281
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8831236437	-80.6905243684
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.883266127	-80.6905918748
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	27.0262	-79.1598
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.782057454	-88.003936046
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.3336628	-86.473032
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.1409028333	-80.3940966667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.6861116667	-80.1552666667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.711155	-81.1050111667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.1160841419	-88.2729145752
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.6128921199	-87.8258730718
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.587081	-79.302345
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.7401	-79.2875
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7308010158	-81.0301632346
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.3560658524	-86.4324731259
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.1202967763	-80.4035007057
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	21.4109992208	-86.7726191266
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.2613571079	-76.5129361956
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.365571082	-64.7226020164
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.30001	-82.992843
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.30001	-82.992843
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.30001	-82.992843
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.7882533333	-80.1453778333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.880429669	-80.5609557919
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.9758199139	-80.3841755527
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7048470972	-81.1535680667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	23.6980133333	-76.0397638333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.561681	-81.7844611
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.7845883333	-80.041725
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.7779283333	-80.0399028333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8855924608	-80.6943762975
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.7164002249	-80.148683054
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0961982989	-80.4381035641
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.7349750021	-80.1657721667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.2882992919	-82.9936824342
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.7421209713	-87.8127224189
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.3040766334	-82.9786715411
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.3040766334	-82.9786715411
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.3039228281	-82.9796399888
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.1887587393	-80.0928035189
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.1890615304	-80.0926378729
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.6912818758	-81.4269076584
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.7007449987	-79.2904883985
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8841360203	-80.6979013548
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.9027798471	-87.9683810109
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.2631223871	-82.1870194461
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.7611559013	-88.0277489126
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.8112534229	-77.8308427313
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.6901298095	-81.4268670653
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.4164285229	-86.8174936469
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.7923785727	-80.1170191102
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0867647543	-80.4408508162
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5616766481	-81.7852406164
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5622565	-81.8010663
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.4089192528	-87.0300838351
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.2122431933	-81.9172674762
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.6901618035	-81.4269062448
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	21.8214447144	-72.1764784941
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.2631137357	-82.1870920215
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7143007793	-81.0928678522
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.2458815389	-82.1636933002
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5592665309	-81.8352001272
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.611934597	-81.8016887236
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8556385173	-80.78694616
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.9156769306	-87.8933955024
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8558008695	-80.6420208514
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.0478899209	-81.703097541
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7088289722	-76.8230676657
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.6693948337	-81.3865642864
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7138883484	-81.095951456
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.9147944444	-87.9643444444
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.0912583333	-80.1115333333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.0015244005	-87.9432838038
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.862776	-87.978472
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	21.4915916667	-71.5343466667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.8333333	-78.9166667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.2388496917	-80.2996244727
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.9360291112	-86.8269148842
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5618866667	-81.8035883333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.4524586518	-81.8796765696
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.9068327587	-80.1246438238
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.7154159546	-80.0960693359
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.137965378	-77.2592506666
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0984106838	-77.2695824046
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0986071169	-77.2695728451
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.1260208678	-80.4050835312
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5643307	-81.725025
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	31.124376	-81.177759
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.4879981784	-85.9112197884
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.001592	-87.9432837
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.7660364278	-88.0819295322
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.2543987723	-82.0415867865
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.7445910402	-82.7875503525
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.5626179227	-86.8706693304
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7050812963	-81.1502731613
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.6565078676	-81.297634661
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.88123	-88.1201555
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.915955	-80.63913
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.7560630181	-87.7838424777
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5550593	-81.7799871
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8233756923	-80.8209894867
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.6901607512	-81.4268814493
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.3365353055	-87.0427929521
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8384464	-80.7586809
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.2791425631	-82.2174523296
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.2896796564	-82.2041646855
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.4976787306	-78.6027298331
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.883019	-80.6904889722
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.3014312048	-82.986881866
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.9721189766	-80.4642360675
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.3751131194	-87.0352913303
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.1089072818	-81.5556522729
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	33.5264269297	-79.030154918
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.3369142728	-81.3881130476
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7113451217	-81.0999469395
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.2612416667	-76.5129083333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.6326495128	-81.3618343193
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.3685819109	-64.5344120645
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.2612833333	-76.512825
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8240522561	-80.8192078981
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.9354683	-66.2286945997
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.9378138	-66.2296338997
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8504912834	-80.6166220614
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8504912834	-80.6166220614
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.7736765	-88.0248615
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.1904114199	-80.2613363368
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8826620109	-80.6907720119
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.3627519116	-64.7207744043
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.9416602625	-80.6068839133
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5691935	-81.773868
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.7023222222	-79.3107083333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5482946096	-81.7867479723
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.7687722222	-80.1381638889
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.6380810785	-86.8539862873
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0864794828	-80.447280407
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5628333333	-81.804175
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7309283333	-81.030075
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.4666916237	-80.2970180233
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5632383333	-81.7299333333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.9154583333	-80.6397483333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.3536982896	-64.7744311497
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.841655	-87.98658
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.30759008	-64.7079575796
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5232358419	-81.9636004749
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.589	-87.1292314
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8608283333	-80.7235866667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.3538654025	-87.0487278925
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0837691757	-77.3203006498
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.67553	-80.1615
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7636626009	-80.9420972436
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	21.2366084186	-86.7515925549
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8777096781	-80.6770497492
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.9614986169	-87.8694852761
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5685135573	-81.7691944633
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7141383333	-81.0930166667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.5871883333	-79.30227
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	-17.967566	-39.207833
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.6469616667	-81.5655533333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8587473648	-80.7266783856
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8587473648	-80.7266783856
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.8314186772	-86.8817432299
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.7938469023	-79.3931566642
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	33.6265424634	-77.7907639369
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.7531070709	-79.282989502
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	21.354818	-89.1650839722
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7383434478	-81.0212892294
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7102473475	-81.0994363949
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5256583333	-81.9623116667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.4014318401	-87.0227058887
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	29.0733861667	-80.9168616667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.9245553105	-80.6278363243
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.819378433	-86.8779964405
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5658533333	-81.7336283333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	28.1943889434	-80.5944049358
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.2231122533	-80.0398367064
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.2914113041	-81.3900077822
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.92173915	-87.9657713
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.2995186633	-86.5993589887
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.2995186633	-86.5993589887
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.0909638333	-80.1123805
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5243337706	-81.9639509171
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.1876525503	-80.0927569507
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.1199802322	-80.4375588936
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.561519	-81.803385
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.420695	-64.639968
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.420695	-64.639968
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.714244	-81.0929179722
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	29.17092	-80.979061
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.7283083333	-88.0098111167
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.728305	-88.0097972167
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.7387632267	-86.9664034992
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5257333333	-81.9623333333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8215716667	-80.8166583333
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7777647969	-80.913173072
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.9417472732	-86.8065129966
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.948503197	-86.7987436429
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.9013272808	-87.9666768267
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.3277997188	-81.3934686834
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.738322	-80.986053
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.3004411907	-81.3859821585
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.6238001185	-63.2588937879
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0523986366	-80.3321630688
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7412289253	-80.518123582
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.3298759	-81.25244465
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.8404116667	-87.9864366667
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.5926193	-87.3165222
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.7828327914	-80.0406087351
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.2946960421	-64.8174714307
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.125686732	-80.4033924632
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.3687209957	-64.75153491
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.1259845207	-80.4032866299
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.1129163708	-80.305449926
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	28.2658603118	-80.6046611435
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.4811942766	-86.9732501868
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	21.7244998114	-71.9615087329
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.3659007784	-87.0288906348
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.3659007784	-87.0288906348
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.6005277988	-22.9276607931
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.6005277988	-22.9276607931
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.824560375	-86.8623651622
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.915585963	-80.6397633252
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8830457311	-80.6904255879
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.8830823392	-80.6904233922
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0936403778	-80.444478253
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.7312959491	-79.2417929843
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.9363466361	-86.8143876269
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.230394728	-80.0809337457
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.3680050628	-87.03684776
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0314574253	-80.3948352107
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.0308153174	-80.3960046538
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.709258251	-81.1099854727
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7092620914	-81.1099725135
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.7092586437	-81.1099866125
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.5800312842	-81.690367242
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.307608307	-64.7079796341
