scientificName	earliestAge	latestAge	higherGeography
Plicatoscyllium gharbii	70.1	66.001	Tethys
Plicatoscyllium gharbii	72.1	70.101	Tethys
Plicatoscyllium gharbii	72.1	70.101	Tethys
Plicatoscyllium globidens	76.4	72.101	Outside_Tethys
Plicatoscyllium globidens	72.1	70.101	Outside_Tethys
Plicatoscyllium globidens	72.1	70.101	Outside_Tethys
Plicatoscyllium globidens	76.4	72.101	Outside_Tethys
Plicatoscyllium globidens	76.4	72.101	Outside_Tethys
Plicatoscyllium globidens	76.4	72.101	Outside_Tethys
Plicatoscyllium globidens	83.6	72.101	Outside_Tethys
Plicatoscyllium globidens	83.6	72.101	Outside_Tethys
Plicatoscyllium lehneri	70.1	66.001	Tethys
Plicatoscyllium lehneri	70.1	66.001	Tethys
Plicatoscyllium lehneri	70.1	66.001	Tethys
Plicatoscyllium lehneri	70.1	66.001	Tethys
Plicatoscyllium lehneri	70.1	66.001	Tethys
Plicatoscyllium lehneri	72.1	66.001	Tethys
Plicatoscyllium lehneri	72.1	66.001	Outside_Tethys
Plicatoscyllium lehneri	72.1	66.001	Outside_Tethys
Plicatoscyllium minutum	70.1	66.001	Tethys
Plicatoscyllium minutum	70.1	66.001	Tethys
Plicatoscyllium minutum	72.1	66.001	Tethys
Plicatoscyllium minutum	72.1	66.001	Tethys
Plicatoscyllium minutum	72.1	66.001	Tethys
Plicatoscyllium youssoufiaense	70.1	66.001	Tethys
Plicatoscyllium youssoufiaense	70.1	66.001	Tethys
Plicatoscyllium youssoufiaense	70.1	66.001	Tethys
Plicatoscyllium youssoufiaense	70.1	66.001	Tethys
Plicatoscyllium youssoufiaense	70.1	66.001	Tethys
Plicatoscyllium youssoufiaense	70.1	66.001	Outside_Tethys
Protoginglymostoma ypresiensis	56	47.801	Tethys
Protoginglymostoma ypresiensis	56	47.801	Tethys
Protoginglymostoma ypresiensis	56	47.801	Tethys
Protoginglymostoma ypresiensis	56	47.801	Tethys
Protoginglymostoma ypresiensis	56	47.801	Outside_Tethys
Pseudoginglymostoma erguitaense	72.1	70.101	Tethys
Pseudoginglymostoma idiri	70.1	66.001	Tethys
Pseudoginglymostoma idiri	72.1	66.001	Tethys
Pseudospinax heterodon	100.5	96.201	Tethys
Pseudospinax heterodon	100.5	96.201	Tethys
Pseudospinax pusillus	100.5	93.901	Tethys
Restesia americana	72.1	66.001	Outside_Tethys
Restesia americana	70.1	66.001	Outside_Tethys
Restesia americana	70.1	66.001	Outside_Tethys
Restesia americana	70.6	66.001	Outside_Tethys
Restesia americana	70.6	66.001	Outside_Tethys
Restesia americana	70.6	66.001	Outside_Tethys
Restesia americana	83.6	72.101	Outside_Tethys
Restesia americana	83.6	72.101	Outside_Tethys
Restesia nordquistae	70.1	66.001	Outside_Tethys
Rhincodon ferriolensis	20.44	15.971	Tethys
Rhincodon typus	28.1	23.031	Outside_Tethys
Rhincodon typus	5.333	2.589	Outside_Tethys
Rhincodon typus	41.3	15.971	Outside_Tethys
Squatiscyllium casieri	56	47.801	Tethys
Squatiscyllium nigeriensis	59.2	47.801	Outside_Tethys
Squatiscyllium nigeriensis	59.2	56.001	Outside_Tethys
Squatiscyllium nigeriensis	59.2	56.001	Outside_Tethys
Squatiscyllium nigeriensis	59.2	56.001	Outside_Tethys
Stegostoma tethysiensis	41	38.001	Tethys
