time	diversity	m_div	M_div
0.0	38.0	38	38
0.10009273901224905	38.0	38	38
0.2001854780244981	38.0	38	38
0.3002782170367472	38.0	38	38
0.4003709560489962	38.0	38	38
0.5004636950612452	38.0	38	38
0.6005564340734943	38.0	38	38
0.7006491730857434	37.0	37	37
0.8007419120979924	37.0	37	37
0.9008346511102414	35.0	35	35
1.0009273901224904	35.0	35	35
1.1010201291347395	35.0	35	35
1.2011128681469887	35.0	35	35
1.3012056071592377	35.0	35	35
1.4012983461714867	35.0	35	35
1.5013910851837358	33.0	33	33
1.6014838241959848	31.0	31	31
1.7015765632082338	31.0	31	31
1.8016693022204828	31.0	31	31
1.9017620412327318	31.0	31	31
2.001854780244981	31.0	31	31
2.10194751925723	31.0	31	31
2.202040258269479	30.0	30	30
2.302132997281728	30.0	30	30
2.4022257362939774	30.0	30	30
2.502318475306226	31.0	31	31
2.6024112143184754	31.0	31	31
2.7025039533307242	31.0	31	31
2.8025966923429735	31.0	31	31
2.9026894313552223	31.0	31	31
3.0027821703674715	31.0	31	31
3.1028749093797203	31.0	31	31
3.2029676483919696	31.0	31	31
3.303060387404219	31.0	31	31
3.4031531264164676	32.0	32	32
3.503245865428717	32.0	32	32
3.6033386044409657	32.0	32	32
3.703431343453215	30.0	30	30
3.8035240824654637	28.0	28	28
3.903616821477713	28.0	28	28
4.003709560489962	27.0	27	27
4.103802299502211	27.0	27	27
4.20389503851446	27.0	27	27
4.303987777526709	27.0	27	27
4.404080516538958	25.0	25	25
4.5041732555512075	25.0	25	25
4.604265994563456	25.0	25	25
4.704358733575705	23.0	23	23
4.804451472587955	23.0	23	23
4.904544211600204	23.0	23	23
5.004636950612452	23.0	23	23
5.104729689624701	23.0	23	23
5.204822428636951	23.0	23	23
5.3049151676492	23.0	23	23
5.4050079066614485	22.0	22	22
5.505100645673697	20.0	20	20
5.605193384685947	20.0	20	20
5.705286123698196	20.0	20	20
5.805378862710445	19.0	19	19
5.905471601722694	17.0	17	17
6.005564340734943	15.0	15	15
6.105657079747192	15.0	15	15
6.205749818759441	15.0	15	15
6.30584255777169	15.0	15	15
6.405935296783939	15.0	15	15
6.506028035796188	15.0	15	15
6.606120774808438	15.0	15	15
6.706213513820686	14.0	14	14
6.806306252832935	13.0	13	13
6.906398991845184	3.0	3	3
7.006491730857434	3.0	3	3
7.1065844698696825	3.0	3	3
7.206677208881931	3.0	3	3
7.306769947894181	3.0	3	3
7.40686268690643	3.0	3	3
7.506955425918679	3.0	3	3
7.607048164930927	3.0	3	3
7.707140903943177	3.0	3	3
7.807233642955426	3.0	3	3
7.907326381967675	3.0	3	3
8.007419120979923	3.0	3	3
8.107511859992172	3.0	3	3
8.207604599004423	3.0	3	3
8.307697338016672	3.0	3	3
8.40779007702892	3.0	3	3
8.50788281604117	3.0	3	3
