scientificName	earliestAge	latestAge	higherGeography
Nebrius	38	28.101	Tethys
Nebrius	56	33.901	Tethys
Nebrius	41.3	33.901	Tethys
Nebrius	47.8	38.001	Tethys
Nebrius	47.8	38.001	Tethys
Nebrius	47.8	41.001	Tethys
Nebrius	56.78	55.861	Tethys
Nebrius	47.8	41.001	Outside_Tethys
Nebrius	47.8	38.001	Outside_Tethys
Nebrius	47.8	41.001	Outside_Tethys
Nebrius	47.8	41.001	Outside_Tethys
Nebrius	38	33.901	Outside_Tethys
Nebrius	56	47.801	Outside_Tethys
Nebrius	38	33.901	Outside_Tethys
Nebrius	38	33.901	Outside_Tethys
Nebrius	41	38.001	Outside_Tethys
Nebrius	41	38.001	Outside_Tethys
Nebrius	56	33.901	Outside_Tethys
Nebrius	56	41.301	Outside_Tethys
Nebrius	56	41.301	Outside_Tethys
Nebrius	47.8	41.001	Outside_Tethys
Nebrius	66	61.601	Tethys
Nebrius	33.9	28.101	Tethys
Nebrius	38	33.901	Tethys
Nebrius	38	33.901	Tethys
Nebrius	38	33.901	Tethys
Nebrius	41	38.001	Tethys
Nebrius	41	38.001	Tethys
Nebrius	23.03	15.971	Outside_Tethys
Nebrius	16.7	14.2	Outside_Tethys
Nebrius	13.82	7.247	Outside_Tethys
Nebrius	41	38.001	Outside_Tethys
Nebrius	59.2	47.801	Outside_Tethys
Nebrius	23.03	15.971	Outside_Tethys
Nebrius	23.03	5.334	Outside_Tethys
Nebrius	15.97	11.621	Outside_Tethys
Nebrius	47.8	41.001	Outside_Tethys
Nebrius	38	33.901	Outside_Tethys
Nebrius	55.81	54.171	Outside_Tethys
Nebrius	56.78	55.861	Outside_Tethys
Nebrius	59.2	56.001	Outside_Tethys
Nebrius	70.1	66.001	Outside_Tethys
Nebrius	20.44	13.821	Outside_Tethys
Nebrius	56	47.801	Tethys
Nebrius	56	47.801	Tethys
Nebrius	56	47.801	Tethys
Nebrius	56	47.801	Tethys
Nebrius	47.8	41.001	Tethys
Nebrius	47.8	41.001	Tethys
Nebrius	47.8	41.001	Tethys
Nebrius	47.8	41.001	Outside_Tethys
