it	posterior	prior	likelihood	d12_t145.0	d21_t145.0	d12_t100.5	d21_t100.5	d12_t66.0	d21_t66.0	d12_t33.9	d21_t33.9	d12_t0.0	d21_t0.0	e1_t145.0	e2_t145.0	e1_t100.5	e2_t100.5	e1_t66.0	e2_t66.0	e1_t33.9	e2_t33.9	e1_t0.0	e2_t0.0	q1_t145.0	q2_t145.0	q1_t100.5	q2_t100.5	q1_t66.0	q2_t66.0	q1_t33.9	q2_t33.9	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-1263.3651499470316	-1.342553573883983	-1262.0225963731475	0.05276060119545037	0.10934324494646211	0.1343840428931189	0.08810161240622141	0.12498583107261434	0.10111414782971281	0.10409518049621885	0.14594343210617522	0.13039608914986467	0.0532323066623574	0.047901957655803996	0.018857309372939533	0.02068288078737463	0.01325895859509048	0.02714475314655146	0.014360750560762732	0.035351470424476714	0.04211852949494952	0.03787201984480714	0.04064845524303082	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	10.0	0.0	0.0	0.0	1.0	1.0
100000	-827.1504923137718	-16.229942889654083	-810.9205494241177	0.23559299765611302	0.004991544359331319	2.0715966445023515	3.0115583275263993	0.013813197573206398	0.008609523352918055	0.5915326631446963	0.7078237626915821	0.01989404553741709	0.1780921777774129	0.05891849673953482	2.031833569409588	0.29940871510209716	5.012160424772744	0.09874402734904891	0.17061657261032318	0.21447521384095442	1.2174069695142806	0.06667950927652573	0.216194506917556	0.003377962695510584	3.9247544822402123	0.0005267499675850801	6.122208134473197	0.3048437619499974	0.7245097683888293	0.15824900068808	1.8499505568024932	0.20017333571221077	0.8443314715395882	11.939031832615418	0.0	0.0	0.0	1.0	1.0
200000	-823.0629758764555	-18.28889749805421	-804.7740783784013	0.43330449733291254	1.6002414067500947	0.6137454947790987	1.9925619834552277	0.0032425786236140054	0.006415001835076777	0.6036877338286534	4.769757670781381	0.0219039749097514	0.42390797131430846	0.13029633212016054	2.923204146096936	0.21132411584036012	1.2937310669332014	0.10561387422786128	0.21364583537731502	0.1759975984965589	2.4947307045788074	0.04781570118425122	0.22376980958864273	0.0005984950522613103	6.281242161182919	0.005252977038013049	2.1217511402037337	0.30847757717818297	0.8671908565268831	0.1863817507370405	3.808606800490637	0.18881607554651242	0.6291250640645598	52.50614088010302	0.0	0.0	0.0	1.0	1.0
300000	-825.4234265240884	-14.594564718883829	-810.8288618052046	0.44203122751255597	2.1305668541037863	0.489921213310717	0.8216941608058878	0.02397858058210612	0.0015066283341587563	0.7879615799162171	2.0881521098123557	0.012247320089427678	0.5728737147944731	0.0971306297745609	2.634038153747586	0.09697763706546465	1.6527336840415807	0.07748553842989153	0.1894584628086647	0.167129239537985	2.0233830109623465	0.06537768750085757	0.21991728575320696	0.0015421917578805808	5.306837467122559	0.021948268004220926	2.024658270824426	0.24513252786003217	0.8107425367870548	0.22987475110829955	2.5669597628541005	0.10017148354119293	0.6755707072059842	5.024189608980151	0.0	0.0	0.0	1.0	1.0
400000	-832.0617258440805	-17.889215011920268	-814.1725108321602	0.5628468070741676	0.4519259743100291	3.1518124977106963	0.8121529021374854	0.010208539597928348	0.007655593019674019	0.6549592509993379	0.24194292788126845	0.03782984077247616	2.0273601255415015	0.09057319142964289	2.520168813564552	0.22236000171118775	3.909125953708376	0.10530726698087468	0.1890599718363589	0.14244939390010805	2.259516384626663	0.12310571287181295	0.3688538622461274	0.0026809909080452473	2.5757509265056937	0.03156074920512113	5.658886094427987	0.3669669333670633	0.7759183690959951	0.1701955080810744	3.2046589464071107	0.1604153639247068	0.32602772071018926	8.516043752920817	0.0	0.0	0.0	1.0	1.0
500000	-833.0787890195691	-21.644049702578002	-811.434739316991	0.1778613413396436	0.538804636725145	0.7538240167553001	2.2559949392439815	0.030641075434392196	0.02799621639712866	1.3443687340359805	5.737421427745631	0.028841296069993916	1.1403450307281982	0.1767669046772132	2.1181024987943755	0.10300020613951488	1.8201190733001267	0.11530707330838288	0.18836857462497178	0.14808041421743937	4.750515612692053	0.030377563991079597	0.15731306635745052	0.029929331503263587	2.4903444589123813	0.0003017379606030702	2.9681368493066476	0.39969263776856867	0.723601487239235	0.19665954990244056	5.111823731078791	0.11083805462911953	0.3542731232812064	4945.551302494843	0.0	0.0	0.0	1.0	1.0
600000	-834.048698299016	-17.605657920287506	-816.4430403787285	0.49304490331484646	0.03345604154329398	1.4794655788472821	0.0519518297089791	0.024936680916100837	0.009818159650937559	0.8571388340896794	0.695446460858949	0.03354639524223094	1.1331679920757223	0.08454492699491158	3.4792036891195504	0.0484122258653494	6.187234136379979	0.16995316288240744	0.16048868812016678	0.10619258867845635	2.043569116067631	0.07996781888180189	0.43411869104923023	0.01921495129395288	4.83339168674591	0.03657585240689164	3.8495277858382604	0.32033981829405617	0.9126616916790509	0.197144522433698	3.9780342733599725	0.08721264585991119	0.6171745931271783	4258599.672237874	0.0	0.0	0.0	1.0	1.0
700000	-831.3789416173761	-22.79114789273312	-808.587793724643	0.8179605272328101	1.6255462513189116	0.6546393871737977	1.8995291208275877	0.016108377013259546	0.006646257050084795	0.5773248906748603	5.87542296381168	0.029132752223386613	1.8913654635482962	0.1828247506537844	3.3845148653925916	0.10369266289228658	3.0573563652174323	0.083442254189426	0.21874286345151617	0.18860424088829145	2.0432989442881264	0.042581799496933755	0.09241315538805787	0.0005137438103773087	4.2318146914914205	0.02550516520882868	3.2259798224608187	0.45713853051725606	0.7620254528388801	0.2126972939997632	5.152865528791638	0.1253724278733605	0.6234152143263446	447340.53307611437	0.0	0.0	0.0	1.0	1.0
800000	-834.8481157262528	-16.10151741703957	-818.7465983092133	0.3590442103732439	0.8947586398500668	0.32642548786770664	1.1987001326075013	0.013882417965536142	0.056719526123712595	0.9524876458345028	1.779608171971869	0.26663207999087224	1.0168819543468495	0.11685328568414688	2.713402962498905	0.04587609769777315	1.291114617086197	0.13720101454490785	0.18082644415709373	0.1611473139117568	3.2379171365024986	0.018684146604531302	1.3333541314199013	0.008997693281720502	2.955955080137946	0.006823394792081139	2.7902890493994303	0.3888019872623842	0.8222213700366652	0.19473886020217204	3.5992125020505723	0.11738414823968465	0.551031212763611	1546600296.7018156	0.0	0.0	0.0	1.0	1.0
900000	-826.2226528822852	-14.325276355028375	-811.8973765272568	0.8068979787710691	0.9131081758438658	0.9203144594848783	0.5915120910950803	0.007346074699860807	0.022590723299022376	0.7439086085304419	2.6372931784467792	0.03842039312410871	0.6073591538830753	0.17447555510419188	2.1845681006795576	0.19967306134334037	1.7874166912759282	0.11470868434746606	0.2038044069465726	0.16791981340854517	1.8753912610975174	0.03367717120840414	0.2948907724386707	0.0005055556985753139	2.739478914502192	0.03227987963968627	4.400179976590943	0.31802192271707547	0.7117555258519217	0.13305893578964945	2.8513112918552723	0.17297533751978308	0.3813346087414361	2063950904454.9763	0.0	0.0	0.0	1.0	1.0
