it	posterior	prior	likelihood	d12_t145.0	d21_t145.0	d12_t100.5	d21_t100.5	d12_t66.0	d21_t66.0	d12_t33.9	d21_t33.9	d12_t0.0	d21_t0.0	e1_t145.0	e2_t145.0	e1_t100.5	e2_t100.5	e1_t66.0	e2_t66.0	e1_t33.9	e2_t33.9	e1_t0.0	e2_t0.0	q1_t145.0	q2_t145.0	q1_t100.5	q2_t100.5	q1_t66.0	q2_t66.0	q1_t33.9	q2_t33.9	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-1239.6487369615722	-1.368822477911419	-1238.2799144836608	0.11337867606119179	0.13029632373737376	0.11968004961201785	0.12662113810757702	0.08424541198435198	0.13458514830276774	0.09287687749994425	0.13240098704123188	0.11264961586242937	0.0643423048670245	0.012668999905574258	0.028343352548337274	0.014533676910703619	0.011111333953946798	0.040194459255618695	0.025794019218425578	0.039877539824301006	0.028096193069858062	0.028003469880030447	0.02912290026871324	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	10.0	0.0	0.0	0.0	1.0	1.0
100000	-843.7816713217978	-16.346912163658452	-827.4347591581394	0.40658625247207686	0.0023989680754242155	2.219530049111659	3.0369258654903444	0.01654474935387739	0.006888004192458631	0.13331946829008037	0.07437188191333707	0.04204580627382599	0.4048490550549451	0.054228699334200985	2.6069900058744833	0.26290255307546895	5.385783701407316	0.1225032173790999	0.15800219017249806	0.4515516866391237	0.1486290688820387	0.061833781959034564	0.7510271587071568	0.0032962624009597384	3.658576335628462	0.005390585148283131	6.867777064031965	0.3625741436751179	0.786444831687343	0.7273498269431287	0.6435897424895929	0.3169508349994621	1.464941357545328	2.7463137804182884	0.0	0.0	0.0	1.0	1.0
200000	-840.5926105484568	-13.2167735428859	-827.3758370055709	0.6046880722829737	1.6413738965710085	0.6070372340015646	2.1947348679355545	0.001713170356439477	0.006698374390934633	0.1866433564218036	0.2928021015878326	0.05940706640738698	0.8334451824201645	0.10219766563240389	3.678609988743041	0.19649887354929926	1.1513207096565297	0.1286488921039426	0.20242410879161593	0.29299139433030447	0.3070806558827447	0.04835475174338857	0.6801031800769651	0.009107830331029219	5.551255166328849	0.011246299701589902	2.245392014528039	0.37430905076173776	1.0621166525689352	0.4129651576091845	1.0461533119149482	0.2836618009005224	0.7056557441467248	5.159857572526353	0.0	0.0	0.0	1.0	1.0
300000	-838.5475002084422	-14.861379425908579	-823.6861207825336	0.47140406655225303	2.381469991228895	0.4519065915698386	1.0931324984944655	0.03319641129126119	0.0017682870982054988	0.6914047909904943	1.268881045077526	0.05864356696030068	0.7770969082941298	0.06859491751497943	2.8109337432160344	0.10165644454042824	1.7555899065344376	0.1058993186818196	0.20642536285486648	0.18214216446610274	1.3462546361542762	0.05830050972843206	0.9966782646598328	0.004654242733678969	5.740390925085579	0.013215256254803192	1.7957120913012279	0.23974847826312415	0.9221009953586125	0.2546462085438357	2.6331644129492893	0.15179398657279747	1.6335699027241568	2.8287211931392666	0.0	0.0	0.0	1.0	1.0
400000	-849.4248853836449	-19.448639761666634	-829.9762456219783	0.6026467558041346	0.6926236960740242	2.8123112403027175	0.8726401809538008	0.013106646679678103	0.00867385527619075	0.5978650104289654	0.1943224405278923	0.12412937390780585	3.95900088174412	0.06425841152650126	2.82251836219371	0.21039628461808538	3.3729473350365975	0.12825050012794334	0.17768587206172035	0.1524250537554541	1.4332473060823627	0.1281037062037708	1.0814868483611608	0.0007149530717320985	2.603066922159981	0.031245295710072774	4.129783714137867	0.3686009444886495	1.2062906921135172	0.19200725032237823	3.407015022007891	0.22046818608108917	0.312848294761926	1.8945449459692179	0.0	0.0	0.0	1.0	1.0
500000	-850.1887237406283	-20.498605940671183	-829.6901177999572	0.29360095119550267	0.5616661476994171	0.5403397838444142	2.6309382115814333	0.03704611013809466	0.02896111389621304	1.212858760060972	4.110198077529037	0.07011630558554752	2.127526313819764	0.130103043763981	2.478204004715815	0.08303556836710604	1.7749134180721553	0.13297547528598988	0.20044152401208498	0.1669917477872951	3.436288101089156	0.028056249407539022	0.45434503281966787	0.01663301465067736	2.4392572132811434	0.0006211004052838265	3.2424857484225775	0.3824165890641455	0.7678428602684436	0.2431687639789476	4.151941909109023	0.13513152334455655	0.41939955479150615	2522.755302628877	0.0	0.0	0.0	1.0	1.0
600000	-851.5562153102818	-18.34368005136549	-833.2125352589163	0.5828988706655865	0.06386128464092544	1.2018799382075118	0.06901822365280375	0.034685470362568104	0.011102469013003793	0.7874830553712884	0.5364685507600239	0.11404412095974929	1.4809862388267314	0.05717491938449311	3.8952617919112016	0.0502484477140978	5.987115297865294	0.18963598660982092	0.17638986839811965	0.11490910118190403	1.4833809259340278	0.08162737679175103	1.425508113114587	0.01586759334009054	3.419051859659143	0.020447565301329653	3.9017144137021793	0.34756187049724085	0.9670441881956306	0.22186606221435842	2.8423336556089693	0.12571151192348637	0.9752580554306418	962883.8358658063	0.0	0.0	0.0	1.0	1.0
700000	-849.4035359380417	-22.152690970275685	-827.250844967766	0.87938372286205	1.7830156921418594	0.5604021568343805	2.338856674049641	0.020012967193952517	0.007253472685294032	0.5327705137127132	4.405991391513187	0.07637883683661449	2.2233961591148907	0.1373800060535693	3.790458183356114	0.0989352785031073	2.925214734244123	0.09719526751546241	0.2447009897133059	0.20247600737443833	1.4868998742265882	0.046423689047118445	0.2955453532972729	0.004459919734745673	4.060100463427576	0.027719051266588343	3.5138444617342928	0.4716309524902177	0.8327602736861773	0.2436293351625348	4.700712784802426	0.1807316734779146	0.4934164300732236	81319.70682057687	0.0	0.0	0.0	1.0	1.0
800000	-856.2353415140676	-20.096261610836812	-836.1390799032308	0.5365070698685338	0.9764079728305352	0.29827696587970326	1.4378916765533156	0.016673738416184858	0.05117666578422477	0.9546656411535122	1.3444943607618316	1.2250478826279974	1.4637269594828484	0.09761286366771373	3.3726726135290575	0.041579095813860094	1.4061701651016527	0.16039403167747288	0.1959392076680887	0.18058310774447156	2.3412369587537127	0.01640031346955905	3.9788043200525345	0.0029334226737464143	2.673586063234179	0.0035037532057385114	3.464219662512511	0.4397367208696592	0.7923399064093264	0.25893617663583124	2.7402319898578	0.11136605074468978	0.35305940612918946	334541339.0666898	0.0	0.0	0.0	1.0	1.0
900000	-846.5201986507276	-13.997041633684518	-832.5231570170431	0.8531202232191151	0.9472147375059051	0.7964675902470939	0.48061013290539006	0.007354358053394588	0.020587612730882585	0.6588137753432262	2.0760565130143225	0.1242331003631725	0.9054998155237836	0.13908440828082388	2.260058753344336	0.16601136124559177	1.7650763604044182	0.14904986663207184	0.2107150985308892	0.19675976970107006	1.4672564615661603	0.03413451006165116	0.7389371850112202	0.015733110997181655	1.861986975887361	0.03502662270530275	4.009609036580433	0.35365068698472846	0.6605628064431375	0.16237287555459284	3.005872216825053	0.19342489383340794	0.3830004909985863	533789170294.55	0.0	0.0	0.0	1.0	1.0
