it	posterior	prior	likelihood	d12_t145.0	d21_t145.0	d12_t100.5	d21_t100.5	d12_t66.0	d21_t66.0	d12_t33.9	d21_t33.9	d12_t0.0	d21_t0.0	e1_t145.0	e2_t145.0	e1_t100.5	e2_t100.5	e1_t66.0	e2_t66.0	e1_t33.9	e2_t33.9	e1_t0.0	e2_t0.0	q1_t145.0	q2_t145.0	q1_t100.5	q2_t100.5	q1_t66.0	q2_t66.0	q1_t33.9	q2_t33.9	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-1267.413366021725	-1.1551927563817594	-1266.2581732653434	0.0532323066623574	0.1209387251231295	0.09650014815635061	0.14475489413950998	0.07214327343234883	0.07670720196843658	0.058147396487726204	0.09286188286637864	0.060901876401906835	0.11337867606119179	0.04064845524303082	0.023698164793740793	0.04383405932110711	0.0271507509999777	0.042960394816492754	0.03505984634497175	0.015736921946809798	0.013135475994197919	0.010733305716520291	0.012668999905574258	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	1.3862943611198906	10.0	0.0	0.0	0.0	1.0	1.0
100000	-855.7229880233618	-16.980460564721714	-838.7425274586401	0.30559013270068336	0.003706942956247162	2.416509029960204	2.6652899923192193	0.013448943970803595	0.008429780621073336	0.34551813880270094	0.21674281001026188	0.06612348770716385	0.2861181274238486	0.041723077788864416	1.8213989878272066	0.3013573221213442	5.49112249735114	0.09700780700594876	0.1472240287375515	1.8577346448720535	0.11387408681324614	0.06868277582301083	0.712857949909143	0.0030280891599254118	3.469877508676867	0.008354012094218028	3.9555904866321994	0.3154226505893683	0.6994095502273535	2.130767364674816	0.46600052382066703	0.3170103131532191	1.2372080148135853	2.6008809390775474	0.0	0.0	0.0	1.0	1.0
200000	-851.6573499620267	-12.875460739857925	-838.7818892221688	0.5259777575092971	1.6267032277889482	0.6110127190037398	2.052835605724784	0.002155352408033271	0.010023285479295638	0.3253055116132547	0.5533444064671212	0.05922892007426822	0.42731647883548624	0.11032115764400569	2.74030219658493	0.2584146164770875	1.0321738359058859	0.09258621585770277	0.17403286014492916	1.5791143189927235	0.19135780566591154	0.05982335925052721	0.4434311084299929	0.017663909766965472	4.424210576521214	0.011700526380265568	2.0973868501578066	0.34150083498486605	0.9877397924613966	0.8842502279716754	0.6275771534605024	0.2751543432346084	0.5519421874443398	4.896054129031157	0.0	0.0	0.0	1.0	1.0
300000	-847.6081257552518	-11.324282255306098	-836.2838434999456	0.44225010786615515	1.6625331158555996	0.538562292796866	0.849162946940442	0.01939769369840854	0.0010054384517900086	0.2848041328929597	0.32372577808512654	0.0600371427823167	0.5666045409983828	0.08787908618092326	2.071813984549798	0.15048522009437704	1.6631118924550454	0.07610896055080729	0.18969435233961263	1.3404764779204323	0.13831648612911754	0.06567686275189857	0.7926357419660386	0.0019972010328582973	5.4048164224796285	0.02027293061028572	1.9264294897942515	0.2696276588097274	0.8582808996409553	1.084924707456815	0.5081964759346407	0.17899205307890761	1.113169838207416	2.839847765983064	0.0	0.0	0.0	1.0	1.0
400000	-860.3028250422885	-16.67149476423786	-843.6313302780507	0.6021053136517204	0.2085084793241673	3.2030062000139776	1.1857771669466217	0.00814537009486478	0.00799731837060819	0.10835463442351236	0.19034338387795183	0.10705453656307645	3.032704777643466	0.07355602339799801	1.9448623549116242	0.2754473374478546	3.226739294830687	0.1109519103603855	0.17399312382723223	1.2156373127835984	0.16241950271783082	0.15186059104079408	0.6820301320098877	0.028962687226986878	2.3940281080130474	0.03458868128817401	4.470263360007769	0.38054261870033285	0.8068876586362344	1.294334752992234	0.4289314425317268	0.17119652912996963	0.30381421164500755	2.766303863268212	0.0	0.0	0.0	1.0	1.0
500000	-863.1270219139872	-13.500361347819057	-849.6266605661681	0.2157322749180825	0.5207759878815623	0.7395527440909656	2.218110341384953	0.0282795652959488	0.027770085135148427	1.3014559434766448	0.7779278336207468	0.07662789641751182	1.583030117287527	0.15209379113703525	1.7636444324543628	0.10860386319181241	1.7579011985568593	0.11982122298448984	0.1755022380147782	1.204739484633718	0.29171346889070393	0.03733481203783016	0.39974404640837546	0.03205756514467975	3.04414956310291	0.008704047187206455	3.2420520857518724	0.36726948841907175	0.7093003242158077	0.6075756204253866	0.46718075720761865	0.12132763474679283	0.36177373195759654	2952.96989460772	0.0	0.0	0.0	1.0	1.0
600000	-859.260919335582	-14.253129928548391	-845.0077894070336	0.4577905983671994	0.08121624495715897	1.1921710994277	0.038902326202006565	0.017660819298760906	0.014026794703904761	0.2595313668874136	0.18983054736189003	0.12160940956870432	1.356842516523845	0.06469342380427977	2.6271953973455937	0.05751337192997034	5.207281396488603	0.20640103235778626	0.12966311837588948	0.9401782904954955	0.15045382078194872	0.08213838709588582	1.0580299665743575	0.00013923820253885043	3.3580031251448763	0.014311544206462285	3.9784837668221127	0.3238207930571394	0.805059944113092	1.9069670991589693	0.42207377572704813	0.08750207646982161	0.7338759474790476	2309930.130846558	0.0	0.0	0.0	1.0	1.0
700000	-859.0638163124521	-15.53384829559215	-843.5299680168599	0.8156596445032276	1.5720935870310784	0.5768071995167592	2.1996127839095467	0.014495426773389735	0.007131227123473645	0.28377318441498495	0.6493098614295079	0.09331730977691229	1.551547673588026	0.1497601653204957	2.7821051054319024	0.12922853775486864	2.9677973715915256	0.08655070404040582	0.19462536785977896	0.9142445715999198	0.1704350921101583	0.05175725310872873	0.32359622870745947	0.0021958547521618945	3.847043279896841	0.026282885382977534	4.023419219665868	0.3868398175709259	0.7066970097969955	0.5930196412439228	0.5146247881785565	0.1446079237087429	0.5093673074778031	284954.1635644714	0.0	0.0	0.0	1.0	1.0
800000	-866.123656884116	-16.977288158225868	-849.1463687258902	0.4549392022987256	0.6099628808026698	0.29913561897226243	1.134945944646088	0.012162472655016769	0.057113975663282225	1.4566622577955337	0.4053373939446788	1.2499268077747279	1.2160363553607645	0.09667633861906949	2.450935677646104	0.05201877916902262	1.3640139925964814	0.13400403675720374	0.1744904804652173	1.2023198165663704	0.2535425890652507	0.01836879895968961	4.33469473846771	0.006052861681764285	3.214923264530423	0.0008148645847602783	3.106663701208722	0.3621418467696321	0.7772054692675605	0.6669820410249407	0.47580755310931844	0.0954400659258186	0.4322257141663145	775392030.2774541	0.0	0.0	0.0	1.0	1.0
900000	-854.2796461876061	-9.904492497436857	-844.3751536901692	0.7981988412743526	0.3808219204813101	0.8605449040483151	0.39829727310435	0.0044022932669359645	0.02365092180940106	0.3037934352580392	0.38505487350882817	0.1317986237131245	0.5519267697459207	0.13849513319812382	1.3652208902580474	0.2171673225274834	1.6081400453604184	0.12526084651307584	0.1784541724770912	1.515413301304536	0.14066742054051534	0.040774586132094975	0.7364089229148939	0.01008369337683504	2.3219678898994154	0.03645228294496793	4.534853060381058	0.31142691194642097	0.62736469408044	0.742529117191982	0.38888198970871396	0.1798276975441562	0.41388256759609826	1176348753396.8909	0.0	0.0	0.0	1.0	1.0
