Family	Genus	Species	Latitude	Longitude	References
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.323712	-80.289646	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.835433	-76.341812	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.1875	-80.092903	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.740293	-79.28772	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.109338	-80.425593	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.109338	-80.425593	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.572103	-81.752779	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.112541	-80.307678	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.118903	-88.261745	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.883275	-80.690605	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.749985	-88.001985	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.733087	-81.019255	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.557787	-81.78775	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.860917	-88.025687	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.348809	-64.678463	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.087478	-80.437408	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.12526	-80.608182	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.741156	-80.172278	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	27.63389	-80.350371	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.187996	-80.091926	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.862776	-87.978472	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.722141	-80.100301	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.769114	-88.165759	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.572765	-81.752323	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.88297	-80.690606	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.848737	-88.002282	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.575364	-81.75201	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.862776	-87.978472	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	21.470737	-71.546129	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.897867	-80.65715	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.323776	-82.222537	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	-8.04725	-34.44022	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	-8.04725	-34.44022	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.368847	-81.410708	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.297734	-87.019948	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.297734	-87.019948	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.002165	-80.531937	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.038559	-87.938715	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.897403	-80.658317	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.989456	-63.057934	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.298323	-64.825671	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.304071	-64.84736	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.571947	-81.753168	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.179447	-80.301689	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.997008	-80.420114	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.303772	-64.84575	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.571725	-81.753188	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.25586	-80.08035	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.698147	-81.346343	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.697844	-81.346113	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.882938	-80.690697	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.728588	-88.009803	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.197833	-81.811613	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.189877	-88.49765	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.87756	-16.303913	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.56052	-81.785897	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.633333	-61.35	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.37546	-81.420462	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.499972	-88.167252	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.189877	-88.49765	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.936988	-80.612213	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.50717	-86.944624	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.328769	-82.222998	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	27.935984	-81.806196	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.915683	-80.640045	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.862776	-87.978472	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.849925	-80.738122	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.841014	-87.986664	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.661598	-81.465206	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.779398	-80.186213	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.057	-74.537125	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.918324	-87.94485	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.922458	-87.944069	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.83569	-87.989917	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.375257	-81.420571	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.918577	-87.945773	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.919639	-87.945505	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.717017	-80.182991	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.03428	-77.39628	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.717017	-80.182991	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.897231	-88.062618	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	21.587284	-81.580773	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.896997	-88.062687	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.805857	-88.083029	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.189327	-87.993949	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.896997	-88.062687	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.257121	-80.081504	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.5566	-81.748087	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.876165	-87.986132	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.63122	-81.550413	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.096781	-68.227925	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.091478	-80.111892	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.862776	-87.978472	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.888288	-80.549545	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.880987	-88.119933	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.091481	-80.111892	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.702117	-79.311195	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.471459	-87.004073	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.738421	-87.809412	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.114921	-77.25938	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.172408	-76.445632	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.476577	-86.98154	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.172435	-76.445745	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	15.681141	-88.144457	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.16622	-83.046455	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.019986	-77.203013	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.709678	-76.822211	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.899833	-62.851162	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.315574	-65.232736	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.284825	-82.992498	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.261322	-76.512825	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.689194	-80.073407	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.01115	-80.505239	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.364576	-64.559249	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.581737	-81.648462	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.235309	-80.086327	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.973059	-77.533022	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.305664	-64.707271	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.443467	-88.197186	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	8.637703	-77.339043	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.261248	-76.512881	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.841212	-87.98642	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.670844	-80.104325	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.863474	-87.977452	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.361251	-64.804468	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.714238	-81.09237	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.9493	-80.590462	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.568065	-88.206437	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.974256	-77.535414	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.091126	-80.112377	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.882662	-80.690772	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.965219	-80.711285	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.546511	-81.797506	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.777695	-80.913453	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.683817	-79.30929	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.321278	-82.218396	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	28.633083	-87.788273	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.823808	-86.877396	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	27.384664	-82.565189	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.930914	-77.356091	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	27.238755	-80.074787	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.322172	-75.473731	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	15.681205	-88.148984	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.646608	-81.566993	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.267974	-81.388255	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.643247	-22.884564	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.746958	-80.205728	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.561853	-81.803588	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.747355	-80.204697	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.03304	-80.408741	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.785433	-80.187912	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.738322	-80.986053	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.396155	-81.430506	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.699176	-80.122853	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.793889	-75.843056	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.897875	-80.657197	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.97691	-80.087616	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.914193	-87.952969	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.342947	-86.458679	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	-3.847415	-32.434542	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.090947	-80.112389	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.929769	-80.638726	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.58702	-79.302184	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.09052	-80.111808	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.587038	-79.302003	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.700041	-79.297361	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.230395	-80.080934	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.342502	-87.02219	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.69269	-79.283465	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	12.580031	-81.690367	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.731296	-79.241793	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.883046	-80.690426	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.09364	-80.444478	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.883082	-80.690423	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.600528	-22.927661	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.600528	-22.927661	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.82456	-86.862365	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.098914	-86.896032	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.125985	-80.403287	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.782833	-80.040609	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.125687	-80.403392	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.112916	-80.30545	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.052399	-80.332163	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.300441	-81.385982	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.329876	-81.252445	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.6238	-63.258894	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.3278	-81.393469	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.561519	-81.803385	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.901327	-87.966677	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	29.17092	-80.979061	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.821572	-80.816658	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.524334	-81.963951	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.420695	-64.639968	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.299519	-86.599359	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	19.291411	-81.390008	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.11998	-80.437559	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.921739	-87.965771	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.090964	-80.11238	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.299519	-86.599359	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.565853	-81.733628	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.819378	-86.877996	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.777765	-80.913173	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.420695	-64.639968	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.401432	-87.022706	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.87771	-80.67705	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.714138	-81.093017	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.858747	-80.726678	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.831419	-86.881743	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.961499	-87.869485	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	21.236608	-86.751593	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	-17.967566	-39.207833	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.568514	-81.769194	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.858747	-80.726678	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.681562	-79.380588	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.587188	-79.30227	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.646962	-81.565553	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.763663	-80.942097	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.67553	-80.1615	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.860828	-80.723587	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.523236	-81.9636	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	17.841655	-87.98658	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.353865	-87.048728	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.083769	-77.320301	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.353698	-64.774431	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.562833	-81.804175	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.850491	-80.616622	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.730928	-81.030075	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.850491	-80.616622	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.086479	-80.44728	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.563238	-81.729933	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.548295	-81.786748	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.190411	-80.261336	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.569194	-81.773868	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.368582	-64.534412	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.824052	-80.819208	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.882662	-80.690772	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.261283	-76.512825	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.638081	-86.853986	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.04789	-81.703098	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.63265	-81.361834	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.254399	-82.041587	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.656508	-81.297635	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.756063	-87.783842	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.562618	-86.870669	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.705081	-81.150273	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.715416	-80.096069	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.497679	-78.60273	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.108907	-81.555652	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	18.001592	-87.943284	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.375113	-87.035291	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.690161	-81.426881	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.261242	-76.512908	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.279143	-82.217452	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.88123	-88.120155	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.838446	-80.758681	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.823376	-80.820989	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.126021	-80.405084	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	31.124376	-81.177759	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.744591	-82.78755	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.098607	-77.269573	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.711345	-81.099947	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.883019	-80.690489	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.555059	-81.779987	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.972119	-80.464236	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.098411	-77.269582	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	9.28968	-82.204165	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	25.137965	-77.259251	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	16.766036	-88.08193	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.564331	-81.725025	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	21.491592	-71.534347	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	26.091258	-80.111533	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	20.833333	-78.916667	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.452459	-81.879677	Inaturalist
Ginglymostomatidae	Ginglymostoma	Ginglymostoma cirratum	24.561887	-81.803588	Inaturalist
