Family	Genus	Species	Latitude	Longitude	References
Orectolobidae	Orectolobus	Orectolobus halei	-34.839501	138.476985	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.853911	151.935519	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.09	151.95	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.958495	151.266267	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089411	151.673754	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.123226	150.756487	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.939134	153.100495	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.069417	151.158008	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089087	151.673615	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.081763	150.795903	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.958495	151.266267	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.11436	150.765468	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089204	151.674194	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.428262	152.491221	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.571373	152.465132	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-27.39368	153.524015	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.159834	151.635373	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.446227	151.452469	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.816056	151.297015	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.800507	151.296081	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.79945	151.294946	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.133726	150.736094	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.124837	150.759011	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.130729	150.733932	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.124837	150.759011	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.124416	150.758324	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.123927	150.754778	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.124367	150.757005	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.799721	151.293173	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629702	152.31527	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.914563	151.26826	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.714353	152.151367	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.088686	151.675111	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.08773	150.79903	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629536	152.315923	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.342967	115.564917	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.159225	151.635389	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.615602	152.330974	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.383006	151.49863	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.420502	151.464556	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089267	151.674527	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.799931	151.294174	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.090516	151.672231	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.088845	151.672875	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.802193	151.302621	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.088557	151.673178	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629249	152.316965	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.014458	151.23259	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.444976	151.449044	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.088595	151.673449	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089959	151.672939	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.712352	152.150134	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.958495	151.266267	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.0592	151.159535	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.12392	150.76547	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.93935	153.100663	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.89945	151.87232	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.077098	151.1655	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.781738	151.293115	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.059945	151.159444	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.05941	151.159256	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-28.158811	153.425767	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.09031	151.673046	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.150167	138.464897	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.058962	151.159424	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.709471	152.228342	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629231	152.318188	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629358	152.316965	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.598975	152.323896	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629434	152.316959	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629196	152.316605	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.086417	151.674913	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.799495	151.293203	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.895975	151.808133	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.08906	151.673196	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.302762	138.389762	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089007	151.674658	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089402	151.673819	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.798751	151.296158	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089707	151.677059	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-31.443	152.945	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629182	152.31685	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.599156	152.322737	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.599011	152.323081	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.598794	152.32351	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.599011	152.323338	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.598867	152.323252	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629123	152.316858	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.62934	152.316987	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629448	152.317158	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.624692	152.320365	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.599301	152.323295	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.598794	152.323553	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.62409	152.337352	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.08924	151.673368	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.798762	151.296588	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.798248	151.297395	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089312	151.674882	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629484	152.317073	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089195	151.673946	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089128	151.673744	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.090278	151.673941	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.08959	151.677077	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.057838	151.158181	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629554	152.31705	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.59911	152.323428	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.088691	151.675765	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629611	152.316587	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089678	151.674554	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089653	151.672231	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.04643	150.838037	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.954749	150.893788	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.069452	151.157816	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089708	151.674006	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089276	151.677504	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089115	151.675787	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.845846	152.000313	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.08898	151.673877	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.088431	151.674778	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.629649	152.316685	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089348	151.676259	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-28.195582	153.577881	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.159715	151.635531	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.938378	153.10023	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.938378	153.10023	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.938366	153.10023	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.938378	153.10023	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.058793	151.158335	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.05861	151.158654	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.95005	138.444732	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.089937	151.674571	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.799786	151.293014	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.916969	151.264279	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.445445	151.449567	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.059175	151.159433	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-36.248032	150.225692	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.71545	152.149787	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.859144	150.183792	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.91185	153.114434	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.07719	151.165352	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.073485	151.148911	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-38.365993	144.822909	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.077932	151.163957	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.891825	153.11272	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.059148	151.159408	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.445817	151.449093	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.427233	138.317131	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.800569	151.297532	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.896406	153.091607	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.744754	151.327744	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.344153	115.564671	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.93938	153.100388	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-28.1636	153.5403	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-28.0167	153.4	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.714448	152.151632	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.08889	151.672469	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.208747	152.565955	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.078932	151.164622	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.753251	151.326473	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.799472	151.293138	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.797966	151.298927	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.070187	151.158027	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.228417	152.601722	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.088702	151.673336	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.800087	151.297285	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.799851	151.293176	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-35.100007	150.694988	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.93938	153.100388	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.93938	153.100388	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.208747	152.565955	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.208747	152.565955	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.058639	151.159644	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.205711	153.266026	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.802093	151.302138	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.20612	152.573662	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.800385	151.294368	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.744754	151.327744	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-32.20612	152.573662	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.799991	151.293122	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.800374	151.295332	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.205711	153.266058	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-29.929838	153.390565	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.597969	150.900671	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.598066	150.901423	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-30.909632	153.090232	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-36.257552	150.146479	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.592834	150.883488	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-33.550556	115.100556	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.064495	151.162354	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-34.059767	151.159886	Inaturalist
Orectolobidae	Orectolobus	Orectolobus halei	-37.295	149.99167	ANFC
Orectolobidae	Orectolobus	Orectolobus halei	-34.22983	151.0745	ANFC
Orectolobidae	Orectolobus	Orectolobus halei	-34.22983	151.0745	ANFC
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-26.12556	113.18646	FishBase
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-31.916667	115.45	FishBase
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-31.86828	115.752107	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-33.560555	115.077839	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-31.862099	115.750262	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-31.865088	115.751975	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-31.852186	115.749641	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-33.307064	115.626433	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-32.05116	115.72568	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-35.024734	117.23346	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-35.024202	117.23362	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-33.342919	115.564911	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-35.032301	117.07244	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-31.826113	115.73254	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-31.838816	115.748464	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-23.872754	113.496689	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-35.031804	117.240391	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-32.012146	115.74951	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-34.220081	115.02715	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-34.081459	115.003417	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-32.018322	115.449678	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-25.899975	113.148517	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-23.071488	113.815853	Inaturalist
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-31.92367	115.46	ANFC
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-30.01567	114.54867	ANFC
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-30.01567	114.54867	ANFC
Orectolobidae	Orectolobus	Orectolobus hutchinsi	-30.01567	114.54867	ANFC
Orectolobidae	Orectolobus	Orectolobus japonicus	23.6	119.6	FishBase
Orectolobidae	Orectolobus	Orectolobus japonicus	24.6	121.85	FishBase
Orectolobidae	Orectolobus	Orectolobus japonicus	24.6	121.85	FishBase
Orectolobidae	Orectolobus	Orectolobus japonicus	24.95	121.88	FishBase
Orectolobidae	Orectolobus	Orectolobus japonicus	24.95	121.88	FishBase
Orectolobidae	Orectolobus	Orectolobus japonicus	24.95	121.88	FishBase
Orectolobidae	Orectolobus	Orectolobus japonicus	24.95	121.88	FishBase
Orectolobidae	Orectolobus	Orectolobus japonicus	24.94	121.9	FishBase
Orectolobidae	Orectolobus	Orectolobus japonicus	24.94	121.9	FishBase
Orectolobidae	Orectolobus	Orectolobus japonicus	24.94	121.9	FishBase
Orectolobidae	Orectolobus	Orectolobus japonicus	24.94	121.9	FishBase
Orectolobidae	Orectolobus	Orectolobus japonicus	22.791823	121.19337	Inaturalist
Orectolobidae	Orectolobus	Orectolobus japonicus	26.50495	127.850132	Inaturalist
Orectolobidae	Orectolobus	Orectolobus japonicus	26.458018	127.897785	Inaturalist
Orectolobidae	Orectolobus	Orectolobus japonicus	24.94	121.9	Taiwan
Orectolobidae	Orectolobus	Orectolobus japonicus	24.94	121.9	Taiwan
Orectolobidae	Orectolobus	Orectolobus japonicus	25.41	121.58	Taiwan
Orectolobidae	Orectolobus	Orectolobus japonicus	23.45	119.62	Taiwan
Orectolobidae	Orectolobus	Orectolobus japonicus	24.94	121.9	Taiwan
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.75	115.016667	FishBase
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.727967	119.560442	Inaturalist
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.586821	115.589124	Inaturalist
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.621488	115.518541	Inaturalist
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-0.414148	130.579349	Inaturalist
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.509737	115.445431	Inaturalist
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.357185	115.647333	Inaturalist
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.782075	115.598584	Inaturalist
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.688903	115.487318	Inaturalist
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.205947	124.395352	Inaturalist
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.380004	124.310588	Inaturalist
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.672547	115.571869	Inaturalist
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.75	115.017	ASEAN
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.75	116.58333	ANFC
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.75	116.58333	ANFC
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.75	116.58333	ANFC
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.75	116.58333	ANFC
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.75	116.58333	ANFC
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.75	116.58333	ANFC
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.75	115.16667	ANFC
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.75	116.58333	ANFC
Orectolobidae	Orectolobus	Orectolobus leptolineatus	-8.75	116.58333	ANFC
Orectolobidae	Orectolobus	Orectolobus maculatus	-32	115.533333	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	25.06	121.43	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	25.22	121.62	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	25.22	121.62	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	25.16	121.76	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	25.16	121.76	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-32.5	126.73334	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-32.5	126.73334	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.5	131.85834	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.5	131.85834	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-35.166667	137.916667	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-35.16667	137.91667	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-38.5	144	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-37.9	144.9	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.93	151.1	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-34.1	151.1	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.93	151.15	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-32.13	151.18	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.8	151.2	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.9	151.2	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-34.1	151.2	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-32.15	151.22	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-32.17	151.28	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-32.25	151.3	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.7	151.3	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.8	151.3	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.8	151.3	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-32.27	151.33	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.816667	151.55	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-22.9	151.9	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-32.9	151.9	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-31.07	151.93	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-32	152	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-32	152	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-20.32	152.9	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-21.82	152.97	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-27.2	153.2	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-26.75	153.25	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-28.27	153.43	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-29.6	153.5	FishBase
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.991339	151.229936	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.25444	151.574294	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-35.003063	150.829602	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-35.003063	150.829602	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-34.069176	151.13034	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.799013	151.29607	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-32.43107	152.535575	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-29.912739	153.383386	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-26.377008	153.104044	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-30.304025	153.147706	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-29.928626	153.390477	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.96588	151.253605	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.456921	151.457502	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-29.922831	153.388238	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.461908	151.454243	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.457265	151.455563	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-34.068465	151.130303	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.831931	151.281316	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-34.068554	151.130389	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-34.068693	151.130101	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-34.069123	151.129831	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-32.433813	152.53536	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-34.002321	151.225569	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-29.609199	153.341943	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.797739	151.297313	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.991301	151.230282	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.800256	151.293992	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-33.839343	151.278541	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-28.611242	153.629123	Inaturalist
Orectolobidae	Orectolobus	Orectolobus maculatus	-28.611992	153.628261	Inaturalist
