time	diversity	m_div	M_div
0.0	2.0	2	2
0.10009164953260133	2.0	2	2
0.20018329906520266	2.0	2	2
0.300274948597804	2.0	2	2
0.4003665981304053	2.0	2	2
0.5004582476630066	2.0	2	2
0.600549897195608	2.0	2	2
0.7006415467282093	2.0	2	2
0.8007331962608106	2.0	2	2
0.9008248457934119	1.0	1	1
1.0009164953260132	1.0	1	1
1.1010081448586146	1.0	1	1
1.201099794391216	1.0	1	1
1.3011914439238172	1.0	1	1
1.4012830934564187	1.0	1	1
1.5013747429890199	1.0	1	1
1.6014663925216213	1.0	1	1
1.7015580420542227	1.0	1	1
1.8016496915868239	1.0	1	1
1.9017413411194253	2.0	2	2
2.0018329906520265	2.0	2	2
2.101924640184628	2.0	2	2
2.2020162897172293	2.0	2	2
2.3021079392498307	2.0	2	2
2.402199588782432	2.0	2	2
2.502291238315033	2.0	2	2
2.6023828878476345	2.0	2	2
2.702474537380236	2.0	2	2
2.8025661869128373	2.0	2	2
2.9026578364454387	2.0	2	2
3.0027494859780397	2.0	2	2
3.102841135510641	2.0	2	2
3.2029327850432425	3.0	3	3
3.303024434575844	3.0	3	3
3.4031160841084453	3.0	3	3
3.5032077336410463	3.0	3	3
3.6032993831736477	3.0	3	3
3.703391032706249	3.0	3	3
3.8034826822388506	4.0	4	4
3.903574331771452	4.0	4	4
4.003665981304053	4.0	4	4
4.103757630836655	4.0	4	4
4.203849280369256	4.0	4	4
4.303940929901857	4.0	4	4
4.404032579434459	4.0	4	4
4.5041242289670596	4.0	4	4
4.604215878499661	4.0	4	4
4.704307528032262	4.0	4	4
4.804399177564864	4.0	4	4
4.904490827097465	4.0	4	4
5.004582476630066	4.0	4	4
5.104674126162668	4.0	4	4
5.204765775695269	4.0	4	4
5.304857425227871	4.0	4	4
5.404949074760472	4.0	4	4
5.505040724293073	4.0	4	4
5.605132373825675	4.0	4	4
5.705224023358276	4.0	4	4
5.8053156728908775	4.0	4	4
5.905407322423478	4.0	4	4
6.005498971956079	4.0	4	4
6.105590621488681	4.0	4	4
6.205682271021282	4.0	4	4
6.305773920553884	4.0	4	4
6.405865570086485	4.0	4	4
6.505957219619086	4.0	4	4
6.606048869151688	4.0	4	4
6.706140518684289	4.0	4	4
6.806232168216891	4.0	4	4
6.906323817749492	4.0	4	4
7.006415467282093	4.0	4	4
7.1065071168146945	4.0	4	4
7.2065987663472955	4.0	4	4
7.306690415879897	4.0	4	4
7.406782065412498	4.0	4	4
7.506873714945099	4.0	4	4
7.606965364477701	4.0	4	4
7.707057014010302	4.0	4	4
7.807148663542904	4.0	4	4
7.907240313075505	4.0	4	4
8.007331962608106	4.0	4	4
8.107423612140707	4.0	4	4
8.20751526167331	4.0	4	4
8.30760691120591	4.0	4	4
8.407698560738512	4.0	4	4
8.507790210271112	4.0	4	4
8.607881859803713	4.0	4	4
8.707973509336316	4.0	4	4
8.808065158868917	4.0	4	4
8.908156808401518	4.0	4	4
9.008248457934119	4.0	4	4
9.10834010746672	4.0	4	4
9.208431756999323	4.0	4	4
9.308523406531924	4.0	4	4
9.408615056064525	4.0	4	4
9.508706705597126	4.0	4	4
9.608798355129728	4.0	4	4
9.70889000466233	4.0	4	4
9.80898165419493	4.0	4	4
9.909073303727531	4.0	4	4
10.009164953260132	4.0	4	4
10.109256602792735	4.0	4	4
10.209348252325336	4.0	4	4
10.309439901857937	4.0	4	4
10.409531551390538	4.0	4	4
10.509623200923139	4.0	4	4
10.609714850455742	4.0	4	4
10.709806499988343	4.0	4	4
10.809898149520944	4.0	4	4
10.909989799053545	4.0	4	4
11.010081448586146	4.0	4	4
11.110173098118748	4.0	4	4
11.21026474765135	4.0	4	4
11.31035639718395	4.0	4	4
11.410448046716551	4.0	4	4
11.510539696249152	4.0	4	4
11.610631345781755	4.0	4	4
11.710722995314356	4.0	4	4
11.810814644846957	4.0	4	4
11.910906294379558	4.0	4	4
12.010997943912159	4.0	4	4
12.111089593444762	4.0	4	4
12.211181242977363	4.0	4	4
12.311272892509963	4.0	4	4
12.411364542042564	4.0	4	4
12.511456191575165	4.0	4	4
12.611547841107768	4.0	4	4
12.71163949064037	4.0	4	4
12.81173114017297	4.0	4	4
12.911822789705571	4.0	4	4
13.011914439238172	4.0	4	4
13.112006088770775	4.0	4	4
13.212097738303376	4.0	4	4
13.312189387835977	4.0	4	4
13.412281037368578	4.0	4	4
13.512372686901179	4.0	4	4
13.612464336433781	4.0	4	4
13.712555985966382	4.0	4	4
13.812647635498983	4.0	4	4
13.912739285031584	4.0	4	4
14.012830934564185	4.0	4	4
14.112922584096788	4.0	4	4
14.213014233629389	4.0	4	4
14.31310588316199	4.0	4	4
14.413197532694591	4.0	4	4
14.513289182227192	5.0	5	5
14.613380831759795	5.0	5	5
14.713472481292396	5.0	5	5
14.813564130824997	5.0	5	5
14.913655780357598	5.0	5	5
15.013747429890199	5.0	5	5
15.113839079422801	5.0	5	5
15.213930728955402	5.0	5	5
15.314022378488003	5.0	5	5
15.414114028020604	5.0	5	5
15.514205677553205	5.0	5	5
15.614297327085808	5.0	5	5
15.714388976618409	5.0	5	5
15.81448062615101	5.0	5	5
15.91457227568361	5.0	5	5
16.01466392521621	5.0	5	5
16.114755574748813	5.0	5	5
16.214847224281414	5.0	5	5
16.314938873814018	5.0	5	5
16.41503052334662	5.0	5	5
16.51512217287922	5.0	5	5
16.61521382241182	5.0	5	5
16.715305471944422	5.0	5	5
16.815397121477023	5.0	5	5
16.915488771009624	5.0	5	5
17.015580420542225	5.0	5	5
17.115672070074826	5.0	5	5
17.215763719607427	5.0	5	5
17.31585536914003	5.0	5	5
17.415947018672632	5.0	5	5
17.516038668205233	5.0	5	5
17.616130317737834	5.0	5	5
17.716221967270435	5.0	5	5
17.816313616803036	5.0	5	5
17.916405266335637	5.0	5	5
18.016496915868238	5.0	5	5
18.11658856540084	5.0	5	5
18.21668021493344	5.0	5	5
18.316771864466045	5.0	5	5
18.416863513998646	5.0	5	5
18.516955163531247	5.0	5	5
18.617046813063848	5.0	5	5
18.71713846259645	5.0	5	5
18.81723011212905	5.0	5	5
18.91732176166165	5.0	5	5
19.01741341119425	5.0	5	5
19.117505060726852	5.0	5	5
19.217596710259457	5.0	5	5
19.317688359792058	5.0	5	5
19.41778000932466	5.0	5	5
19.51787165885726	5.0	5	5
19.61796330838986	5.0	5	5
19.71805495792246	5.0	5	5
19.818146607455063	5.0	5	5
19.918238256987664	5.0	5	5
20.018329906520265	5.0	5	5
20.118421556052866	5.0	5	5
20.21851320558547	5.0	5	5
20.31860485511807	5.0	5	5
20.418696504650672	5.0	5	5
20.518788154183273	4.0	4	4
20.618879803715874	4.0	4	4
20.718971453248475	4.0	4	4
20.819063102781076	4.0	4	4
20.919154752313677	4.0	4	4
21.019246401846278	4.0	4	4
21.11933805137888	4.0	4	4
21.219429700911483	4.0	4	4
21.319521350444084	4.0	4	4
21.419612999976685	4.0	4	4
21.519704649509286	4.0	4	4
21.619796299041887	2.0	2	2
21.71988794857449	2.0	2	2
21.81997959810709	2.0	2	2
21.92007124763969	2.0	2	2
22.02016289717229	2.0	2	2
22.120254546704892	2.0	2	2
22.220346196237497	2.0	2	2
22.320437845770098	2.0	2	2
22.4205294953027	2.0	2	2
22.5206211448353	2.0	2	2
22.6207127943679	2.0	2	2
22.7208044439005	2.0	2	2
22.820896093433102	2.0	2	2
22.920987742965703	2.0	2	2
23.021079392498304	2.0	2	2
23.121171042030905	2.0	2	2
23.22126269156351	2.0	2	2
23.32135434109611	2.0	2	2
23.421445990628712	2.0	2	2
23.521537640161313	2.0	2	2
23.621629289693914	2.0	2	2
23.721720939226515	2.0	2	2
23.821812588759116	2.0	2	2
23.921904238291717	2.0	2	2
24.021995887824318	2.0	2	2
24.12208753735692	2.0	2	2
24.222179186889523	2.0	2	2
24.322270836422124	2.0	2	2
24.422362485954725	2.0	2	2
24.522454135487326	2.0	2	2
24.622545785019927	2.0	2	2
24.722637434552528	2.0	2	2
24.82272908408513	2.0	2	2
24.92282073361773	2.0	2	2
25.02291238315033	2.0	2	2
25.123004032682932	2.0	2	2
25.223095682215536	2.0	2	2
25.323187331748137	2.0	2	2
25.42327898128074	2.0	2	2
25.52337063081334	2.0	2	2
25.62346228034594	1.0	1	1
25.72355392987854	1.0	1	1
25.823645579411142	1.0	1	1
25.923737228943743	0.0	0	0
26.023828878476344	0.0	0	0
26.12392052800895	0.0	0	0
26.22401217754155	0.0	0	0
26.32410382707415	0.0	0	0
26.42419547660675	0.0	0	0
26.524287126139352	0.0	0	0
26.624378775671953	0.0	0	0
26.724470425204554	0.0	0	0
26.824562074737155	0.0	0	0
26.924653724269756	0.0	0	0
27.024745373802357	0.0	0	0
27.124837023334962	0.0	0	0
27.224928672867563	0.0	0	0
27.325020322400164	0.0	0	0
27.425111971932765	0.0	0	0
27.525203621465366	0.0	0	0
27.625295270997967	0.0	0	0
27.725386920530568	0.0	0	0
27.82547857006317	0.0	0	0
27.92557021959577	0.0	0	0
28.02566186912837	0.0	0	0
28.125753518660975	0.0	0	0
28.225845168193576	0.0	0	0
28.325936817726177	0.0	0	0
28.426028467258778	0.0	0	0
28.52612011679138	0.0	0	0
28.62621176632398	0.0	0	0
28.72630341585658	0.0	0	0
28.826395065389182	0.0	0	0
28.926486714921783	0.0	0	0
29.026578364454384	0.0	0	0
29.12667001398699	0.0	0	0
29.22676166351959	0.0	0	0
29.32685331305219	0.0	0	0
29.42694496258479	0.0	0	0
29.527036612117392	0.0	0	0
29.627128261649993	0.0	0	0
29.727219911182594	0.0	0	0
29.827311560715195	0.0	0	0
29.927403210247796	0.0	0	0
30.027494859780397	0.0	0	0
30.127586509313	0.0	0	0
30.227678158845602	0.0	0	0
30.327769808378203	0.0	0	0
30.427861457910804	0.0	0	0
30.527953107443405	0.0	0	0
30.628044756976006	0.0	0	0
30.728136406508607	0.0	0	0
30.82822805604121	0.0	0	0
30.92831970557381	0.0	0	0
31.02841135510641	0.0	0	0
31.128503004639015	0.0	0	0
31.228594654171616	0.0	0	0
31.328686303704217	0.0	0	0
31.428777953236818	0.0	0	0
31.52886960276942	0.0	0	0
31.62896125230202	0.0	0	0
31.72905290183462	0.0	0	0
31.82914455136722	0.0	0	0
31.929236200899823	0.0	0	0
32.02932785043242	0.0	0	0
32.129419499965024	0.0	0	0
32.229511149497625	0.0	0	0
32.329602799030226	0.0	0	0
32.42969444856283	0.0	0	0
32.529786098095435	0.0	0	0
32.629877747628036	0.0	0	0
32.72996939716064	0.0	0	0
32.83006104669324	0.0	0	0
32.93015269622584	0.0	0	0
33.03024434575844	0.0	0	0
33.13033599529104	0.0	0	0
33.23042764482364	0.0	0	0
33.33051929435624	0.0	0	0
33.430610943888844	0.0	0	0
33.530702593421445	0.0	0	0
33.630794242954046	0.0	0	0
33.73088589248665	0.0	0	0
33.83097754201925	0.0	0	0
33.93106919155185	0.0	0	0
34.03116084108445	0.0	0	0
34.13125249061705	0.0	0	0
34.23134414014965	0.0	0	0
34.33143578968225	1.0	1	1
