time	diversity	m_div	M_div
0.0	2.0	2	2
0.10007286599423676	2.0	2	2
0.20014573198847352	2.0	2	2
0.3002185979827103	2.0	2	2
0.40029146397694704	2.0	2	2
0.5003643299711837	2.0	2	2
0.6004371959654206	1.0	1	1
0.7005100619596574	1.0	1	1
0.8005829279538941	1.0	1	1
0.9006557939481308	1.0	1	1
1.0007286599423675	1.0	1	1
1.1008015259366044	1.0	1	1
1.2008743919308411	1.0	1	1
1.3009472579250778	1.0	1	1
1.4010201239193147	1.0	1	1
1.5010929899135514	1.0	1	1
1.6011658559077881	1.0	1	1
1.7012387219020249	1.0	1	1
1.8013115878962616	1.0	1	1
1.9013844538904985	1.0	1	1
2.001457319884735	1.0	1	1
2.101530185878972	1.0	1	1
2.201603051873209	1.0	1	1
2.3016759178674455	1.0	1	1
2.4017487838616822	1.0	1	1
2.501821649855919	2.0	2	2
2.6018945158501556	2.0	2	2
2.7019673818443923	2.0	2	2
2.8020402478386295	2.0	2	2
2.902113113832866	2.0	2	2
3.002185979827103	2.0	2	2
3.1022588458213396	2.0	2	2
3.2023317118155763	2.0	2	2
3.302404577809813	3.0	3	3
3.4024774438040497	3.0	3	3
3.5025503097982864	3.0	3	3
3.602623175792523	3.0	3	3
3.7026960417867603	3.0	3	3
3.802768907780997	3.0	3	3
3.9028417737752337	3.0	3	3
4.00291463976947	3.0	3	3
4.102987505763707	3.0	3	3
4.203060371757944	3.0	3	3
4.3031332377521805	3.0	3	3
4.403206103746418	3.0	3	3
4.503278969740654	3.0	3	3
4.603351835734891	3.0	3	3
4.703424701729127	3.0	3	3
4.8034975677233644	3.0	3	3
4.903570433717602	3.0	3	3
5.003643299711838	3.0	3	3
5.103716165706075	3.0	3	3
5.203789031700311	3.0	3	3
5.303861897694548	3.0	3	3
5.403934763688785	3.0	3	3
5.504007629683022	3.0	3	3
5.604080495677259	3.0	3	3
5.704153361671495	3.0	3	3
5.804226227665732	3.0	3	3
5.904299093659969	3.0	3	3
6.004371959654206	3.0	3	3
6.104444825648442	3.0	3	3
6.204517691642679	3.0	3	3
6.3045905576369154	3.0	3	3
6.404663423631153	3.0	3	3
6.50473628962539	3.0	3	3
6.604809155619626	3.0	3	3
6.704882021613863	3.0	3	3
6.804954887608099	3.0	3	3
6.905027753602337	3.0	3	3
7.005100619596573	3.0	3	3
7.10517348559081	3.0	3	3
7.205246351585046	3.0	3	3
7.305319217579283	3.0	3	3
7.4053920835735205	3.0	3	3
7.505464949567757	3.0	3	3
7.605537815561994	3.0	3	3
7.70561068155623	3.0	3	3
7.805683547550467	3.0	3	3
7.905756413544704	3.0	3	3
8.00582927953894	3.0	3	3
8.105902145533177	3.0	3	3
8.205975011527414	3.0	3	3
8.306047877521651	3.0	3	3
8.406120743515888	3.0	3	3
8.506193609510124	3.0	3	3
8.606266475504361	3.0	3	3
8.706339341498598	3.0	3	3
8.806412207492835	3.0	3	3
8.906485073487072	3.0	3	3
9.006557939481308	3.0	3	3
9.106630805475545	3.0	3	3
9.206703671469782	3.0	3	3
9.30677653746402	3.0	3	3
9.406849403458255	3.0	3	3
9.506922269452492	3.0	3	3
9.606995135446729	3.0	3	3
9.707068001440966	3.0	3	3
9.807140867435203	3.0	3	3
9.907213733429439	3.0	3	3
10.007286599423676	3.0	3	3
10.107359465417913	3.0	3	3
10.20743233141215	3.0	3	3
10.307505197406385	3.0	3	3
10.407578063400623	3.0	3	3
10.50765092939486	3.0	3	3
10.607723795389097	3.0	3	3
10.707796661383334	3.0	3	3
10.80786952737757	3.0	3	3
10.907942393371806	3.0	3	3
11.008015259366044	3.0	3	3
11.10808812536028	3.0	3	3
11.208160991354518	3.0	3	3
11.308233857348753	3.0	3	3
11.40830672334299	3.0	3	3
11.508379589337228	3.0	3	3
11.608452455331465	3.0	3	3
11.7085253213257	3.0	3	3
11.808598187319937	3.0	3	3
11.908671053314174	3.0	3	3
12.008743919308412	3.0	3	3
12.108816785302649	3.0	3	3
12.208889651296884	3.0	3	3
12.308962517291121	3.0	3	3
12.409035383285358	3.0	3	3
12.509108249279596	3.0	3	3
12.609181115273831	3.0	3	3
12.709253981268068	3.0	3	3
12.809326847262305	3.0	3	3
12.909399713256542	3.0	3	3
13.00947257925078	3.0	3	3
13.109545445245015	3.0	3	3
13.209618311239252	3.0	3	3
13.30969117723349	4.0	4	4
13.409764043227726	4.0	4	4
