it	posterior	prior	likelihood	d12_t0.0	d21_t0.0	e1_t0.0	e2_t0.0	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-2089.685733984832	-0.23932983395965857	-2089.4464041508722	0.14046861603436228	0.05370610479540359	0.03474054267648342	0.010414570453409279	2.772588722239781	2.772588722239781	10.0	0.0	0.0	0.0	1.0	1.0
1000000	-1241.308896496899	-0.42038270850254855	-1240.8885137883965	0.06364946747590158	0.014249367015854523	0.11876081299393527	0.22372306101685718	0.22433621719419403	0.6046041485405694	444822530.7868216	0.0	0.0	0.0	1.0	1.0
2000000	-1240.4956371771243	-0.42331551276917023	-1240.072321664355	0.05244824999605666	0.019619676717239624	0.12402639345944734	0.22722119259642662	0.2508478473920788	0.641659253715764	672368204555.9211	0.0	0.0	0.0	1.0	1.0
3000000	-1240.5656542898391	-0.4213622289054321	-1240.1442920609336	0.054881686176257376	0.010609534768743323	0.13336834974031378	0.22250265822011764	0.27737846223135026	0.603742693271937	7.160307154286204e+23	0.0	0.0	0.0	1.0	1.0
4000000	-1243.0265761516248	-0.4796675491134814	-1242.5469086025114	0.0722955706843039	0.023670898809957316	0.10858910667765098	0.27511197294156925	0.20905716869808236	0.6897864306795431	4.669063206505767e+30	0.0	0.0	0.0	1.0	1.0
5000000	-1241.37948303728	-0.39711773431837205	-1240.9823653029616	0.0507840538585722	0.001258587256860045	0.14903289957761323	0.19604219362532654	0.23343760619875167	0.6432714605560176	1.7982590652526862e+37	0.0	0.0	0.0	1.0	1.0
6000000	-1241.5065954763265	-0.4700082715995444	-1241.036587204727	0.04719348239592647	0.01246448943467691	0.1436541596963886	0.26669614007255243	0.25097601331810643	0.6740519533098397	6.585237133840278e+48	0.0	0.0	0.0	1.0	1.0
7000000	-1239.6394809218382	-0.4077592811306614	-1239.2317216407075	0.04661156430696506	0.011017179695084459	0.1254072273351497	0.22472330979346217	0.23560145101713753	0.659487810847593	2.946319434279807e+56	0.0	0.0	0.0	1.0	1.0
8000000	-1240.3692549866798	-0.3868483632795836	-1239.9824066234003	0.03494841649769891	0.007670722551203316	0.1284150952629684	0.21581412896771296	0.24492006807776123	0.5780271486712069	5.691608478956215e+55	0.0	0.0	0.0	1.0	1.0
9000000	-1242.9511384376594	-0.40825659456321894	-1242.5428818430962	0.046237688765177636	0.016727347112171973	0.12085034043069402	0.22444121825517532	0.20137842527823843	0.5819170097658559	2.2717870544158047e+61	0.0	0.0	0.0	1.0	1.0
