it	posterior	prior	likelihood	d12_t0.0	d21_t0.0	e1_t0.0	e2_t0.0	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-2030.8463151450958	-0.25785447625390745	-2030.588460668842	0.050301795661959636	0.14511937854902046	0.0466109727965915	0.015822329246335882	2.772588722239781	2.772588722239781	10.0	0.0	0.0	0.0	1.0	1.0
1000000	-1251.4935758182673	-0.38939938107747474	-1251.1041764371898	0.049316768499632506	0.015233776703749556	0.12292526776946429	0.20192356810462841	0.2605102359387921	0.6072531110989899	1066077016.3971256	0.0	0.0	0.0	1.0	1.0
2000000	-1250.0283115584714	-0.3993200657846677	-1249.6289914926867	0.03772000060463775	0.018626590021091606	0.14198651170778162	0.20098696345115677	0.29408949163551823	0.6266650104849305	1751545445228.4146	0.0	0.0	0.0	1.0	1.0
3000000	-1250.8499218129768	-0.40843294008680764	-1250.44148887289	0.03501732805821807	0.022888747062064133	0.16211896916111496	0.18840789580541048	0.3427718381213433	0.6085416203570937	1.1468015772103035e+26	0.0	0.0	0.0	1.0	1.0
4000000	-1253.0018273043581	-0.43315935749470535	-1252.5686679468633	0.051165429291262346	0.021694629058439663	0.12554335270199346	0.23475594644300993	0.2619733314051117	0.5966755296163002	9.37024625543139e+32	0.0	0.0	0.0	1.0	1.0
5000000	-1250.9990830571628	-0.3798730200530483	-1250.6192100371097	0.034833677044679316	0.0037697061999250503	0.1726458792394952	0.16862375756894873	0.31454278796223345	0.5909392062787475	1.8225415638805505e+39	0.0	0.0	0.0	1.0	1.0
6000000	-1250.9340149662078	-0.43642009264343323	-1250.4975948735644	0.026603514028220917	0.012540494187893061	0.17193479269344478	0.2253412917338745	0.32167292571197564	0.6130608481711599	1.2623143372482122e+51	0.0	0.0	0.0	1.0	1.0
7000000	-1252.1139170195736	-0.38245910374827197	-1251.7314579158253	0.027868545507397962	0.013430616050693405	0.14065175710631492	0.20050818508386567	0.23826475753818455	0.6451592830136195	2.443895143117554e+58	0.0	0.0	0.0	1.0	1.0
8000000	-1249.8865090347197	-0.3734874282270164	-1249.5130216064927	0.025653797568913728	0.00912311353279573	0.142997538801879	0.195712978323428	0.29027397280993505	0.5406571564256899	1.833322289846848e+58	0.0	0.0	0.0	1.0	1.0
9000000	-1252.3960601092003	-0.3977001949536185	-1251.9983599142467	0.0333739127240059	0.01759900523646821	0.14482431280977423	0.20190296418337023	0.23642688684236965	0.5753996408719224	2.710085681325921e+63	0.0	0.0	0.0	1.0	1.0
