it	posterior	prior	likelihood	d12_t0.0	d21_t0.0	e1_t0.0	e2_t0.0	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-2024.6954481646976	-0.25785447625390745	-2024.4375936884437	0.050301795661959636	0.14511937854902046	0.0466109727965915	0.015822329246335882	2.772588722239781	2.772588722239781	10.0	0.0	0.0	0.0	1.0	1.0
1000000	-1244.8900930598074	-0.3776073975667301	-1244.5124856622408	0.038247938263267764	0.014475584859011579	0.12193121531465098	0.20295265912979982	0.24916749223617937	0.6205265249569141	2953057090.7989473	0.0	0.0	0.0	1.0	1.0
2000000	-1244.8338863275649	-0.38449511535710823	-1244.4493912122077	0.038149899424557834	0.019339743318920476	0.13085923089765744	0.19614624171597245	0.26434285949878145	0.6231945544859296	131180434819.23932	0.0	0.0	0.0	1.0	1.0
3000000	-1244.8937004041095	-0.39770725225062564	-1244.4959931518588	0.02422701530197624	0.027183482187073657	0.15957665161299875	0.18672010314857695	0.30361372022625116	0.6171736875025378	9.251151212358731e+22	0.0	0.0	0.0	1.0	1.0
4000000	-1246.1131769417175	-0.41068908245005264	-1245.7024878592674	0.035827542316011506	0.025956303733102502	0.12808539128380345	0.22081984511713515	0.24861675707782482	0.6449104442219031	4.175471691263167e+31	0.0	0.0	0.0	1.0	1.0
5000000	-1245.3460441195573	-0.3669475601447971	-1244.9790965594125	0.033729150173691415	0.0034415148601905877	0.1598930397906483	0.16988385532026684	0.2721839619924653	0.6092754769819553	2.3293608225745683e+37	0.0	0.0	0.0	1.0	1.0
6000000	-1244.9933677996084	-0.41094482991627995	-1244.582422969692	0.012786333147062292	0.01546518788759559	0.16865758089739638	0.21403572798422568	0.3016379083911367	0.6071300609152678	5.030761347464297e+49	0.0	0.0	0.0	1.0	1.0
7000000	-1246.5950787024763	-0.35339116935122633	-1246.241687533125	0.011389128478069164	0.014081141518497006	0.13343951320489658	0.1944813861497636	0.2138903790196139	0.6534435792697509	1.3645419658802582e+57	0.0	0.0	0.0	1.0	1.0
8000000	-1244.1908677602282	-0.3562121354393823	-1243.8346556247889	0.016624127997336407	0.009939777168248242	0.13849952924885303	0.19114870102494463	0.29285937926731664	0.5511271667826242	5.968861006084949e+55	0.0	0.0	0.0	1.0	1.0
9000000	-1244.9489435126127	-0.36965808163973174	-1244.579285430973	0.020708837790676622	0.022124147898673004	0.13435147523688223	0.19247362071349988	0.2560060650388395	0.6620636108657723	7.375702552869812e+61	0.0	0.0	0.0	1.0	1.0
