it	posterior	prior	likelihood	d12_t0.0	d21_t0.0	e1_t0.0	e2_t0.0	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-1910.2393071202673	-0.22615941707758808	-1910.0131477031898	0.06455582311583971	0.06577300698705332	0.04623237984033208	0.04959820713436295	2.772588722239781	2.772588722239781	10.0	0.0	0.0	0.0	1.0	1.0
1000000	-1260.3054178213677	-0.38351717606356717	-1259.921900645304	0.04305707197717227	0.019634579187017668	0.12499228322905859	0.19583324167031863	0.26580140058888874	0.6125200366169747	7472272322.592881	0.0	0.0	0.0	1.0	1.0
2000000	-1258.8173202722344	-0.3961054322288885	-1258.4212148400054	0.03508320234721054	0.018439701239357308	0.14932642748862265	0.19325610115369796	0.27667077841684024	0.6275215218825423	2021209268039.3367	0.0	0.0	0.0	1.0	1.0
3000000	-1259.8759644234854	-0.41913079622798827	-1259.4568336272573	0.029265318368218662	0.035581275066717544	0.16967202430065909	0.184612178492393	0.2964532221722719	0.5994500250629818	6.94270518566814e+25	0.0	0.0	0.0	1.0	1.0
4000000	-1261.1952967027244	-0.4326354170430931	-1260.7626612856814	0.047648372728075865	0.025546347652097737	0.1319404544581235	0.227500242204796	0.3026029915400439	0.6505647556086155	6.573147900686846e+33	0.0	0.0	0.0	1.0	1.0
5000000	-1259.287132836343	-0.38484654429228027	-1258.9022862920508	0.031590175188186784	0.015160649229073512	0.17583782377913382	0.16225789609588617	0.33400807705450924	0.5705757224635907	1.5955259819838787e+40	0.0	0.0	0.0	1.0	1.0
6000000	-1260.1397072168825	-0.42838154756197233	-1259.7113256693206	0.02260077681319945	0.016132709881848353	0.17804189086964314	0.21160616999728132	0.36309844266598384	0.643357934988026	5.5652132614459664e+51	0.0	0.0	0.0	1.0	1.0
7000000	-1260.6184926839383	-0.3781482372624372	-1260.2403444466759	0.024346646034052045	0.013869179228254792	0.13948466079798771	0.20044775120214267	0.24943092544694023	0.6550678338114089	1.9407622940242928e+59	0.0	0.0	0.0	1.0	1.0
8000000	-1260.2204789584828	-0.3730183220003248	-1259.8474606364825	0.022104393504038478	0.0108222602567966	0.1497369879795766	0.19035468025991312	0.3033756684823834	0.5048790339985643	6.6724087951123855e+59	0.0	0.0	0.0	1.0	1.0
9000000	-1260.8538466722923	-0.3766151667097903	-1260.4772315055825	0.03133816200805816	0.021510746433011728	0.13542342568686222	0.18834283258185816	0.24935792821888716	0.5687682069739091	2.3065038927065574e+65	0.0	0.0	0.0	1.0	1.0
