it	posterior	prior	likelihood	d12_t0.0	d21_t0.0	e1_t0.0	e2_t0.0	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-1956.5881268469036	-0.25847139185359747	-1956.32965545505	0.09524048267464516	0.09500867470007611	0.042126533684566786	0.026095700794309437	2.772588722239781	2.772588722239781	10.0	0.0	0.0	0.0	1.0	1.0
1000000	-1219.2115755684392	-0.3478106462089957	-1218.8637649222303	0.02898156797484633	0.010721101616361995	0.12293740215402656	0.18517057446376084	0.25641039635215257	0.5879317774040234	2322356045.9007277	0.0	0.0	0.0	1.0	1.0
2000000	-1219.008415706651	-0.38885662225649364	-1218.6195590843945	0.03414073056237286	0.018649931065217052	0.14481396466671376	0.19125199596218995	0.2829751409809341	0.5767154334008406	2285488514641.0596	0.0	0.0	0.0	1.0	1.0
3000000	-1218.133492432806	-0.3870394632243489	-1217.7464529695817	0.019640825623384425	0.011292113664002153	0.16326844502077434	0.19283807891618795	0.33169285272333204	0.5873046598229422	5.673819111128241e+25	0.0	0.0	0.0	1.0	1.0
4000000	-1221.40491081016	-0.4053896876701015	-1220.9995211224898	0.025775000295360596	0.022759499918189898	0.1289006839445209	0.22795450351203012	0.2756020732842895	0.6197509517601868	5.242857304753122e+33	0.0	0.0	0.0	1.0	1.0
5000000	-1218.2953077767243	-0.3683106898762986	-1217.926997086848	0.024483924563263187	0.0037576817497484982	0.16700268031788118	0.17306640324540573	0.30505026982552774	0.5615034555825378	3.4584349926462055e+39	0.0	0.0	0.0	1.0	1.0
6000000	-1221.4449371087292	-0.4090912558771419	-1221.035845852852	0.009785007628362279	0.013071142044876364	0.17133895114471273	0.21489615505919055	0.37093139052799096	0.6166771458669648	2.2665319460587074e+51	0.0	0.0	0.0	1.0	1.0
7000000	-1219.5992032071013	-0.34699611514416545	-1219.2522070919572	0.007011550262680275	0.010450193023401397	0.1420532565560537	0.18748111530203004	0.23491544404758966	0.6174896193733671	3.9304600630408362e+59	0.0	0.0	0.0	1.0	1.0
8000000	-1217.8472148433762	-0.36636745577824176	-1217.4808473875978	0.012575957930047055	0.008425911160430628	0.15372408659823292	0.19164150008953112	0.2870157476395851	0.523630464969988	3.0959042989649805e+58	0.0	0.0	0.0	1.0	1.0
9000000	-1220.3299718656217	-0.3592327594103895	-1219.9707391062113	0.017976636976221157	0.01657156398501886	0.13747367275880504	0.18721088569034447	0.24173837247978558	0.5214264594881514	9.976765726335184e+64	0.0	0.0	0.0	1.0	1.0
