it	posterior	prior	likelihood	d12_t0.0	d21_t0.0	e1_t0.0	e2_t0.0	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-1966.4576558712536	-0.28047406594212887	-1966.1771818053114	0.09023925198577358	0.14046861603436228	0.015025655245509553	0.03474054267648342	2.772588722239781	2.772588722239781	10.0	0.0	0.0	0.0	1.0	1.0
1000000	-1223.2580681287147	-0.40360732966902835	-1222.8544607990457	0.0436162431598464	0.015679696408618604	0.13825288578704364	0.20605850431351966	0.2912725325111687	0.6077249468537561	756885023.3050115	0.0	0.0	0.0	1.0	1.0
2000000	-1223.5950007188785	-0.40936801468149286	-1223.185632704197	0.04282437285770705	0.01916542788102842	0.1432792697964812	0.20409894414627616	0.2856343984066086	0.5924849149704893	581418354876.6262	0.0	0.0	0.0	1.0	1.0
3000000	-1223.1706576641084	-0.39907493329802657	-1222.7715827308105	0.030525759119695347	0.016615509632823763	0.1646080181801102	0.18732564636539722	0.3527157817200674	0.605153498441523	5.829385782724115e+24	0.0	0.0	0.0	1.0	1.0
4000000	-1225.9528732914368	-0.44408883236188856	-1225.508784459075	0.0464160432204426	0.02494803440717708	0.13384717106520094	0.23887758366906794	0.27383054480175195	0.6576068140759178	7.375086838343469e+32	0.0	0.0	0.0	1.0	1.0
5000000	-1224.7560927918219	-0.3705690576834899	-1224.3855237341384	0.037399319045327895	0.0023797769854548003	0.16701802837752186	0.16377193327518533	0.3063074706073572	0.5892245782006447	3.97557504670906e+38	0.0	0.0	0.0	1.0	1.0
6000000	-1225.06067664694	-0.43094832836231817	-1224.6297283185777	0.01825675755821095	0.01510050919713967	0.17331458614492157	0.22427647546204602	0.37110270311232374	0.614633769918373	2.290836932482655e+50	0.0	0.0	0.0	1.0	1.0
7000000	-1225.800380894392	-0.3782362513606194	-1225.4221446430313	0.015567329140358797	0.015064246256065261	0.1474614210535607	0.2001432549106346	0.2417982173643923	0.6415210020593718	9.506155294780164e+57	0.0	0.0	0.0	1.0	1.0
8000000	-1224.5612598257926	-0.3723655276030685	-1224.1888942981896	0.022437262708264225	0.010096305419435667	0.14615908065622263	0.193672878819146	0.3344342526953425	0.5039544340309315	8.083672590710432e+57	0.0	0.0	0.0	1.0	1.0
9000000	-1223.4667253427342	-0.38825590416502964	-1223.078469438569	0.03129940494397348	0.02084203643874626	0.14349207651316737	0.19262238626914252	0.2890555216979227	0.6259041420375735	4.135634199333453e+62	0.0	0.0	0.0	1.0	1.0
