it	posterior	prior	likelihood	d12_t0.0	d21_t0.0	e1_t0.0	e2_t0.0	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-2117.3917500981192	-0.3039513672754234	-2117.087798730844	0.14054020337027778	0.12959669419422692	0.016309202794821332	0.01750526691609736	2.772588722239781	2.772588722239781	10.0	0.0	0.0	0.0	1.0	1.0
1000000	-1272.5179914259627	-0.36088587407784445	-1272.1571055518848	0.03432908390257849	0.021507225414789995	0.12925484830907183	0.17579471645140413	0.27487821271100976	0.5715220180349349	2117358010.0422618	0.0	0.0	0.0	1.0	1.0
2000000	-1271.8077349360224	-0.3743361955927966	-1271.4333987404295	0.03300125194716135	0.022153514535404217	0.1396320819018953	0.1795493472083357	0.31306084102787834	0.5626311189821988	2110887519407.8884	0.0	0.0	0.0	1.0	1.0
3000000	-1275.1528459782648	-0.4104159232259496	-1274.742430055039	0.022384646463778708	0.04498355665336597	0.17040155877021804	0.17264616133858687	0.24504166716046577	0.5466494112236057	1.5750137312464958e+25	0.0	0.0	0.0	1.0	1.0
4000000	-1273.9936430062544	-0.4146947703297369	-1273.5789482359246	0.034993490747105324	0.03302414998404261	0.1390820144447998	0.20759511515378914	0.29796137949334744	0.5469810218399268	6.760289710208466e+32	0.0	0.0	0.0	1.0	1.0
5000000	-1273.3276706351091	-0.389467304217247	-1272.9382033308918	0.02786086539096129	0.02364050029572817	0.1871133128609164	0.15085262566964117	0.31677949318426035	0.5424207586856933	1.8124801313169815e+38	0.0	0.0	0.0	1.0	1.0
6000000	-1271.9013397701813	-0.40357175659175093	-1271.4977680135896	0.009554916512095583	0.02066553238966588	0.18492660758892546	0.18842470010106402	0.3188532384278445	0.5470182539570716	5.21068377272676e+50	0.0	0.0	0.0	1.0	1.0
7000000	-1272.4718753747597	-0.339583504373122	-1272.1322918703866	0.009053456892820035	0.015903608490193507	0.13954813916189157	0.1750782998282169	0.24870843078716992	0.576314698388422	8.653577180915801e+58	0.0	0.0	0.0	1.0	1.0
8000000	-1271.059315577001	-0.34831270378624396	-1270.7110028732147	0.01542167623733525	0.015548881059688486	0.14630043368171222	0.171041712807508	0.29455450813854706	0.5102508049195701	2.393463807276802e+58	0.0	0.0	0.0	1.0	1.0
9000000	-1273.9895156044784	-0.3717655352547683	-1273.6177500692236	0.02180565483544202	0.027650262892127277	0.1415666304890733	0.18074298703812572	0.2540062565920948	0.5028248279036718	1.849111304788461e+64	0.0	0.0	0.0	1.0	1.0
