it	posterior	prior	likelihood	d12_t0.0	d21_t0.0	e1_t0.0	e2_t0.0	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-1956.325401101	-0.2910210229824522	-1956.0343800780174	0.12469384956075251	0.09524048267464516	0.028960157062487765	0.042126533684566786	2.772588722239781	2.772588722239781	10.0	0.0	0.0	0.0	1.0	1.0
1000000	-1231.1643014302429	-0.374566605789782	-1230.789734824453	0.03877636900779786	0.017490402078167943	0.12839835982741457	0.18990147487640166	0.2610120083083966	0.5845371633999328	1366285292.1416402	0.0	0.0	0.0	1.0	1.0
2000000	-1230.6578137646243	-0.3702495312330113	-1230.2875642333913	0.0338541249194634	0.019766311602527807	0.13384183844537229	0.18278725626564776	0.28039554401237565	0.5925004045711808	1498638303969.718	0.0	0.0	0.0	1.0	1.0
3000000	-1233.5789804773979	-0.43785389674710107	-1233.1411265806507	0.023944685596953567	0.0383160101857685	0.17078662081866844	0.20480658014571057	0.2403304329590928	0.5590652625894693	4.458330000655615e+25	0.0	0.0	0.0	1.0	1.0
4000000	-1232.4924849916845	-0.43218304487180004	-1232.0603019468126	0.04230374000240452	0.02649009079969518	0.1384629756608033	0.22492623840889708	0.280305608509631	0.5582077833680166	2.0017892451867368e+32	0.0	0.0	0.0	1.0	1.0
5000000	-1230.900451116222	-0.38036714519138876	-1230.5200839710305	0.03131543021667351	0.012529193991370514	0.17531560511071348	0.16120691587263125	0.30187815524058714	0.5492277996405779	1.903700832181723e+38	0.0	0.0	0.0	1.0	1.0
6000000	-1230.9437866355765	-0.4245996055100111	-1230.5191870300666	0.015339610839504731	0.01603353538450902	0.17889848546111026	0.21432797382488708	0.3178449153361457	0.5646975885946605	8.943490794950257e+48	0.0	0.0	0.0	1.0	1.0
7000000	-1230.920162710591	-0.36060452236539936	-1230.5595581882258	0.016280863627553294	0.014140963782927724	0.14345367255951963	0.18672902239539874	0.2359761330751509	0.5544905089990083	3.599355499120944e+56	0.0	0.0	0.0	1.0	1.0
8000000	-1229.9679344535607	-0.385417083004326	-1229.5825173705564	0.017961114159682347	0.011795541762567417	0.16251264481163655	0.1931477822704397	0.2865441140903031	0.5119838682332958	7.147581496287165e+56	0.0	0.0	0.0	1.0	1.0
9000000	-1231.7809348322846	-0.3903875116064667	-1231.3905473206783	0.027554663776368775	0.023153230550193298	0.1553493462735309	0.18433027100637372	0.24713228416352936	0.5200073667833014	2.6701528340125275e+62	0.0	0.0	0.0	1.0	1.0
