it	posterior	prior	likelihood	d12_t0.0	d21_t0.0	e1_t0.0	e2_t0.0	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-1867.8336200874942	-0.2650990725799136	-1867.5685210149143	0.09500867470007611	0.09780725067178309	0.026095700794309437	0.04618744641374493	2.772588722239781	2.772588722239781	10.0	0.0	0.0	0.0	1.0	1.0
1000000	-1207.0774296036739	-0.3716951060981372	-1206.7057344975758	0.03403251978717819	0.013040644720723993	0.13870819587379857	0.18591374571643646	0.37565917150782124	0.5759057489044751	3795047517.7198296	0.0	0.0	0.0	1.0	1.0
2000000	-1207.1328028240725	-0.41633947551335365	-1206.7164633485593	0.0404125720162148	0.020906716648923174	0.1524807390399507	0.20253944780826494	0.29956940870055476	0.5563527928742992	1387485232191.254	0.0	0.0	0.0	1.0	1.0
3000000	-1205.478536230465	-0.4136870749381146	-1205.0648491555269	0.027381337870476582	0.012643851320146296	0.17284357604140593	0.20081830970608577	0.34974019937578066	0.6017295521816158	5.826213859416909e+25	0.0	0.0	0.0	1.0	1.0
4000000	-1208.553369073396	-0.42809113107747415	-1208.1252779423185	0.029618045911672528	0.02562495656491419	0.14049926709424812	0.23234886150663936	0.28886000888161256	0.6362183828312012	6.580188138895427e+33	0.0	0.0	0.0	1.0	1.0
5000000	-1206.369401755934	-0.39371996230397877	-1205.97568179363	0.030660449934645093	0.0045294716436190255	0.1849146755410572	0.17361536518465745	0.3088874196221026	0.5609664568355939	1.2648763209560876e+40	0.0	0.0	0.0	1.0	1.0
6000000	-1206.0671216584062	-0.43328543140018233	-1205.633836227006	0.011397041319146007	0.01385998097315081	0.20720922704042816	0.20081918206745733	0.3466730451812057	0.5790193261674403	1.2846476451437989e+51	0.0	0.0	0.0	1.0	1.0
7000000	-1207.0657422524284	-0.369801886380414	-1206.695940366048	0.007889524109319132	0.011843603460160416	0.1616409836028495	0.18842777520808496	0.2554324078168844	0.6177627493388966	1.3873865992087005e+59	0.0	0.0	0.0	1.0	1.0
8000000	-1206.2793240471965	-0.3947505280258049	-1205.8845735191708	0.014644356980537338	0.010795216221148015	0.17000654810499732	0.19930440671912222	0.3467171223217481	0.5142490051441605	1.556736810637483e+58	0.0	0.0	0.0	1.0	1.0
9000000	-1207.0140062996006	-0.38607606454547627	-1206.6279302350551	0.021730289138525198	0.019745275650127486	0.15344188871394934	0.19115861104287424	0.2738562209366686	0.5420243180764978	8.961475009394264e+63	0.0	0.0	0.0	1.0	1.0
