it	posterior	prior	likelihood	d12_t0.0	d21_t0.0	e1_t0.0	e2_t0.0	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-1976.8422326273371	-0.2650990725799136	-1976.5771335547572	0.09500867470007611	0.09780725067178309	0.026095700794309437	0.04618744641374493	2.772588722239781	2.772588722239781	10.0	0.0	0.0	0.0	1.0	1.0
1000000	-1234.1484625213527	-0.3709914735811877	-1233.7774710477715	0.038054387641259	0.011650230504886843	0.12804725521115265	0.19323960022388925	0.2688637006570992	0.5807350628648275	3734646782.362274	0.0	0.0	0.0	1.0	1.0
2000000	-1234.5705854937341	-0.3815432940354906	-1234.1890421996986	0.036255835066100896	0.017504866911755953	0.13246813149969855	0.1953144605579352	0.288004264732888	0.5915730246221804	2015357953962.3103	0.0	0.0	0.0	1.0	1.0
3000000	-1234.8885880603045	-0.3998470631566619	-1234.488740997148	0.02568369325758476	0.023906948104059238	0.1541773123719648	0.1960791094230531	0.3081122878311144	0.5769238296490949	7.07081502991664e+24	0.0	0.0	0.0	1.0	1.0
4000000	-1236.0901047589223	-0.4086699892878884	-1235.6814347696343	0.03592465747342685	0.02041627084500322	0.13011305927626987	0.22221600169318845	0.25876210316857134	0.6195691040571282	3.6108988414782035e+32	0.0	0.0	0.0	1.0	1.0
5000000	-1234.7125794048634	-0.3639464648741176	-1234.3486329399893	0.029080816033438338	0.005880810573013478	0.16516096530211438	0.1638238729655514	0.30079931195694387	0.5575728093167981	4.7530943143826435e+38	0.0	0.0	0.0	1.0	1.0
6000000	-1233.7942956927413	-0.3894998039794717	-1233.4047958887618	0.012432206216850815	0.011967366609074721	0.16191108426335074	0.20318914689019546	0.2940067141839767	0.5638078937840916	6.73540197873062e+49	0.0	0.0	0.0	1.0	1.0
7000000	-1235.3907085571323	-0.33927180604336077	-1235.0514367510889	0.012195037115225401	0.009967334563584045	0.13216399741754226	0.18494543694700902	0.224948723521377	0.5884526076127763	8.438517537837503e+56	0.0	0.0	0.0	1.0	1.0
8000000	-1233.3871519637464	-0.36355989590916726	-1233.0235920678372	0.017148920525467494	0.008343712215744016	0.14862793132690352	0.18943933184105222	0.28042697068496425	0.5211066430238517	4.578289448058221e+56	0.0	0.0	0.0	1.0	1.0
9000000	-1236.9410680455044	-0.3706308740323468	-1236.5704371714721	0.025048078801865034	0.017181907142564127	0.1276542224437625	0.2007466656441551	0.2280727925260278	0.5225021966548882	2.478165192615833e+63	0.0	0.0	0.0	1.0	1.0
