it	posterior	prior	likelihood	d12_t0.0	d21_t0.0	e1_t0.0	e2_t0.0	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-1934.6663386080731	-0.25715161559245103	-1934.4091869924807	0.11185135669120855	0.051036426133523195	0.04804775141960818	0.04621608134811112	2.772588722239781	2.772588722239781	10.0	0.0	0.0	0.0	1.0	1.0
1000000	-1248.8139032900326	-0.3427730248203082	-1248.4711302652122	0.024283262638135183	0.015850164760438993	0.1235484159610092	0.17909118146072484	0.2605819863107069	0.58396931241446	93275933.94021909	0.0	0.0	0.0	1.0	1.0
2000000	-1248.8509548081583	-0.3724396415934145	-1248.4785151665649	0.028668743262592822	0.018756049612034323	0.14360101852894608	0.18141383018984134	0.2651705284461674	0.6060850174772716	2616362782595.701	0.0	0.0	0.0	1.0	1.0
3000000	-1249.2747416933466	-0.40243253996326556	-1248.8723091533834	0.013830559322447932	0.03856747735018898	0.18189803386974093	0.1681364694208877	0.31979793898709136	0.5585141345357976	6.391944915120754e+25	0.0	0.0	0.0	1.0	1.0
4000000	-1249.6479148872015	-0.3915787430799032	-1249.2563361441216	0.01858916109812289	0.02823420017363294	0.13471814089029757	0.21003724091784978	0.28553520325333553	0.566097696907529	6.098265293993753e+33	0.0	0.0	0.0	1.0	1.0
5000000	-1249.6724613123172	-0.3822811846709938	-1249.2901801276462	0.02223200937559228	0.022002371635071315	0.18472935575487556	0.15331744790545462	0.31529134901335143	0.5541342862747008	6.515631489257937e+39	0.0	0.0	0.0	1.0	1.0
6000000	-1248.1115625832786	-0.40662476879618503	-1247.7049378144823	0.007376618137159744	0.015982630323051587	0.17943691306226037	0.20382860727371332	0.3176287784674926	0.5639123347804817	1.9625577540204514e+52	0.0	0.0	0.0	1.0	1.0
7000000	-1248.0811140242056	-0.33788422415352826	-1247.743229800052	0.004520869355512782	0.014122531614962429	0.1395776525704884	0.17966317061256462	0.24443608563501648	0.5932046829690443	1.0822456957839616e+60	0.0	0.0	0.0	1.0	1.0
8000000	-1246.8873875164568	-0.3524320591784045	-1246.5349554572783	0.010627981957083171	0.013523700940163634	0.14570384383242613	0.18257653244873154	0.29084015341427527	0.529269481756401	3.810094880152193e+60	0.0	0.0	0.0	1.0	1.0
9000000	-1249.9131903194707	-0.35173637989686	-1249.5614539395738	0.014951898068417834	0.02250486686354429	0.13596650821413053	0.17831310675076736	0.23767374908721053	0.5352820777972661	1.0997622893748323e+66	0.0	0.0	0.0	1.0	1.0
