it	posterior	prior	likelihood	d12_t0.0	d21_t0.0	e1_t0.0	e2_t0.0	q1_t0.0	q2_t0.0	alpha	k1_d	k1_e	k1_s	hp_rate	beta
0	-1883.824818206533	-0.2872154710396474	-1883.5376027354935	0.14152743199147874	0.06455582311583971	0.034899836091996844	0.04623237984033208	2.772588722239781	2.772588722239781	10.0	0.0	0.0	0.0	1.0	1.0
1000000	-1234.1232002906556	-0.37154650529301925	-1233.7516537853626	0.03683637964411952	0.012928672454832157	0.12532420936859395	0.19645724382547367	0.351190926916021	0.645142333111996	2005725858.432166	0.0	0.0	0.0	1.0	1.0
2000000	-1233.7274522297855	-0.41163514777880134	-1233.3158170820068	0.03844950230146953	0.0181701290400939	0.14670286701760615	0.20831264941963173	0.2639652170907531	0.6634448696803448	1169852658748.324	0.0	0.0	0.0	1.0	1.0
3000000	-1233.5566221257513	-0.37700678402177235	-1233.1796153417297	0.024244828985686327	0.009652808053353465	0.15486593154431863	0.18824321543841388	0.35218205356061755	0.6948767907254374	1.513752806636821e+24	0.0	0.0	0.0	1.0	1.0
4000000	-1235.9978460410723	-0.43280509448394144	-1235.5650409465884	0.03863953704076011	0.024609846871991463	0.12973713799420755	0.23981857257698233	0.26289091688064803	0.6922149834747031	2.7856429516482248e+32	0.0	0.0	0.0	1.0	1.0
5000000	-1233.4291135534295	-0.37158502859195314	-1233.0575285248376	0.029840664142890813	0.002055178221493616	0.17057147568741712	0.1691177105401516	0.3152208674805176	0.6247273823495565	3.6058953650358414e+38	0.0	0.0	0.0	1.0	1.0
6000000	-1234.4628154106738	-0.4206782855045113	-1234.0421371251693	0.014336241600175069	0.0133734313814351	0.18028867749480337	0.2126799350280978	0.35714474531865165	0.682148478641335	4.693420636942683e+50	0.0	0.0	0.0	1.0	1.0
7000000	-1234.4041197673773	-0.36614352276934126	-1234.037976244608	0.013711145412154128	0.013417752614608312	0.14291492961434318	0.19609969512823566	0.24677664210699585	0.6942451833183286	3.0630521853805273e+58	0.0	0.0	0.0	1.0	1.0
8000000	-1234.09863211318	-0.36714752459708205	-1233.7314845885828	0.017137396504143327	0.0080257008158124	0.14596484853680783	0.19601957874031845	0.32141093591613334	0.5378446232655959	8.23122298697492e+58	0.0	0.0	0.0	1.0	1.0
9000000	-1235.674030522917	-0.3793189744208051	-1235.2947115484963	0.024121830155369308	0.018902061620361857	0.1373085540877358	0.19898652855733814	0.2304288599598854	0.6081993078267043	2.1935824738284615e+64	0.0	0.0	0.0	1.0	1.0
