Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51	start_52	end_52	start_53	end_53	start_54	end_54	start_55	end_55	start_56	end_56	start_57	end_57	start_58	end_58	start_59	end_59	start_60	end_60	start_61	end_61	start_62	end_62	start_63	end_63	start_64	end_64	start_65	end_65	start_66	end_66	start_67	end_67	start_68	end_68	start_69	end_69	start_70	end_70	start_71	end_71	start_72	end_72	start_73	end_73	start_74	end_74	start_75	end_75
0	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	40	57	2	45	1	1	2	2	3	31	3	3	5	5	5	5	4	4	4	4	4	4	5	5	5	5	5	5	3	31	3	12	3	12	3	3	3	3	4	4	12	12	16	4	5	5	5	5	5	5	1	16	3	12	3	3	3	3	3	3	3	3	3	3	5	5	4	4	4	4	5	5	16	16	16	16	41	16	5	56	3	3	1	7	2	7	53	53	59	53	13	59	5	5	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	13	1	1
10	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	9	57	50	45	2	1	2	2	9	31	3	3	5	5	5	5	5	4	5	4	5	4	5	5	5	5	5	5	3	31	4	12	4	12	20	3	3	3	4	4	12	12	5	4	5	5	5	5	5	5	1	5	4	12	6	37	6	20	34	4	6	34	21	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	37	21	2	9	6	2	2	50	2	9	6	2	3	37	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	51	5	8	51	1	8	1	1
20	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	16	5	4	4	4	4	5	5	5	5	2	57	9	45	1	1	7	2	4	31	4	3	5	5	5	5	5	4	5	4	5	4	5	5	5	5	5	5	4	31	4	12	18	12	6	3	3	3	4	4	12	12	5	4	5	5	5	5	5	5	1	5	3	12	3	19	2	3	4	36	4	4	6	11	5	5	5	5	5	5	5	5	5	5	5	5	14	5	5	39	47	4	6	7	2	34	6	2	18	47	16	39	5	5	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	47	5	6	58	1	41	1	1
30	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	20	57	4	45	2	1	2	2	2	31	34	3	5	5	5	5	5	4	5	4	5	4	5	5	5	5	5	5	5	31	5	12	5	12	5	3	5	3	4	4	12	12	5	4	5	5	5	5	5	5	1	5	5	12	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	2	34	4	2	2	4	33	36	6	47	4	19	5	5	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	5	2	5	3	2	1	12	1	1
40	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	1	57	1	45	1	1	2	2	1	31	1	3	5	5	5	5	5	4	5	4	5	4	5	5	5	5	5	5	9	31	2	12	37	12	3	3	3	3	4	4	12	12	5	4	5	5	5	5	5	5	1	5	34	12	4	3	6	50	6	50	6	34	13	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	13	1	1	7	7	3	7	15	8	1	27	3	1	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	52	5	2	5	3	59	1	3	1	1
50	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	16	5	4	4	4	4	5	5	5	5	1	57	6	45	36	1	2	2	25	31	4	3	5	5	5	5	5	4	5	4	5	4	5	5	5	5	5	5	5	31	5	12	5	12	5	3	5	3	4	4	4	12	5	4	5	5	5	5	5	5	1	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	25	6	36	1	6	5	1	30	5	15	30	5	5	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	15	1	1
60	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	1	57	1	45	1	1	2	2	40	31	2	3	5	5	5	5	4	4	4	4	4	4	5	5	5	5	5	5	4	31	4	12	4	12	3	3	3	3	4	4	4	12	3	4	5	5	5	5	5	5	1	15	4	4	19	3	20	37	4	4	4	4	4	20	5	5	4	4	4	4	5	5	16	16	16	16	41	16	1	41	15	53	1	7	1	1	1	1	7	27	1	7	5	5	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	5	5	1	13	1	1	1	1
70	15	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	32	57	9	45	1	1	7	2	4	31	4	3	5	5	5	5	4	4	4	4	4	4	5	5	5	5	5	5	3	31	3	12	3	12	3	3	3	3	4	4	12	12	4	4	5	5	5	5	30	5	1	30	3	12	3	3	3	3	3	3	3	3	3	3	5	5	4	4	4	4	5	5	16	16	16	16	55	16	50	62	4	4	2	7	2	9	48	32	1	48	19	58	5	5	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	15	5	5	1	40	1	1
80	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	5	57	27	45	1	1	2	2	3	31	3	3	5	5	5	5	4	4	4	4	4	4	5	5	5	5	5	5	3	31	3	12	3	12	3	3	3	3	4	4	12	12	5	4	5	5	5	5	5	5	1	5	3	12	3	3	3	3	3	3	3	3	3	3	5	5	4	4	4	4	5	5	16	16	16	16	15	16	5	15	3	3	1	7	15	27	15	15	5	15	5	5	5	5	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	1	1
90	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	4	57	2	45	6	1	3	2	3	31	18	3	5	5	5	5	5	4	5	4	5	4	5	5	5	5	5	5	6	31	12	12	6	12	4	3	4	3	4	4	12	12	5	4	5	5	5	5	5	5	1	5	3	12	32	4	47	47	12	37	6	37	1	47	5	5	5	5	5	5	5	5	5	5	5	5	53	5	17	59	31	34	3	19	20	9	4	20	1	31	3	17	5	5	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	4	5	29	10	1	45	1	1
