Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-130.1047	-95.22414	-34.88055	0.39343	0.60657	251.882	231.332	214.084	189.663	151.578	120.332	111.218	88.3482	64.0706	49.6619	31.5545	18.9914	2.82834	0	1.10306	0.6065698	0.3934302	0.01
10	-119.4217	-81.79769	-37.62397	0.251127	0.748873	250.627	231.483	217.797	197.613	158.265	123.032	108.275	88.1751	75.055	43.1669	26.9697	18.7581	4.12013	0	1.167925	0.7488726	0.2511274	0.1385658
20	-120.9728	-81.25095	-39.72185	0.084245	0.915755	248.837	235.594	216.382	195.058	146.752	123.811	100.699	85.5728	79.4599	49.8413	29.5101	16.0553	4.35276	0	2.309019	0.915755	0.08424501	0.1050545
30	-120.6069	-82.63427	-37.9726	0.873932	0.126068	255.343	232.881	217.691	192.252	141.482	121.436	100.481	81.5831	66.7842	50.8928	20.0533	17.8811	2.82893	0	1.481964	0.1260677	0.8739323	0.1057926
40	-123.1772	-82.45729	-40.71992	0.217932	0.782068	247.559	224.442	203.999	192.091	146.871	136.031	109.109	83.7999	65.0198	46.6222	22.0562	13.0374	1.78987	0	2.465664	0.7820679	0.2179321	0.2055649
50	-121.0496	-83.26055	-37.78902	0.270554	0.729446	258.959	222.328	213.488	187.934	149.824	138.908	110.249	81.024	60.5563	43.6936	27.4875	14.2508	2.53772	0	1.291703	0.729446	0.270554	0.1293416
60	-118.9357	-80.5926	-38.34307	0.653868	0.346132	254.245	224.552	209.123	199.204	150.671	136.831	108.861	82.8285	61.9254	52.0375	36.3156	15.097	4.7741	0	1.787827	0.3461319	0.6538681	0.08022682
70	-118.5004	-80.36011	-38.14028	0.0202414	0.979759	248.903	222.629	201.394	192.77	157.13	127.143	111.584	82.2193	66.9511	54.8367	39.8508	9.69473	4.32752	0	1.494374	0.9797586	0.02024145	0.1219229
80	-121.3227	-81.94532	-39.3774	0.679416	0.320584	253.501	227.516	207.047	199.102	150.855	136.093	112.693	86.339	67.403	56.2874	31.0555	10.2922	2.892	0	1.930118	0.3205836	0.6794164	0.166436
90	-118.2649	-80.03057	-38.2343	0.727282	0.272718	253.132	234.128	206.481	194.96	142.638	133.296	103.911	80.3881	74.3337	56.8657	36.9675	6.46984	2.83221	0	1.28903	0.272718	0.727282	0.2029495
100	-118.54	-80.24832	-38.29166	0.951	0.049	250.053	229.22	216.62	195.685	145.703	128.243	108.419	80.3199	76.9603	49.4363	39.3625	8.41917	3.15248	0	1.306027	0.04899998	0.951	0.2078917
110	-118.3287	-80.62577	-37.70295	0.667679	0.332321	245.874	237.173	219.721	196.982	146.643	132.969	106.735	83.7964	73.1737	57.1366	30.5803	7.47229	4.94793	0	1.229701	0.3323209	0.6676791	0.1337125
120	-118.4379	-80.80153	-37.63637	0.70228	0.29772	257.199	236.703	214.413	194.661	144.078	139.996	101.504	80.569	75.6465	47.9558	23.1417	12.3629	4.97801	0	1.53208	0.2977199	0.7022801	0.06808979
130	-117.9328	-80.24411	-37.68868	0.661001	0.338999	252.998	229.435	213.838	187.281	142.619	136.04	107.948	80.2375	72.1171	59.4708	31.3841	6.14427	4.12575	0	1.181466	0.3389986	0.6610014	0.1442206
140	-120.518	-82.50875	-38.00921	0.0143094	0.985691	253.011	232.376	218.926	186.749	143.62	132.314	106.848	89.7697	71.5535	57.2633	30.8124	11.7518	3.41535	0	1.378092	0.9856906	0.0143094	0.135758
150	-120.7315	-81.6617	-39.06984	0.678128	0.321872	252.446	235.528	215.874	191.614	156.498	138.034	117.582	83.2021	78.3261	58.787	34.4885	10.324	4.93347	0	1.779752	0.3218719	0.6781281	0.1688312
