Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-139.4876	-105.0503	-34.43726	0.270264	0.729736	256.675	220.297	217.956	181.2	140.122	131.379	119.679	86.1835	72.7142	40.1918	39.5889	13.0831	0.426873	0	0.6560235	0.7297363	0.2702637	0.01
10	-129.5314	-88.94904	-40.5824	0.998713	0.00128722	247.671	221.538	219.76	184.704	144.704	139.646	101.496	93.5726	69.2805	42.1024	37.1143	12.3279	0.473869	0	1.202288	0.001287218	0.9987128	2.506377
20	-128.0224	-86.576	-41.44643	0.13286	0.86714	251.556	230.07	218.226	182.638	153.905	130.058	110.199	96.5498	70.0294	54.6146	37.4339	17.8558	0.35517	0	1.586374	0.8671404	0.1328596	2.742953
30	-128.9756	-88.43206	-40.54352	0.0387088	0.961291	248.81	222.272	209.736	184.545	156.347	127.936	106.527	96.0791	70.662	43.4186	29.1479	15.2283	0.354965	0	1.249685	0.9612912	0.0387088	2.204455
40	-130.5602	-86.63188	-43.92833	0.215982	0.784018	243.706	221.849	210.246	184.976	140.806	138.806	116.391	86.1781	69.3684	57.2318	39.811	18.3376	0.330833	0	2.811985	0.7840175	0.2159825	2.510024
50	-128.6276	-87.07422	-41.55339	0.299567	0.700433	241.136	233.294	203.838	180.561	140.386	130.768	117.75	86.1149	73.5837	56.6318	37.4197	16.6501	0.354522	0	1.577872	0.7004334	0.2995666	3.107797
60	-130.5695	-87.34137	-43.22808	0.275797	0.724203	248.057	230.605	214.411	191.01	155.828	135.603	119.109	85.8055	60.063	41.7457	35.514	12.9004	0.500954	0	2.851849	0.7242028	0.2757972	1.150638
70	-126.1162	-86.91078	-39.20541	0.867844	0.132156	248.403	234.477	219.55	183.992	158.828	128.944	115.923	82.2167	75.6825	46.6628	37.5123	9.85642	1.63121	0	1.286871	0.1321558	0.8678442	0.5382245
80	-119.388	-84.65767	-34.7303	0.41346	0.58654	242.979	234.036	217.714	182.358	156.984	126.412	118.281	92.4818	67.958	46.6553	35.0472	10.9511	3.12903	0	0.9920511	0.5865398	0.4134602	0.01028364
90	-121.1477	-84.63956	-36.50809	0.833566	0.166434	249.611	221.56	206.099	189.408	154.57	127.426	117.791	97.2097	64.2884	46.6443	36.0668	10.7853	2.97913	0	1.406648	0.1664342	0.8335658	0.02855534
