Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	simmap
0	{4,61.5657}	{5,2.54737}	{5,2.54737}	{5,63.3625}	{5,63.3625}	{5,6.62717}	{16,1.52763:5,5.09954}	{5,14.8611}	{4,1.0968}	{4,1.0968}	{5,5.50587}	{5,7.99373}	{5,8.09518}	{5,8.20677}	{5,3.94559}	{5,3.94559}	{16,0.160864:5,37.57}	{3,54.3369:9,24.2323:3,13.6759}	{31,1.24632:12,3.03522:4,16.1694:12,16.8248:3,54.9693}	{57,0.399312:42,12.5668:22,52.395:9,19.1992:3,4.37897}	{45,15.4702:57,6.51469:43,26.3659}	{1,3.8727}	{2,3.8727}	{31,1.69517:12,7.43227:3,5.39543:9,18.69:34,7.86656:19,8.00522:3,3.57149}	{12,2.56:3,32.1513}	{12,6.456:3,28.2553}	{3,4.08589}	{3,4.08589}	{4,0.418829}	{12,0.418829}	{4,9.9355}	{4,6.2764}	{4,6.2764}	{5,6.13292}	{5,3.97431}	{5,3.97431}	{5,17.2756}	{5,23.1554}	{5,2.15861}	{5,6.21704}	{4,3.6591}	{4,2.03959:20,0.374864}	{41,4.92569}	{41,5.87974}	{41,24.6431:16,0.370028:41,14.6761:21,10.6523}	{12,29.1548:3,4.36477}	{3,29.8525}	{3,24.4794}	{3,17.9448}	{3,5.76171}	{3,15.079}	{40,6.3996:52,36.7852:33,1.01845:17,1.88457:1,26.4195}	{7,7.76829:1,36.7097}	{43,17.1195:59,5.58483:53,15.8166:28,2.06767}	{28,7.06933}	{3,3.76356}	{28,0.32936:43,2.70018:26,18.4524:51,2.19456:38,26.3191}	{38,5.61759:13,15.2186:5,13.2963}	{5,14.2463}	{4,0.13991:16,0.111784:5,4.15737}	{5,2.48786}	{5,0.101448}	{5,0.111592}	{5,6.65435}	{5,3.3308}	{5,19.5389}	{5,12.5152}	{5,43.6188}	{5,28.2782:13,14.3994:27,0.516603:15,39.8035:5,31.0141}	{5,100.895}	{5,15.8789}	{5,10.3738:13,37.8547:1,19.1845}	{5,59.0183}	{16,45.1921:41,0.322849:21,13.318:38,47.2357:13,60.0834:1,19.8319}	{1,0}	(((((Hemiscyllium_strahani:{5,23.1554},(Hemiscyllium_ocellatum:{5,17.2756},(((Hemiscyllium_trispeculare:{5,3.97431},Hemiscyllium_michaeli:{5,3.97431}):{5,2.15861},Hemiscyllium_hallstromi:{5,6.13292}):{5,6.21704},((Hemiscyllium_henryi:{4,6.2764},Hemiscyllium_galei:{4,6.2764}):{4,3.6591},Hemiscyllium_halmahera:{4,9.9355}):{4,2.03959:20,0.374864}):{41,4.92569}):{41,5.87974}):{41,24.6431:16,0.370028:41,14.6761:21,10.6523},(((Chiloscyllium_griseum:{12,0.418829},Chiloscyllium_hasseltii:{4,0.418829}):{12,29.1548:3,4.36477},(Chiloscyllium_arabicum:{3,4.08589},Chiloscyllium_burmensis:{3,4.08589}):{3,29.8525}):{3,24.4794},((Chiloscyllium_plagiosum:{12,6.456:3,28.2553},Chiloscyllium_indicum:{12,2.56:3,32.1513}):{3,17.9448},Chiloscyllium_punctatum:{31,1.69517:12,7.43227:3,5.39543:9,18.69:34,7.86656:19,8.00522:3,3.57149}):{3,5.76171}):{3,15.079}):{40,6.3996:52,36.7852:33,1.01845:17,1.88457:1,26.4195},((((Ginglymostoma_cirratum:{2,3.8727},Ginglymostoma_unami:{1,3.8727}):{7,7.76829:1,36.7097},Nebrius_ferrugineus:{45,15.4702:57,6.51469:43,26.3659}):{43,17.1195:59,5.58483:53,15.8166:28,2.06767},Rhincodon_typus:{57,0.399312:42,12.5668:22,52.395:9,19.1992:3,4.37897}):{28,7.06933},(Stegostoma_fasciatum:{31,1.24632:12,3.03522:4,16.1694:12,16.8248:3,54.9693},Pseudoginglymostoma_brevicaudatum:{3,54.3369:9,24.2323:3,13.6759}):{3,3.76356}):{28,0.32936:43,2.70018:26,18.4524:51,2.19456:38,26.3191}):{38,5.61759:13,15.2186:5,13.2963},(((Eucrossorhinus_dasypogon:{16,0.160864:5,37.57},((Orectolobus_floridus:{5,3.94559},Sutorectus_tentaculatus:{5,3.94559}):{5,14.2463},((Orectolobus_hutchinsi:{5,8.20677},(Orectolobus_halei:{5,8.09518},(Orectolobus_parvimaculatus:{5,7.99373},(Orectolobus_maculatus:{5,5.50587},(Orectolobus_leptolineatus:{4,1.0968},Orectolobus_japonicus:{4,1.0968}):{4,0.13991:16,0.111784:5,4.15737}):{5,2.48786}):{5,0.101448}):{5,0.111592}):{5,6.65435},Orectolobus_ornatus:{5,14.8611}):{5,3.3308}):{5,19.5389}):{5,12.5152},(Orectolobus_wardi:{16,1.52763:5,5.09954},Orectolobus_reticulatus:{5,6.62717}):{5,43.6188}):{5,28.2782:13,14.3994:27,0.516603:15,39.8035:5,31.0141},(Brachaelurus_waddi:{5,63.3625},Brachaelurus_colcloughi:{5,63.3625}):{5,100.895}):{5,15.8789}):{5,10.3738:13,37.8547:1,19.1845},((Parascyllium_collare:{5,2.54737},Parascyllium_ferrugineum:{5,2.54737}):{5,59.0183},Cirrhoscyllium_formosanum:{4,61.5657}):{16,45.1921:41,0.322849:21,13.318:38,47.2357:13,60.0834:1,19.8319});
100	{4,1.04566:16,2.22597:5,58.2941}	{5,2.54737}	{5,2.54737}	{5,63.3625}	{5,63.3625}	{5,6.62717}	{16,3.05684:5,3.57033}	{5,14.8611}	{4,0.144034:16,0.952771}	{4,1.0968}	{5,5.50587}	{5,7.99373}	{5,8.09518}	{5,8.20677}	{5,3.94559}	{5,3.94559}	{16,3.77643:5,33.9544}	{3,0.256798:12,0.0340161:31,0.468739:12,0.607607:3,2.85546:8,3.45111:24,0.320192:49,0.891503:24,0.412325:8,4.90105:22,4.15261:42,1.07994:25,1.35513:9,6.23613:2,6.77391:9,10.0682:3,0.119426:19,1.76109:3,4.95175:8,0.109921:22,1.0883:47,0.665606:22,2.81934:47,2.95972:32,1.02723:7,6.15822:1,4.22869:17,3.30854:33,0.838246:8,0.640634:24,3.35968:42,1.04698:58,1.77286:47,1.20586:34,0.241192:18,5.3086:6,4.56473:20,0.203682}	{31,2.18671:12,0.357734:3,5.91806:19,1.9043:6,6.55113:19,0.675762:37,1.55705:12,1.45772:4,2.72972:20,5.93927:6,5.21774:18,0.290064:34,0.19037:19,4.50616:3,7.85451:9,0.213022:34,1.90349:9,4.22832:3,2.28638:12,0.355346:37,1.17285:20,1.22476:37,4.62457:50,3.05583:34,0.479082:50,2.22331:34,9.3341:50,0.156421:37,2.00288:50,1.00222:34,4.64671:18,4.32208:6,1.67737}	{57,0.199621:42,5.71191:25,2.30006:50,0.782655:34,3.06999:50,0.314094:58,1.99225:50,7.14277:37,5.62566:50,8.31274:37,3.18912:50,2.72848:34,0.60544:9,0.99687:2,0.286152:7,1.79717:1,23.2063:7,0.793559:22,1.72897:7,4.69369:1,13.4618}	{45,0.74498:61,0.627973:49,3.26427:58,3.47263:48,1.26884:58,2.34153:47,0.105371:32,0.0616581:17,9.57295:35,0.978596:48,2.58118:58,1.38412:50,0.657149:37,0.25442:19,1.97276:6,2.17687:18,0.0913076:6,4.66613:17,2.49647:33,0.787194:47,4.53692:22,4.30739}	{1,3.8727}	{2,1.32182:7,2.1462:32,0.404675}	{31,0.133388:16,3.63142:4,0.449535:12,1.20843:3,0.709143:9,1.78545:34,4.47589:19,9.93859:3,5.32102:12,0.220001:4,3.46626:20,8.40537:37,6.16359:12,3.72466:25,0.389197:50,2.6342}	{12,1.30958:4,4.88568:12,1.2714:4,1.75187:20,0.260366:36,0.0224956:18,9.35357:2,0.780888:9,4.44533:3,1.7627:9,0.923293:22,6.0548:9,1.04793:3,0.841448}	{12,1.79599:37,6.86326:20,1.12985:37,0.509418:12,0.0303448:4,0.819737:20,0.291093:37,4.44705:50,2.52789:37,0.781477:12,4.76553:25,1.236:42,2.40463:25,2.91984:12,2.00227:37,1.16049:50,1.02647}	{3,4.08589}	{3,2.49376:9,1.05745:34,0.534684}	{4,0.418829}	{12,0.418829}	{4,0.20189:16,1.70206:5,8.03155}	{4,0.796129:16,2.18867:5,3.2916}	{4,2.40251:16,2.35029:5,1.5236}	{5,6.13292}	{5,3.97431}	{5,3.97431}	{5,17.2756}	{5,23.1554}	{5,2.15861}	{5,6.21704}	{5,3.6591}	{5,2.41446}	{5,4.92569}	{5,5.87974}	{5,47.6525:16,1.58258:29,1.10646}	{12,11.2977:24,0.151297:49,0.398384:58,0.124671:50,0.314825:37,2.92282:12,1.07667:24,0.212465:42,1.99955:22,4.79069:42,1.83979:22,1.47732:9,1.18699:3,5.72642}	{34,1.65626:19,2.61918:34,2.30165:47,5.47167:58,1.31696:49,0.662078:58,2.9784:47,2.34224:32,3.45623:18,1.53192:2,2.30095:9,2.64776:3,0.567235}	{3,4.15385:19,6.29781:34,4.35297:18,1.19948:32,1.87403:18,1.87635:6,4.72493}	{50,10.6554:36,1.53564:20,0.332396:6,5.42139}	{50,0.894593:34,4.86712}	{34,5.76977:19,1.00902:6,0.588882:20,4.69804:4,3.01334}	{29,1.75009:44,2.19809:60,1.50523:55,6.05417:41,4.638:55,2.18695:39,0.84525:53,0.156515:62,1.02902:56,0.440369:40,0.634054:19,4.63999:3,4.18364:19,2.86982:34,0.50493:19,4.55734:3,5.15486:19,2.10344:3,0.794213:9,6.26779:22,1.11066:47,1.41588:32,0.551941:47,1.25927:33,2.75216:52,5.07878:38,1.8388:52,2.05867:38,3.92745}	{32,2.93446:7,2.16323:32,0.00376165:18,3.12988:2,2.21148:18,2.25194:2,5.63889:18,0.351663:2,2.75618:9,12.5688:3,10.4677}	{22,15.3659:47,0.136929:22,2.34979:8,5.02793:22,0.107093:7,5.40092:23,0.0864762:10,12.1135}	{10,1.41959:24,0.905984:49,1.61024:37,3.13351}	{20,0.573027:4,3.19053}	{37,0.291997:20,2.02601:6,8.96236:18,10.8204:2,4.14345:11,4.52461:36,3.86734:20,9.50499:4,5.85442}	{54,1.96103:41,0.100495:54,2.87987:38,1.29943:17,0.00713061:38,1.34674:52,1.19563:38,2.07854:13,1.95103:38,5.93906:13,4.85717:1,10.5164}	{5,14.2463}	{16,2.66668:5,1.74239}	{5,2.48786}	{5,0.101448}	{5,0.111592}	{5,6.65435}	{5,3.3308}	{5,19.5389}	{5,12.5152}	{5,43.6188}	{5,95.6289:13,1.03795:26,6.32181:13,1.9534:1,9.06974}	{5,33.8555:21,17.2348:41,3.35333:54,2.52882:60,4.4525:54,0.642037:29,0.538959:10,1.64999:23,1.71606:48,0.3938:32,4.85037:51,2.97125:59,0.23507:43,1.96764:28,1.78537:14,3.44214:28,2.27978:53,8.20912:59,1.01638:52,3.79992:38,3.97241}	{38,0.569652:17,1.9491:33,1.16616:17,6.42998:1,5.76404}	{1,0.890446:17,0.324509:33,1.64715:17,6.75439:33,0.293902:52,3.33052:27,3.65338:52,0.0477829:61,8.86297:49,0.909197:61,0.0075974:45,1.7183:61,0.253776:49,0.412132:61,2.96802:56,3.26156:40,2.00938:15,2.06673:5,2.70202:13,1.36144:1,23.9378}	{5,59.0183}	{5,17.5995:15,15.2646:40,7.649:56,0.525307:62,4.11855:56,1.93541:62,2.82061:55,0.84966:62,3.01166:50,0.829941:58,0.807636:42,0.787367:23,0.282497:48,3.2473:58,0.750968:42,0.230519:58,1.03558:48,1.28092:32,1.67089:17,1.29288:38,1.04231:51,1.70536:38,0.520247:54,2.3865:60,6.47996:54,0.144567:29,0.243941:16,2.20968:41,4.7781:56,0.784933:61,1.21211:54,0.963201:61,2.16263:56,1.95561:61,5.46457:52,7.72335:40,0.771237:52,5.23515:27,0.201025:52,6.41355:33,1.48405:8,1.9086:33,0.427617:52,0.187636:61,0.364997:52,0.901906:40,0.0494974:15,10.096:40,1.9158:21,0.780338:41,3.41161:54,1.6249:38,2.29698:13,4.10343:1,38.0419}	{1,0}	(((((Hemiscyllium_strahani:{5,23.1554},(Hemiscyllium_ocellatum:{5,17.2756},(((Hemiscyllium_trispeculare:{5,3.97431},Hemiscyllium_michaeli:{5,3.97431}):{5,2.15861},Hemiscyllium_hallstromi:{5,6.13292}):{5,6.21704},((Hemiscyllium_henryi:{4,2.40251:16,2.35029:5,1.5236},Hemiscyllium_galei:{4,0.796129:16,2.18867:5,3.2916}):{5,3.6591},Hemiscyllium_halmahera:{4,0.20189:16,1.70206:5,8.03155}):{5,2.41446}):{5,4.92569}):{5,5.87974}):{5,47.6525:16,1.58258:29,1.10646},(((Chiloscyllium_griseum:{12,0.418829},Chiloscyllium_hasseltii:{4,0.418829}):{12,11.2977:24,0.151297:49,0.398384:58,0.124671:50,0.314825:37,2.92282:12,1.07667:24,0.212465:42,1.99955:22,4.79069:42,1.83979:22,1.47732:9,1.18699:3,5.72642},(Chiloscyllium_arabicum:{3,2.49376:9,1.05745:34,0.534684},Chiloscyllium_burmensis:{3,4.08589}):{34,1.65626:19,2.61918:34,2.30165:47,5.47167:58,1.31696:49,0.662078:58,2.9784:47,2.34224:32,3.45623:18,1.53192:2,2.30095:9,2.64776:3,0.567235}):{3,4.15385:19,6.29781:34,4.35297:18,1.19948:32,1.87403:18,1.87635:6,4.72493},((Chiloscyllium_plagiosum:{12,1.79599:37,6.86326:20,1.12985:37,0.509418:12,0.0303448:4,0.819737:20,0.291093:37,4.44705:50,2.52789:37,0.781477:12,4.76553:25,1.236:42,2.40463:25,2.91984:12,2.00227:37,1.16049:50,1.02647},Chiloscyllium_indicum:{12,1.30958:4,4.88568:12,1.2714:4,1.75187:20,0.260366:36,0.0224956:18,9.35357:2,0.780888:9,4.44533:3,1.7627:9,0.923293:22,6.0548:9,1.04793:3,0.841448}):{50,10.6554:36,1.53564:20,0.332396:6,5.42139},Chiloscyllium_punctatum:{31,0.133388:16,3.63142:4,0.449535:12,1.20843:3,0.709143:9,1.78545:34,4.47589:19,9.93859:3,5.32102:12,0.220001:4,3.46626:20,8.40537:37,6.16359:12,3.72466:25,0.389197:50,2.6342}):{50,0.894593:34,4.86712}):{34,5.76977:19,1.00902:6,0.588882:20,4.69804:4,3.01334}):{29,1.75009:44,2.19809:60,1.50523:55,6.05417:41,4.638:55,2.18695:39,0.84525:53,0.156515:62,1.02902:56,0.440369:40,0.634054:19,4.63999:3,4.18364:19,2.86982:34,0.50493:19,4.55734:3,5.15486:19,2.10344:3,0.794213:9,6.26779:22,1.11066:47,1.41588:32,0.551941:47,1.25927:33,2.75216:52,5.07878:38,1.8388:52,2.05867:38,3.92745},((((Ginglymostoma_cirratum:{2,1.32182:7,2.1462:32,0.404675},Ginglymostoma_unami:{1,3.8727}):{32,2.93446:7,2.16323:32,0.00376165:18,3.12988:2,2.21148:18,2.25194:2,5.63889:18,0.351663:2,2.75618:9,12.5688:3,10.4677},Nebrius_ferrugineus:{45,0.74498:61,0.627973:49,3.26427:58,3.47263:48,1.26884:58,2.34153:47,0.105371:32,0.0616581:17,9.57295:35,0.978596:48,2.58118:58,1.38412:50,0.657149:37,0.25442:19,1.97276:6,2.17687:18,0.0913076:6,4.66613:17,2.49647:33,0.787194:47,4.53692:22,4.30739}):{22,15.3659:47,0.136929:22,2.34979:8,5.02793:22,0.107093:7,5.40092:23,0.0864762:10,12.1135},Rhincodon_typus:{57,0.199621:42,5.71191:25,2.30006:50,0.782655:34,3.06999:50,0.314094:58,1.99225:50,7.14277:37,5.62566:50,8.31274:37,3.18912:50,2.72848:34,0.60544:9,0.99687:2,0.286152:7,1.79717:1,23.2063:7,0.793559:22,1.72897:7,4.69369:1,13.4618}):{10,1.41959:24,0.905984:49,1.61024:37,3.13351},(Stegostoma_fasciatum:{31,2.18671:12,0.357734:3,5.91806:19,1.9043:6,6.55113:19,0.675762:37,1.55705:12,1.45772:4,2.72972:20,5.93927:6,5.21774:18,0.290064:34,0.19037:19,4.50616:3,7.85451:9,0.213022:34,1.90349:9,4.22832:3,2.28638:12,0.355346:37,1.17285:20,1.22476:37,4.62457:50,3.05583:34,0.479082:50,2.22331:34,9.3341:50,0.156421:37,2.00288:50,1.00222:34,4.64671:18,4.32208:6,1.67737},Pseudoginglymostoma_brevicaudatum:{3,0.256798:12,0.0340161:31,0.468739:12,0.607607:3,2.85546:8,3.45111:24,0.320192:49,0.891503:24,0.412325:8,4.90105:22,4.15261:42,1.07994:25,1.35513:9,6.23613:2,6.77391:9,10.0682:3,0.119426:19,1.76109:3,4.95175:8,0.109921:22,1.0883:47,0.665606:22,2.81934:47,2.95972:32,1.02723:7,6.15822:1,4.22869:17,3.30854:33,0.838246:8,0.640634:24,3.35968:42,1.04698:58,1.77286:47,1.20586:34,0.241192:18,5.3086:6,4.56473:20,0.203682}):{20,0.573027:4,3.19053}):{37,0.291997:20,2.02601:6,8.96236:18,10.8204:2,4.14345:11,4.52461:36,3.86734:20,9.50499:4,5.85442}):{54,1.96103:41,0.100495:54,2.87987:38,1.29943:17,0.00713061:38,1.34674:52,1.19563:38,2.07854:13,1.95103:38,5.93906:13,4.85717:1,10.5164},(((Eucrossorhinus_dasypogon:{16,3.77643:5,33.9544},((Orectolobus_floridus:{5,3.94559},Sutorectus_tentaculatus:{5,3.94559}):{5,14.2463},((Orectolobus_hutchinsi:{5,8.20677},(Orectolobus_halei:{5,8.09518},(Orectolobus_parvimaculatus:{5,7.99373},(Orectolobus_maculatus:{5,5.50587},(Orectolobus_leptolineatus:{4,1.0968},Orectolobus_japonicus:{4,0.144034:16,0.952771}):{16,2.66668:5,1.74239}):{5,2.48786}):{5,0.101448}):{5,0.111592}):{5,6.65435},Orectolobus_ornatus:{5,14.8611}):{5,3.3308}):{5,19.5389}):{5,12.5152},(Orectolobus_wardi:{16,3.05684:5,3.57033},Orectolobus_reticulatus:{5,6.62717}):{5,43.6188}):{5,95.6289:13,1.03795:26,6.32181:13,1.9534:1,9.06974},(Brachaelurus_waddi:{5,63.3625},Brachaelurus_colcloughi:{5,63.3625}):{5,33.8555:21,17.2348:41,3.35333:54,2.52882:60,4.4525:54,0.642037:29,0.538959:10,1.64999:23,1.71606:48,0.3938:32,4.85037:51,2.97125:59,0.23507:43,1.96764:28,1.78537:14,3.44214:28,2.27978:53,8.20912:59,1.01638:52,3.79992:38,3.97241}):{38,0.569652:17,1.9491:33,1.16616:17,6.42998:1,5.76404}):{1,0.890446:17,0.324509:33,1.64715:17,6.75439:33,0.293902:52,3.33052:27,3.65338:52,0.0477829:61,8.86297:49,0.909197:61,0.0075974:45,1.7183:61,0.253776:49,0.412132:61,2.96802:56,3.26156:40,2.00938:15,2.06673:5,2.70202:13,1.36144:1,23.9378},((Parascyllium_collare:{5,2.54737},Parascyllium_ferrugineum:{5,2.54737}):{5,59.0183},Cirrhoscyllium_formosanum:{4,1.04566:16,2.22597:5,58.2941}):{5,17.5995:15,15.2646:40,7.649:56,0.525307:62,4.11855:56,1.93541:62,2.82061:55,0.84966:62,3.01166:50,0.829941:58,0.807636:42,0.787367:23,0.282497:48,3.2473:58,0.750968:42,0.230519:58,1.03558:48,1.28092:32,1.67089:17,1.29288:38,1.04231:51,1.70536:38,0.520247:54,2.3865:60,6.47996:54,0.144567:29,0.243941:16,2.20968:41,4.7781:56,0.784933:61,1.21211:54,0.963201:61,2.16263:56,1.95561:61,5.46457:52,7.72335:40,0.771237:52,5.23515:27,0.201025:52,6.41355:33,1.48405:8,1.9086:33,0.427617:52,0.187636:61,0.364997:52,0.901906:40,0.0494974:15,10.096:40,1.9158:21,0.780338:41,3.41161:54,1.6249:38,2.29698:13,4.10343:1,38.0419});
