Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-143.575	-108.5706	-35.00445	0.491548	0.508452	257.147	226.749	212.183	187.393	156.941	121.694	103.72	83.7421	79.1215	42.6116	30.7356	14.9157	0.357	0	0.4026983	0.5084525	0.4915475	0.01
10	-118.7225	-79.92206	-38.8004	0.17039	0.82961	259.977	229.768	217.464	180.609	153.493	125.263	117.908	80.2457	75.3033	56.5196	38.1266	16.686	3.33025	0	1.587709	0.8296103	0.1703897	0.1940178
20	-117.2651	-82.28855	-34.9766	0.270067	0.729933	253.298	236.039	216.282	192.274	144.885	133.064	107.815	90.5314	76.8057	58.3606	33.4214	19.0553	4.71799	0	0.6371727	0.7299326	0.2700674	0.01702687
30	-117.5341	-82.14439	-35.38974	0.672443	0.327557	253.687	235.719	218.075	184.879	150.749	123.781	114.303	86.7996	72.2071	56.2645	32.4894	18.8485	4.51519	0	1.066217	0.327557	0.672443	0.01770335
40	-116.6624	-81.10651	-35.55587	0.415095	0.584905	253.493	235.913	204.756	186.478	158.065	133.054	114.7	94.587	74.2257	57.4769	36.3692	15.592	4.9673	0	1.06046	0.5849046	0.4150954	0.02110137
50	-121.5431	-83.27749	-38.26561	0.870561	0.129439	257.178	239.361	207.103	188.062	149.14	123.91	117.811	89.8145	74.5079	59.2002	24.1528	15.4329	4.87437	0	2.106939	0.1294389	0.8705611	0.03754017
60	-117.7905	-79.55075	-38.23973	0.00224444	0.997756	243.38	235.937	200.92	195.638	149.071	122.01	108.555	82.5736	79.1794	41.6272	25.2084	6.78885	4.98918	0	1.488146	0.9977556	0.002244441	0.1364256
70	-118.6138	-79.47981	-39.13396	0.0871809	0.912819	240.766	230.106	200.869	197.264	152.945	123.421	101.86	81.9418	79.8633	50.5776	35.0039	19.2335	4.78825	0	2.124645	0.9128191	0.08718087	0.08615333
80	-118.3753	-81.18959	-37.18575	0.65593	0.34407	249.109	222.428	204.504	198.771	149.431	123.008	108.031	88.7274	75.6068	45.1081	32.622	16.1758	4.16534	0	1.154178	0.3440698	0.6559302	0.09164844
90	-118.3407	-82.26988	-36.07085	0.463152	0.536848	256.478	221.789	218.517	198.532	154.52	121.073	112.995	94.194	78.6161	50.698	38.7115	16.5704	4.34518	0	1.247655	0.5368478	0.4631522	0.02526562
100	-117.8672	-82.83036	-35.03681	0.499971	0.500029	247.286	229.872	219.134	192.614	155.081	130.483	117.354	82.8299	71.6022	59.3743	39.2801	8.55659	4.38787	0	0.8150254	0.5000292	0.4999708	0.01725941
110	-121.6399	-83.50329	-38.13659	0.734023	0.265977	257.467	222.504	207.189	198.976	155.681	132.932	118.887	86.8604	77.7261	47.4095	39.0869	18.3458	4.14335	0	1.20607	0.2659766	0.7340234	0.2156669
120	-117.9336	-81.1781	-36.75548	0.269721	0.730279	254.166	230.172	211.265	182.85	144.719	123.762	115.028	91.3775	79.9259	53.892	27.3951	16.4246	4.98972	0	0.931796	0.7302787	0.2697213	0.08476448
130	-117.7529	-81.7519	-36.00101	0.538706	0.461294	256.676	220.023	206.517	186.64	151.067	121.083	113.961	90.5699	69.7097	59.7274	23.972	18.8392	4.72806	0	1.206258	0.4612945	0.5387055	0.02547789
140	-117.147	-79.62595	-37.5211	0.24944	0.75056	252.548	234.191	203.55	183.043	153.712	127.012	112.498	85.8636	75.9701	57.4693	31.7314	7.9483	4.90475	0	1.185365	0.7505599	0.2494401	0.1210978
150	-118.3481	-81.41743	-36.93068	0.0237067	0.976293	258.748	236.735	201.331	188.494	153.313	127.493	103.065	80.6849	73.8748	42.4518	31.3925	10.5462	4.48241	0	0.8371043	0.9762933	0.02370665	0.1124574
160	-117.0489	-81.36855	-35.68039	0.304457	0.695543	257.599	237.078	203.337	184.523	157.757	135.995	102.684	80.4777	63.6814	46.3023	35.8634	16.5	4.7195	0	1.071117	0.6955434	0.3044566	0.02348374
170	-117.4894	-80.3537	-37.1357	0.816279	0.183721	240.101	235.984	202.994	188.387	152.343	123.81	105.48	80.2752	63.4835	50.942	28.9719	9.81358	4.61369	0	1.253839	0.1837211	0.8162789	0.0724183
180	-124.5129	-83.97344	-40.53942	0.411474	0.588526	243.191	228.822	213.252	184.436	153.308	120.388	116.233	83.5947	63.1307	48.2828	33.458	7.17648	3.93441	0	3.082359	0.5885257	0.4114743	0.04964565
190	-116.6918	-79.21584	-37.47598	0.0214093	0.978591	240.953	239.49	213.746	190.476	151.565	138.046	101.859	86.0437	68.5409	42.0977	36.7453	7.41017	4.859	0	1.434255	0.9785907	0.02140929	0.07104349
200	-119.2937	-81.22062	-38.07306	0.481332	0.518668	251.726	235.285	210.66	189.362	157.086	137.397	102.459	83.7651	64.7676	45.2589	31.4336	18.7844	4.73676	0	1.374931	0.5186682	0.4813318	0.1456356
210	-117.6094	-79.26611	-38.34328	0.259458	0.740542	252.228	224.386	214.157	191.468	150.101	134.201	106.678	80.2145	63.7275	54.4965	23.8878	18.8888	4.81198	0	1.906675	0.7405416	0.2594584	0.06221929
220	-116.8069	-79.54159	-37.26528	0.352636	0.647364	258.908	222.272	215.12	196.146	156.631	121.445	116.099	80.8662	70.6992	55.0158	31.7527	16.5982	4.24513	0	1.302886	0.6473637	0.3526363	0.07494944
230	-122.88	-83.09653	-39.78345	0.249376	0.750624	254.627	221.165	217.154	192.713	151.271	122.636	116.648	85.6137	76.188	52.5296	26.902	13.1754	4.12655	0	2.039508	0.7506242	0.2493758	0.1977275
240	-116.9757	-79.26516	-37.71058	0.20331	0.79669	259.353	237.749	215.619	182.421	141.377	129.608	105.164	83.5843	66.8586	56.2859	33.4317	17.8685	4.62672	0	1.343048	0.79669	0.20331	0.10805
250	-117.9262	-81.02094	-36.90527	0.627319	0.372681	245.98	223.133	208.581	183.825	144.726	125.73	113.829	82.9405	70.1001	47.7522	38.9392	8.03376	4.39985	0	1.057508	0.3726808	0.6273192	0.08174103
260	-118.8081	-80.80057	-38.00755	0.291106	0.708894	244.057	221.171	205.24	185.11	146.241	131.617	112.083	84.0485	71.9903	51.8938	37.5726	8.98093	4.88303	0	1.942769	0.7088941	0.2911059	0.04116945
270	-117.9191	-80.63147	-37.28762	0.477685	0.522315	240.89	224.039	208.514	190.153	140.723	136.93	114.32	83.2757	63.4242	52.1053	34.4936	14.3175	4.26338	0	1.400486	0.5223149	0.4776851	0.06304845
280	-118.0707	-81.05023	-37.02048	0.0292628	0.970737	250.7	227.456	203.092	184.871	146.165	138.884	110.268	91.6252	61.0923	49.5688	26.493	6.78636	4.90781	0	1.116422	0.9707372	0.02926279	0.08304954
290	-117.1291	-79.37878	-37.75036	0.900215	0.0997854	254.058	236.366	204.403	192.458	145.594	122.88	115.537	80.3858	68.7313	43.0614	20.1359	12.1322	4.59426	0	1.419128	0.09978537	0.9002146	0.09641344
300	-119.0737	-80.48405	-38.58961	0.0888672	0.911133	252.92	239.686	205.225	188.282	155.601	129.116	106.279	80.5021	75.9327	49.1058	24.6402	15.294	2.57199	0	1.448721	0.9111328	0.0888672	0.2100165
310	-117.6947	-79.71523	-37.97949	0.612198	0.387802	241.814	222.956	203.395	194.684	157.556	130.196	102.3	83.5314	77.2411	51.9525	30.2975	11.0942	4.03929	0	1.388896	0.3878021	0.6121979	0.1289347
320	-119.6638	-80.98779	-38.67601	0.670936	0.329064	240.947	220.528	216.758	199.724	155.827	128.087	107.88	83.0937	71.5184	40.2504	33.5889	13.3257	2.79568	0	1.598457	0.329064	0.670936	0.1674809
330	-116.7321	-79.33632	-37.3958	0.396176	0.603824	245.505	224.661	212.987	195.48	155.483	121.378	119.77	84.8892	73.0817	43.0462	34.3615	12.1606	4.75027	0	1.218461	0.6038242	0.3961758	0.1004585
340	-117.2117	-79.71172	-37.5	0.631441	0.368559	254.806	232.992	211.093	192.441	158.236	123.21	115.166	82.5611	79.707	45.8224	39.2786	11.8082	4.78534	0	1.2471	0.3685586	0.6314414	0.1056002
350	-119.0299	-80.77461	-38.25534	0.354586	0.645414	255.705	229.762	202.514	182.177	153.098	127.533	114.375	82.3952	74.8475	59.8674	38.1166	10.2511	4.46201	0	1.369759	0.6454144	0.3545856	0.1765854
360	-117.4232	-79.99105	-37.43217	0.857624	0.142376	252.782	229.735	204.601	187.798	143.146	132.126	112.04	84.2623	78.7733	59.8374	33.7467	14.0389	4.66077	0	1.351745	0.1423758	0.8576242	0.08038318
370	-118.4297	-81.9686	-36.46114	0.0293041	0.970696	240.248	228.427	212.291	184.386	143.668	130.8	113.029	80.1714	66.1067	55.4315	20.1892	18.6474	4.36292	0	1.003569	0.9706959	0.02930414	0.05706461
380	-117.2481	-79.82293	-37.42519	0.464377	0.535623	258.872	220.761	215.561	183.37	144.886	135.126	110.386	85.483	69.5667	53.6854	20.3577	11.141	4.50952	0	1.310627	0.5356226	0.4643774	0.08661715
390	-123.4873	-86.89046	-36.5968	0.656172	0.343828	255.673	235.083	213.099	180.832	149.823	138.047	107.365	98.9064	61.7544	54.5031	20.1088	6.42468	3.97418	0	0.8282128	0.3438276	0.6561724	0.08119746
400	-117.7891	-80.6009	-37.18816	0.158602	0.841398	246.764	231.457	207.098	181.042	148.818	135.447	105.569	88.5772	66.2165	40.5608	35.0155	14.124	4.31548	0	1.279934	0.8413983	0.1586017	0.07256828
410	-120.3352	-82.29495	-38.04025	0.52891	0.47109	245.287	225.046	203.088	186.654	142.958	125.292	104.783	81.4141	65.0555	41.3715	24.173	17.7253	2.72166	0	1.186861	0.4710897	0.5289103	0.2029584
420	-120.0845	-82.22606	-37.85843	0.684197	0.315803	255.361	232.138	202.458	186.296	159.647	131.472	104.042	80.2608	62.8373	43.3288	38.9375	12.4175	3.24645	0	1.090535	0.3158031	0.6841969	0.2007012
430	-118.2468	-80.0909	-38.15591	0.65872	0.34128	253.241	224.178	200.788	189.452	149.217	136.564	119.796	87.3138	72.2472	49.1343	34.7056	12.7968	4.97492	0	1.804069	0.3412804	0.6587196	0.06426084
440	-118.9768	-80.84277	-38.13401	0.749722	0.250278	251.372	231.476	203.73	180.675	140.143	138.847	116.794	83.5822	72.0659	51.3108	38.0876	8.02795	3.10957	0	1.329613	0.2502775	0.7497225	0.1694857
450	-119.0942	-79.96147	-39.13278	0.88208	0.11792	241.485	232.013	201.633	180.811	146.91	139.617	118.281	80.3618	78.1066	41.3643	31.6203	9.56285	3.48204	0	1.828977	0.1179205	0.8820795	0.1618244
460	-124.8787	-86.42999	-38.44872	0.843743	0.156257	248.551	232.087	202.781	181.459	158.494	134.417	115.727	90.2972	74.7079	45.2635	32.6395	7.05589	3.2299	0	1.145106	0.1562573	0.8437427	0.3293637
470	-120.6676	-81.24748	-39.42017	0.700776	0.299224	249.459	230.506	219.357	192.768	155.601	127.581	117.859	82.1819	61.9397	42.9663	28.5391	12.9275	3.09316	0	2.041563	0.299224	0.700776	0.1368964
480	-118.013	-79.39395	-38.61904	0.705342	0.294658	240.794	234.849	216.751	193.189	143.593	122.381	114.655	80.8215	76.6773	40.6489	24.2775	9.99043	4.07319	0	1.674995	0.2946575	0.7053425	0.1345064
490	-117.2378	-80.22298	-37.01485	0.158813	0.841187	247.84	237.323	213.154	182.782	154.695	123.8	119.279	87.5858	68.607	52.4923	22.396	7.68665	4.71914	0	1.110037	0.8411872	0.1588128	0.08350272
500	-118.031	-81.45709	-36.57387	0.374539	0.625461	241.264	234.371	212.863	197.101	146.885	127.949	112.517	81.627	64.1922	49.6514	26.5569	7.36321	4.76562	0	1.097724	0.6254607	0.3745393	0.0548738
510	-118.7003	-80.56214	-38.13815	0.79941	0.20059	248.357	231.568	213.252	191.777	157.816	120.687	114.914	85.0039	76.1168	50.9605	24.7189	6.81289	3.51267	0	1.387395	0.2005901	0.7994099	0.1515632
520	-118.6717	-80.57042	-38.10131	0.389398	0.610602	255.811	231.398	213.093	187.046	153.938	131.882	118.682	89.7738	68.8667	58.9942	24.7072	5.20412	4.90342	0	1.534388	0.6106016	0.3893984	0.1078706
530	-118.526	-80.29589	-38.2301	0.689022	0.310978	258.395	223.638	207.442	199.997	159.761	124.548	118.412	83.101	67.9419	55.4656	20.6892	5.02739	3.79804	0	1.694916	0.3109778	0.6890222	0.0873799
540	-116.2536	-78.63309	-37.62047	0.146588	0.853412	255.048	226.729	215.701	195.381	148.412	129.394	117.257	80.9926	61.2254	59.0766	22.4787	8.55645	4.88177	0	1.445679	0.8534117	0.1465883	0.08018306
550	-117.3441	-80.22989	-37.11416	0.738425	0.261575	247.433	226.729	218.182	199.672	152.341	135.696	102.546	80.5558	77.6086	46.9413	29.8652	13.6761	4.85166	0	1.102936	0.2615751	0.7384249	0.09335476
560	-118.8145	-81.13079	-37.68375	0.49938	0.50062	242.04	224.198	216.277	197.076	145.61	135.889	107.926	80.5509	70.559	54.179	27.5689	6.44687	2.79141	0	1.238453	0.5006201	0.4993799	0.1290108
570	-120.5807	-82.93197	-37.64868	0.142656	0.857344	241.717	225.668	218.551	183.82	159.604	138.485	110.107	82.9696	72.5298	54.8209	21.7662	6.43975	3.40436	0	0.9333199	0.857344	0.142656	0.206661
580	-117.644	-79.60757	-38.03643	0.629683	0.370317	256.688	223.53	217.574	188.068	158.804	131.461	106.029	81.0766	69.9112	55.1531	21.838	5.89505	4.21858	0	1.369919	0.3703168	0.6296832	0.1418223
590	-116.8708	-79.31249	-37.55834	0.537864	0.462136	247.501	221.236	208.534	187.789	157.772	130.538	103.502	80.8794	72.5518	56.6469	38.9179	7.42378	4.09718	0	1.200134	0.4621356	0.5378644	0.1223075
600	-117.6004	-80.2574	-37.34297	0.0210719	0.978928	240.011	225.407	200.042	183.586	155.192	127.895	108.867	84.1554	73.5991	57.9301	38.9776	6.42641	3.74106	0	1.231027	0.9789281	0.0210719	0.09305642
610	-121.1244	-83.19675	-37.92761	0.786321	0.213679	247.655	220.288	209.134	198.252	153.725	129.709	102.975	84.136	73.3979	58.3352	31.7703	15.8677	2.35246	0	1.11963	0.2136787	0.7863213	0.2045863
620	-118.1169	-80.03605	-38.08084	0.790549	0.209451	247.28	222.539	213.852	195.386	155.927	121.419	112.859	82.3371	77.627	58.8355	29.2488	19.4911	3.40517	0	1.440489	0.2094508	0.7905492	0.1284262
630	-118.2285	-82.81329	-35.41521	0.533067	0.466933	256.389	228.9	210.691	188.654	155.645	122.612	117.633	85.1732	66.8285	51.5782	27.6893	19.5553	4.03585	0	0.8281311	0.4669332	0.5330668	0.0249126
640	-119.3456	-82.85399	-36.4916	0.63574	0.36426	258.017	231.006	201.856	186.369	154.495	126.369	110.87	81.1998	68.0937	48.6187	23.7712	17.4086	4.34132	0	0.931809	0.3642602	0.6357398	0.06510346
650	-116.978	-78.56347	-38.41449	0.489682	0.510318	244.901	233.763	209.897	189.361	156.805	127.465	106.85	81.2001	73.1829	53.6722	32.5089	7.45646	4.60495	0	1.749482	0.5103176	0.4896824	0.09352653
660	-118.8033	-81.55965	-37.24366	0.860894	0.139106	242.328	238.156	200.851	196.196	150.153	127.379	100.998	82.5123	69.873	59.4549	39.8291	9.27226	4.37928	0	0.9596535	0.1391063	0.8608937	0.1330144
