Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51	start_52	end_52	start_53	end_53	start_54	end_54	start_55	end_55	start_56	end_56	start_57	end_57	start_58	end_58	start_59	end_59	start_60	end_60	start_61	end_61	start_62	end_62	start_63	end_63	start_64	end_64	start_65	end_65	start_66	end_66	start_67	end_67	start_68	end_68	start_69	end_69	start_70	end_70	start_71	end_71	start_72	end_72	start_73	end_73	start_74	end_74	start_75	end_75
0	5	5	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	16	2	57	3	45	1	1	2	2	3	3	6	31	3	31	3	12	3	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	4	4	4	4	4	4	5	5	5	5	4	4	5	5	5	5	5	5	1	16	5	5	4	4	4	4	5	5	16	16	16	16	41	16	3	12	3	3	3	3	3	3	3	3	3	3	12	56	2	7	2	9	2	2	9	9	6	34	6	37	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	1	19	1	1
10	5	5	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	16	1	57	3	45	1	1	2	2	1	3	22	31	6	31	4	12	4	12	1	3	1	3	4	4	4	12	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	5	1	4	5	5	5	5	5	5	1	13	5	5	5	5	5	5	5	5	5	5	5	5	39	5	3	4	3	1	3	3	3	4	3	19	2	3	5	39	3	7	2	3	1	7	1	1	18	22	6	39	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	5	48	5	12	48	1	37	1	1
20	5	5	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	16	3	57	2	45	1	1	1	2	27	3	5	31	1	31	6	12	19	12	9	3	3	3	4	4	12	12	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	5	36	4	4	5	4	5	4	4	1	36	5	5	5	5	5	5	5	5	5	5	5	5	5	5	47	12	6	9	1	47	1	19	1	1	13	1	3	13	22	1	3	22	3	3	15	27	5	15	52	15	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	27	5	1	27	1	52	1	1
30	5	5	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	16	6	57	50	45	1	1	7	2	18	3	2	31	4	31	4	12	4	12	9	3	3	3	4	4	12	12	5	5	5	5	5	5	4	4	4	4	4	4	5	5	5	5	5	4	5	5	5	5	5	5	1	5	5	5	4	4	4	4	5	5	16	16	16	16	41	16	4	12	4	9	4	4	4	4	4	4	4	4	19	41	2	7	6	50	6	6	18	18	3	18	1	19	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	21	5	13	21	1	13	1	1
40	5	5	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	16	2	57	8	45	2	1	3	2	1	3	20	31	5	31	5	12	5	12	5	3	5	3	4	4	4	12	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	6	5	2	9	7	22	1	7	2	1	27	36	5	52	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	52	4	1	52	1	1
50	5	5	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	16	6	57	4	45	1	1	7	2	20	3	6	31	6	31	2	12	19	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	5	4	4	5	5	5	5	28	5	1	46	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	12	20	3	6	20	3	34	4	19	26	20	15	26	4	7	20	4	6	20	6	20	5	6	3	15	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	2	5	17	18	1	33	1	1
60	5	5	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	16	7	57	2	45	2	1	11	2	2	3	2	31	3	31	18	12	2	12	20	3	6	3	4	4	12	12	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	50	12	1	20	2	58	34	18	2	34	13	2	43	13	18	11	1	18	2	7	2	2	1	2	5	43	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	5	18	5	1	18	1	13	1	1
70	5	5	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	16	4	5	16	3	57	3	45	1	1	1	2	5	3	5	31	18	31	4	12	4	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	5	3	4	5	5	5	5	3	5	1	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	12	6	3	6	6	3	4	6	34	56	6	1	56	37	1	3	37	3	3	5	15	1	5	6	1	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	20	5	1	20	1	1
80	5	5	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	5	16	2	57	3	45	2	1	2	2	8	3	3	31	6	31	4	12	4	12	2	3	49	3	4	4	4	12	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	5	6	4	5	5	5	5	3	5	1	19	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	4	18	58	58	18	4	4	4	20	3	58	2	15	9	2	1	9	2	7	6	22	2	19	5	2	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	23	5	5	48	1	5	1	1
90	5	5	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	16	1	57	2	45	1	1	7	2	1	3	7	31	3	31	6	12	3	12	3	3	37	3	4	4	12	12	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	20	12	6	37	3	20	2	19	1	9	12	8	3	31	18	7	1	18	1	1	1	1	12	7	1	12	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	13	5	1	5	20	13	1	35	1	1
