Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-133.1118	-96.26784	-36.84393	0.614529	0.385471	259.649	235.764	218.16	199.203	147.461	138.897	104.97	99.9846	63.1591	51.6226	34.9086	5.60649	2.73663	0	2.060509	0.3854708	0.6145292	0.01
10	-118.4787	-80.80888	-37.66981	0.400767	0.599233	255.602	232.576	212.895	197.159	148.112	134.581	107.43	94.7122	74.2451	52.6934	37.818	5.32367	4.8529	0	1.559532	0.5992327	0.4007673	0.06646591
20	-119.4808	-82.26142	-37.21934	0.172307	0.827693	248.784	230.934	217.928	194.785	147.866	135.493	111.806	89.825	74.0131	49.8241	32.9877	9.94639	3.41977	0	1.178037	0.8276929	0.1723071	0.0907655
30	-125.3466	-85.24441	-40.10223	0.982601	0.0173994	252.611	237.774	215.483	197.345	147.325	135.122	102.443	96.2228	67.0702	41.021	29.3763	11.3839	2.55563	0	2.083872	0.01739937	0.9826006	0.2474276
40	-122.4357	-84.54642	-37.88928	0.869791	0.130209	247.265	226.539	203.243	198.224	142.52	123.524	119.237	88.0678	71.1456	49.0949	26.1736	9.4351	2.65235	0	1.159066	0.1302087	0.8697913	0.1835868
50	-119.3283	-81.74185	-37.58648	0.102979	0.897021	245.508	239.075	201.773	199.929	141.967	125.011	114.845	87.1163	75.1935	44.7607	35.6003	18.3502	3.66406	0	1.589004	0.897021	0.102979	0.05747195
60	-121.5744	-82.24959	-39.32481	0.698175	0.301825	245.318	229.562	202.602	190.718	154.243	127.168	117.619	89.7609	67.8307	42.3014	36.654	9.56696	4.43174	0	2.388113	0.3018253	0.6981747	0.05985444
70	-119.2392	-81.04154	-38.19763	0.911051	0.0889487	241.133	228.122	201.353	199.578	159.941	131.188	102.777	81.3053	63.2664	58.6602	25.0077	6.04265	3.97518	0	1.813132	0.08894871	0.9110513	0.06571136
80	-118.0604	-81.20013	-36.86027	0.905695	0.0943054	248.809	222.575	202.006	194.672	145.263	121.785	118.058	82.2985	71.4982	49.0994	27.1682	18.7319	4.87864	0	1.087447	0.09430542	0.9056946	0.07435661
90	-120.6391	-83.19058	-37.44851	0.921429	0.0785712	252.215	232.267	201.716	197.764	148.954	132.126	109.089	91.5068	74.3248	41.145	25.2695	18.2099	3.50619	0	1.178128	0.07857125	0.9214288	0.1141247
100	-119.8638	-81.63152	-38.23231	0.571015	0.428985	244.907	227.595	206.107	199.368	147.956	137.259	114.788	86.5233	77.5887	53.2223	32.8466	15.299	3.61325	0	1.817878	0.4289848	0.5710152	0.0673429
110	-121.1871	-82.69179	-38.49533	0.959778	0.0402219	256.58	231.972	202.079	192.738	141.609	139.298	109.654	95.0636	79.1424	52.293	26.9089	18.8521	4.41502	0	1.805552	0.04022189	0.9597781	0.08994493
120	-120.4134	-82.96288	-37.45055	0.233886	0.766114	240.505	235.734	200.949	184.71	140.596	123.514	109.182	98.6032	74.9823	59.368	36.0756	15.8639	4.41108	0	1.143301	0.7661136	0.2338864	0.1217795
130	-117.5842	-79.85097	-37.73327	0.483246	0.516754	254.613	237.968	211.098	195.943	141.409	126.398	105.703	86.0839	66.0651	55.8564	30.7436	8.20685	4.72138	0	1.531277	0.5167539	0.4832461	0.075144
140	-119.0085	-82.22002	-36.78851	0.91003	0.0899704	240.388	228.787	206.866	191.458	142.946	135.3	106.492	91.8308	66.9458	55.7458	35.5487	12.628	4.85144	0	1.102703	0.08997037	0.9100296	0.0674344
150	-120.5248	-82.7546	-37.77023	0.106867	0.893133	250.29	224.742	205.379	194.504	145.345	129.2	111.169	80.4455	63.8751	56.8168	26.2491	17.9748	4.45764	0	1.126653	0.8931328	0.1068672	0.1726592
160	-119.4173	-83.24776	-36.16952	0.45048	0.54952	242.143	238.235	205.084	196.477	147.998	124.239	103.514	82.5595	60.2346	59.6953	38.0756	16.9354	4.5051	0	1.138221	0.5495195	0.4504805	0.0341312
170	-121.1115	-83.39532	-37.71619	0.577603	0.422397	241.099	234.355	209.208	197.496	147.005	136.838	110.162	92.6833	62.0101	48.6097	36.4525	15.812	4.90737	0	1.254827	0.4223965	0.5776035	0.1291592
180	-117.4878	-80.47696	-37.01088	0.238045	0.761955	240.972	232.605	208.671	194.557	150.271	129.08	114.992	82.0769	73.0903	40.2205	30.8982	14.4951	4.28668	0	1.25572	0.7619553	0.2380447	0.06368983
190	-119.8627	-82.75925	-37.10342	0.811689	0.188311	243.103	232.741	203.834	198.305	148.506	128.063	119.801	94.7578	72.2532	43.3763	24.1556	15.5621	4.06432	0	1.142824	0.1883112	0.8116888	0.08613678
200	-121.3156	-83.25377	-38.06181	0.0963948	0.903605	249.696	231.948	208.087	192.878	156.094	132.648	117.892	95.7918	74.821	51.1715	21.7436	13.1214	3.37884	0	1.475092	0.9036052	0.09639481	0.1173238
210	-119.8044	-82.24809	-37.55628	0.0297847	0.970215	248.239	236.25	216.24	192.643	157.717	134.896	116.285	90.0444	63.7595	44.0942	22.0021	7.17889	4.68768	0	1.178289	0.9702153	0.02978467	0.1270733
220	-118.4132	-80.17856	-38.23462	0.0913272	0.908673	246.979	227.056	210.566	192.416	151.586	138.715	108.113	81.1418	64.6914	56.0522	38.8652	9.1321	3.81715	0	1.525809	0.9086728	0.09132719	0.125485
230	-117.7918	-80.69446	-37.09738	0.389692	0.610308	242.565	229.795	203.506	185.736	152.088	134.398	103.667	84.0053	62.5526	56.6239	35.9867	8.13896	4.35029	0	1.23519	0.6103084	0.3896916	0.07222017
240	-117.594	-81.06387	-36.53013	0.0973679	0.902632	244.487	229.85	201.22	188.635	154.93	132.482	100.897	82.361	70.741	54.6703	25.9067	15.8518	4.85313	0	0.944968	0.9026321	0.09736788	0.06648888
250	-119.7382	-82.73902	-36.99918	0.186814	0.813186	256.192	228.707	201.184	188.03	157.51	127.191	102.656	91.8453	78.0786	42.517	32.1491	8.33274	3.71845	0	1.053907	0.8131864	0.1868136	0.09031697
260	-117.2965	-79.8354	-37.46109	0.388372	0.611628	244.463	229.117	206.94	191.037	152.612	120.645	111.128	85.2741	66.3764	40.2338	35.7263	11.4647	4.54038	0	1.409012	0.6116279	0.3883721	0.0737017
270	-119.9553	-83.67451	-36.28076	0.460203	0.539797	248.087	224.629	200.676	194.147	159.141	122.894	108.959	92.3919	73.4023	46.6738	20.3616	11.9531	4.7402	0	0.8546682	0.5397971	0.4602029	0.05770897
280	-117.7662	-80.30326	-37.4629	0.309899	0.690101	259.762	232.851	204.064	190.038	141.557	131.905	103.669	80.4891	62.7128	42.5245	20.6864	16.714	4.25045	0	1.231116	0.6901013	0.3098987	0.1048956
290	-119.8128	-83.30911	-36.50374	0.562807	0.437193	252.136	239.821	206.637	193.658	142.212	123.267	119.675	87.8924	65.3388	42.7292	31.8058	13.3091	4.22345	0	0.9499009	0.4371935	0.5628065	0.06432596
300	-119.6442	-82.37272	-37.27145	0.802689	0.197311	240.758	235.47	206.72	194.551	151.192	128.002	117.36	93.2254	60.8089	46.9171	26.3585	15.1756	4.10532	0	1.315627	0.1973107	0.8026893	0.07354498
310	-119.2317	-81.39376	-37.8379	0.342794	0.657206	244.456	236.378	204.121	199.231	154.135	134.789	101.118	89.7024	66.0918	55.4065	33.457	18.3041	4.61092	0	1.416942	0.6572065	0.3427935	0.1057051
320	-120.3455	-80.80425	-39.54127	0.251186	0.748814	241.558	239.01	208.19	189.037	140.643	139.798	107.88	81.6759	79.8695	55.6207	24.5368	10.4023	4.44005	0	2.329435	0.7488142	0.2511858	0.08402142
