Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-124.2409	-89.61948	-34.62147	0.494387	0.505613	258.42	222.641	214.224	194.702	147.375	132.193	112.81	95.2391	76.4097	50.3002	37.3096	10.8427	2.89477	0	0.9342964	0.5056131	0.4943869	0.01
10	-117.9933	-80.29267	-37.70061	0.474049	0.525951	254.045	229.412	204.574	189.08	145.717	135.465	106.742	82.7951	75.1204	43.1975	38.2503	16.0843	4.78795	0	1.593715	0.5259515	0.4740485	0.06378269
20	-117.4795	-79.87145	-37.60804	0.608504	0.391496	246.877	221.338	215.102	187.102	147.106	135.832	117.381	80.0926	77.421	40.758	36.153	15.6383	4.81217	0	1.407443	0.3914956	0.6085044	0.08564178
30	-118.8399	-80.9409	-37.89899	0.445499	0.554501	255.005	227.045	208.33	196.984	158.282	124.633	108.068	86.323	64.9838	46.9225	24.7094	7.63989	4.9325	0	1.73789	0.554501	0.445499	0.05725441
40	-119.2161	-82.475	-36.74105	0.104976	0.895024	249.642	225.742	219.477	185.086	154.553	122.479	101.451	80.7159	62.7313	56.6822	30.3224	5.06392	4.24214	0	0.9860787	0.895024	0.104976	0.07748606
50	-118.9542	-82.37293	-36.58131	0.113576	0.886424	256.028	222.396	218.768	197.143	152.636	123.336	102.423	88.9085	68.5427	59.169	25.625	10.583	4.96509	0	0.9540362	0.8864244	0.1135756	0.06912196
60	-119.0308	-81.48865	-37.54213	0.584588	0.415412	253.278	230.819	213.376	188.241	144.975	138.155	107.074	84.5024	66.22	57.6737	20.3628	6.72545	3.42447	0	1.277727	0.4154124	0.5845876	0.1038335
70	-119.8001	-81.49292	-38.30715	0.39653	0.60347	256.61	228.295	212.005	191.094	146.49	136.962	104.811	81.6825	64.0474	54.6357	24.7406	6.91647	2.97946	0	1.696704	0.6034704	0.3965296	0.09401982
80	-119.9037	-81.63195	-38.27173	0.986531	0.0134687	249.385	222.845	212.286	195.846	153.91	124.833	102.904	82.1571	64.2135	53.6147	20.705	9.83501	4.78829	0	1.912343	0.01346871	0.9865313	0.05722454
90	-118.7016	-81.19828	-37.50337	0.120383	0.879617	258.205	221.867	208.718	199.648	150.941	128.377	108.764	87.8199	78.9992	58.5952	31.0777	5.54208	4.43004	0	1.16977	0.8796172	0.1203828	0.1224121
