Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-119.6571	-85.20836	-34.44872	0.673912	0.326088	241.085	238.886	208.614	183.842	153.002	125.891	117.072	81.1721	73.3273	49.0854	32.7865	10.3227	3.29977	0	0.7511646	0.3260877	0.6739123	0.01
10	-115.7192	-80.19133	-35.52786	0.140853	0.859147	248.271	232.79	212.481	181.699	149.862	134.685	112.215	87.8679	76.2547	44.4364	34.9279	18.1862	4.7088	0	1.047501	0.8591471	0.1408529	0.02095444
20	-120.7188	-83.95312	-36.76564	0.0733484	0.926652	242.175	234.477	211.843	194.07	144.227	123.072	104.167	84.9199	79.1933	59.0301	37.7771	18.8127	3.52897	0	0.8025146	0.9266516	0.07334836	0.0982248
30	-115.703	-79.82936	-35.87367	0.535554	0.464446	249.731	232.123	215.969	196.104	149.818	126.348	115.341	89.0624	79.0702	54.4253	39.1589	18.7531	4.5864	0	0.9790498	0.4644457	0.5355543	0.03288252
40	-117.1493	-82.11335	-35.03599	0.63555	0.36445	241.837	227.932	204.991	197.916	147.453	130.267	109.292	84.6247	71.9187	54.9669	37.2887	19.3182	4.71432	0	0.5083913	0.3644501	0.6355499	0.01523877
50	-115.6634	-80.56665	-35.09675	0.602209	0.397791	249.044	227.265	207.314	195.916	147.07	122.721	115.436	92.5869	65.5049	40.2009	28.2157	14.7947	4.68308	0	0.8767349	0.3977906	0.6022094	0.01725107
60	-117.8654	-81.19133	-36.6741	0.0810643	0.918936	242.558	223.888	207.02	199.197	146.891	137.463	113.477	80.1299	71.7287	40.8306	21.0818	9.36706	4.71672	0	1.247208	0.9189357	0.08106427	0.04622644
70	-119.4894	-81.25169	-38.23766	0.156648	0.843352	249.016	229.637	207.584	197.819	146.619	135.728	105.029	88.8098	70.0488	44.7108	30.5035	7.40852	3.24374	0	1.554428	0.8433523	0.1566477	0.1185414
80	-118.1926	-79.93025	-38.26232	0.425521	0.574479	245.533	234.482	200.806	194.728	147.706	136.172	109.599	88.9672	79.5734	41.4445	23.9056	11.9758	4.78556	0	1.680451	0.5744791	0.4255209	0.09306397
90	-116.9425	-80.80046	-36.14206	0.894953	0.105047	259.429	237.06	204.05	187.425	146.084	138.348	115.254	89.5355	75.7003	40.6142	30.1392	15.135	4.37879	0	1.10009	0.1050473	0.8949527	0.0354877
100	-119.2526	-83.20301	-36.04958	0.911109	0.088891	258.76	237.675	200.445	187.487	159.393	135.351	113.864	88.4467	76.9226	46.0531	30.9546	10.1954	4.13157	0	0.8874184	0.08889103	0.911109	0.04419539
110	-117.3909	-81.04092	-36.34998	0.399149	0.600851	258.506	237.515	207.295	193.537	146.768	134.346	116.722	87.5337	68.4965	45.7981	36.5885	19.5132	3.48699	0	1.377913	0.6008506	0.3991494	0.02584221
120	-120.9188	-82.46966	-38.44918	0.981261	0.0187385	248.25	230.307	218.776	190.907	144.78	138.678	117.755	86.1285	70.7488	41.335	38.8356	17.1631	4.41001	0	1.477996	0.01873852	0.9812615	0.1717929
130	-118.6399	-80.8803	-37.75957	0.816235	0.183765	258.379	230.536	217.717	198.274	142.969	133.132	114.269	82.8757	64.0472	41.7331	34.0607	17.7009	4.55271	0	1.783055	0.1837648	0.8162352	0.04522115
140	-117.7675	-79.81667	-37.9508	0.175049	0.824951	250.488	234.697	218.298	193.329	144.088	135.848	118.269	82.7379	68.6748	53.5136	30.4708	12.6162	3.49871	0	1.531935	0.824951	0.175049	0.09327495
150	-117.0771	-78.97849	-38.09861	0.703628	0.296372	259.475	234.725	219.02	190.301	148.287	131.826	106.179	82.839	75.6538	51.0791	30.4268	14.2428	4.76501	0	1.547698	0.2963718	0.7036282	0.10462
160	-117.0347	-80.03374	-37.00091	0.0884423	0.911558	247.57	238.951	213.897	199.697	149.407	134.088	105.093	83.6816	73.9175	41.903	36.4035	9.82447	4.70331	0	1.041494	0.9115577	0.08844232	0.09229925
170	-118.2458	-80.61921	-37.62663	0.553426	0.446574	249.141	238.294	202.88	196.577	146.914	128.078	107.801	80.4869	70.49	44.6662	33.6545	13.828	3.15229	0	1.072119	0.4465737	0.5534263	0.1641674
180	-116.2254	-80.79555	-35.42983	0.836247	0.163753	245.793	237.067	200.058	188.04	142.81	139.246	119.785	80.7538	70.0965	47.5347	33.8419	17.6403	4.23901	0	1.13868	0.1637527	0.8362473	0.01627616
190	-116.624	-79.27974	-37.34429	0.129785	0.870215	248.025	220.635	203.058	199.942	146.315	134.842	114.695	82.5036	69.6092	42.9254	20.3719	13.7886	4.6206	0	1.375101	0.870215	0.129785	0.07024525
200	-116.986	-81.18632	-35.79972	0.595868	0.404132	246.552	222.312	204.435	192.783	141.701	127.154	108.914	88.0421	78.158	40.8916	27.5867	12.4366	3.69581	0	1.179395	0.404132	0.595868	0.02189332
210	-116.8996	-81.44421	-35.45539	0.857894	0.142106	242.114	224.781	216.044	189.513	147.43	127.547	103.943	83.056	73.1763	48.0382	23.948	13.3484	4.17991	0	0.9183984	0.1421058	0.8578942	0.02349976
220	-118.7597	-80.05178	-38.70793	0.0602175	0.939783	249.829	236.805	213.357	192.259	141.856	129.102	110.065	87.6958	66.2317	50.0558	27.016	6.5609	4.90654	0	1.959203	0.9397825	0.06021747	0.08007125
230	-116.3877	-80.96375	-35.42392	0.927309	0.0726906	256.762	235.743	207.203	198.23	156.796	134.254	111.611	85.8125	66.6147	54.5777	22.8089	13.8465	4.98819	0	0.9155632	0.07269059	0.9273094	0.0228531
240	-116.6496	-81.07926	-35.57035	0.959941	0.0400593	259.263	227.425	205.733	194.146	152.63	134.882	109.732	85.3388	78.4591	58.7134	33.2657	19.7872	4.10067	0	1.056226	0.04005927	0.9599407	0.02155748
250	-116.2306	-81.06745	-35.16315	0.589353	0.410647	244.358	224.731	203.167	189.199	152.832	138.327	102.929	88.8475	79.1378	54.2641	37.3415	7.77095	4.42131	0	0.9509872	0.4106474	0.5893526	0.01680859
260	-116.3756	-80.8665	-35.50914	0.182392	0.817608	257.356	220.453	212.976	187.093	147.586	138.13	111.209	91.7883	64.1796	59.2872	33.9988	16.7334	4.22106	0	1.086751	0.8176081	0.1823919	0.01927713
270	-115.6823	-80.64544	-35.03684	0.426931	0.573069	248.514	236.537	209.125	196.856	151.395	132.3	101.616	89.4903	72.8865	49.7132	37.0288	18.9987	4.5295	0	0.6894976	0.5730695	0.4269305	0.01829225
280	-117.4151	-81.35343	-36.06164	0.552987	0.447013	257.073	223.764	209.319	199.975	153.881	124.677	100.546	95.1117	75.4098	53.3005	29.0059	17.4535	4.5382	0	0.9205107	0.4470126	0.5529874	0.0429731
290	-117.6931	-79.61563	-38.07749	0.12082	0.87918	252.842	220.775	214.569	190.036	152.579	124.685	108.793	86.713	65.7654	41.1305	24.1591	19.1471	4.87282	0	1.656009	0.8791798	0.1208202	0.08148535
300	-115.3763	-79.75496	-35.62129	0.544203	0.455797	247.627	229.508	216.725	187.42	156.465	128.524	108.14	97.4385	64.7886	40.1281	34.6417	15.4904	4.65774	0	1.05089	0.4557969	0.5442031	0.02288118
310	-115.5883	-80.15144	-35.43683	0.266377	0.733623	249.497	229.01	212.236	190.227	150.446	137.792	103.639	88.157	76.628	52.4139	34.5091	18.1651	4.62559	0	0.8147031	0.7336232	0.2663768	0.02575554
320	-115.7709	-80.11737	-35.65357	0.301558	0.698442	259.158	232.428	200.257	193.194	151.554	137.261	106.757	85.5077	63.1347	47.7519	33.1124	19.3417	4.03191	0	1.097411	0.6984418	0.3015582	0.02187331
