Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-115.6072	-80.64211	-34.96512	0.373453	0.626547	251.836	225.774	211.752	186.47	148.116	133.641	113.373	97.652	78.3773	58.2674	38.1754	18.1184	4.98514	0	1.151248	0.6265467	0.3734533	0.01
10	-117.6047	-80.53031	-37.07434	0.323285	0.676715	242.995	232.565	215.199	186.052	146.823	120.153	116.693	93.7888	78.7821	48.8349	30.9012	17.9486	4.83696	0	1.404469	0.6767152	0.3232848	0.05052813
20	-118.5259	-80.12565	-38.40021	0.141713	0.858287	258.711	229.945	207.061	187.16	156.639	120.033	108.698	90.4326	78.088	53.2188	24.4185	18.3677	3.87733	0	1.601611	0.8582867	0.1417133	0.1262683
30	-117.5761	-78.85882	-38.71728	0.299227	0.700773	241.165	239.594	219.743	184.721	149.428	125.933	111.552	81.3492	77.1821	53.1645	33.9215	19.7744	4.25795	0	1.61498	0.7007726	0.2992274	0.1685452
40	-117.4478	-79.4993	-37.94847	0.11511	0.88489	242.187	220.052	213.269	194.584	143.152	121.835	113.519	89.6517	77.1536	44.4833	35.5315	18.1971	4.53617	0	1.446208	0.8848905	0.1151095	0.1111879
50	-113.8125	-78.1105	-35.70198	0.384978	0.615022	254.735	226.201	216.836	189.811	142.832	121.833	112.064	81.3824	70.099	56.476	37.6234	13.5821	4.93551	0	1.204323	0.6150218	0.3849782	0.01896094
60	-116.6671	-78.75259	-37.91451	0.87841	0.12159	243.064	225.42	210.701	197.515	145.444	136.818	109.667	82.0094	69.6229	59.0367	34.5097	14.8775	3.96861	0	1.310477	0.1215905	0.8784095	0.1413318
70	-117.7939	-78.5996	-39.1943	0.138601	0.861399	240.262	236.756	217.88	195.661	140.204	129.961	102.632	81.9832	76.1312	44.6569	36.8768	13.9478	4.45684	0	1.960312	0.8613989	0.1386011	0.1299196
80	-119.3238	-80.40775	-38.91609	0.361451	0.638549	248.568	232.601	219.287	185.508	140.059	120.013	106.926	82.495	60.1252	58.0982	30.4527	12.1828	3.24182	0	2.061228	0.6385485	0.3614515	0.07929846
90	-119.3456	-81.21768	-38.12788	0.54868	0.45132	249.589	238.686	202.774	185.675	143.402	128.208	106.813	81.1495	70.7471	51.3168	25.5978	16.9221	2.55765	0	1.644392	0.4513199	0.5486801	0.0878368
100	-118.5904	-78.96195	-39.62849	0.537806	0.462194	251.732	235.728	217.603	184.895	143.217	134.989	100.865	80.791	68.8687	53.0481	38.4007	16.7706	2.32652	0	2.075369	0.4621943	0.5378057	0.1568809
110	-118.2547	-81.24487	-37.00988	0.31985	0.68015	249.217	235.573	215.248	190.168	150.808	121.609	104.4	88.7875	77.9254	47.9139	35.7691	19.8407	3.25671	0	1.651887	0.6801505	0.3198495	0.02826337
120	-116.216	-79.7301	-36.48594	0.265765	0.734235	252.44	221.565	219.888	180.992	140.338	124.344	110.354	91.3607	60.1936	52.9456	33.7207	19.4716	4.81693	0	1.189592	0.7342352	0.2657648	0.04267661
130	-116.2801	-78.54367	-37.73641	0.217364	0.782636	245.072	232.51	209.188	183.376	147.893	123.933	108.897	82.772	69.3232	42.6442	32.0063	16.5368	3.97223	0	1.372722	0.7826361	0.2173639	0.1044714
140	-115.4706	-80.48601	-34.98459	0.123859	0.876141	244.859	234.266	214.209	185.258	157.938	120.336	110.027	83.7766	62.2191	51.9741	27.7391	17.0515	4.94145	0	0.5980804	0.8761406	0.1238594	0.01670307
150	-118.7844	-79.45641	-39.32794	0.603346	0.396654	242.774	238.572	211.028	189.442	150.747	121.59	117.86	80.3126	64.9749	51.1762	22.5038	14.1272	3.88236	0	1.883306	0.396654	0.603346	0.1751003
160	-118.5197	-80.93915	-37.58054	0.145544	0.854456	244.073	229.58	207.501	188.517	147.31	122.103	112.236	81.2797	68.2524	42.9981	23.7351	15.2898	4.12014	0	0.97541	0.8544563	0.1455437	0.182191
170	-117.8127	-80.04774	-37.765	0.254236	0.745764	250.374	231.196	202.776	195.563	154.119	126.122	110.08	85.793	66.0182	41.2853	34.3358	14.5923	4.33427	0	1.226383	0.7457637	0.2542363	0.1431677
180	-119.059	-82.14176	-36.91723	0.82302	0.17698	254.052	224.843	215.598	189.109	154.748	125.907	114.386	83.6176	62.0171	45.1188	31.5913	6.7207	4.08435	0	1.266227	0.1769798	0.8230202	0.05683459
190	-116.4368	-79.06679	-37.37005	0.322406	0.677594	252.923	227.249	210.815	190.261	150.19	135.594	115.451	80.2932	62.4232	48.2733	35.2566	8.20366	4.47972	0	1.391787	0.6775936	0.3224064	0.06968593
200	-116.1994	-80.79542	-35.40397	0.544155	0.455845	259.495	225.575	203.836	197.845	152.021	139.191	116.492	82.9641	68.1992	54.9376	28.0211	12.734	4.00888	0	0.7862614	0.455845	0.544155	0.02546829
210	-116.0172	-81.02463	-34.99252	0.559629	0.440371	243.029	225.151	212.489	196.34	145.428	123.535	116.004	83.969	75.7171	51.0231	24.9299	8.21449	4.51083	0	0.7836043	0.4403714	0.5596286	0.0169079
220	-115.1519	-79.73185	-35.42007	0.409893	0.590107	241.793	226.106	210.33	182.223	147.124	135.578	114.733	85.596	75.1717	48.7769	25.5514	5.07382	4.8907	0	1.095425	0.5901068	0.4098932	0.01737715
230	-116.4337	-79.11989	-37.31384	0.69944	0.30056	250.846	228.428	201.729	191.23	154.074	138.213	113.219	82.323	74.8349	41.8414	20.3154	11.1753	4.43401	0	1.220565	0.3005597	0.6994403	0.09218745
240	-116.3931	-78.7327	-37.66042	0.629002	0.370998	255.205	232.491	202.317	195.867	152.761	137.955	114.318	85.0799	72.1375	44.5923	25.6487	6.81939	4.67851	0	1.356575	0.3709985	0.6290015	0.1000215
250	-115.0495	-79.64864	-35.40088	0.819732	0.180268	243.887	229.419	210.61	193.908	144.951	137.386	118.402	91.1005	69.0899	53.0001	35.9528	16.7536	4.86168	0	1.000277	0.1802684	0.8197316	0.01986339
260	-117.6666	-81.92915	-35.73746	0.745428	0.254572	247.602	225.695	219.669	184.919	147.609	126.315	115.538	88.8697	61.0322	47.8417	33.4747	19.1986	3.04767	0	1.036463	0.2545717	0.7454283	0.02630042
270	-113.7685	-78.53307	-35.23542	0.404123	0.595877	253.536	230.246	216.457	191.635	157.553	137.137	119.905	87.7592	62.9204	54.8721	36.3075	16.8883	4.81689	0	0.9912764	0.5958772	0.4041228	0.01706136
280	-116.3391	-80.99893	-35.34016	0.834162	0.165838	250.97	229.06	200.909	197.208	152.092	135.274	109.747	98.536	73.3979	54.7122	32.2496	8.72362	4.62395	0	1.058507	0.1658377	0.8341623	0.01706136
290	-114.769	-79.23383	-35.53517	0.15859	0.84141	252.671	233.408	208.192	193.967	141.453	134.793	119.78	97.2381	77.0484	42.5213	29.4198	10.3344	4.58167	0	0.9674337	0.8414096	0.1585904	0.0238326
300	-114.1793	-78.68861	-35.49064	0.394373	0.605627	253.264	221.187	215.246	184.754	143.908	122.095	109.841	86.541	75.6221	48.4127	28.3526	14.4117	4.84269	0	0.9546527	0.6056268	0.3943732	0.02320469
310	-115.0344	-79.68027	-35.35409	0.619012	0.380988	252.82	222.387	219.078	186.757	159.173	134.073	101.893	80.1964	74.5084	49.8218	32.9848	13.7082	4.43727	0	0.9086568	0.3809877	0.6190123	0.02149536
320	-118.6909	-80.04126	-38.64961	0.842009	0.157991	249.05	229.577	216.953	188.098	159.824	135.898	107.262	85.7052	68.2005	52.7935	39.4295	15.9151	2.97046	0	1.622182	0.1579913	0.8420087	0.1551341
330	-117.0829	-78.13471	-38.94817	0.15909	0.84091	248.742	235.936	218.722	193.047	159.563	135.742	101.581	82.0049	78.9619	52.7866	33.4296	12.296	3.85449	0	1.825404	0.8409104	0.1590896	0.1355782
340	-116.4185	-79.10471	-37.31374	0.524249	0.475751	249.355	238.807	217.198	194.554	151.695	139.97	104.97	81.9842	76.8749	49.7174	23.025	9.54387	4.18535	0	1.148419	0.4757509	0.5242491	0.1052432
350	-116.0264	-78.47659	-37.54984	0.745666	0.254334	240.752	231.939	218.073	199.216	157.308	127.465	116.935	81.7636	68.0866	57.0244	31.1001	13.9093	4.84722	0	1.241778	0.2543338	0.7456662	0.1121289
360	-115.9847	-78.40685	-37.57786	0.765148	0.234852	243.453	237.307	206.601	190.148	145.657	126.91	101.55	80.1889	68.1549	59.8414	31.8264	15.0519	4.14338	0	1.33472	0.2348518	0.7651482	0.09620365
370	-116.6249	-78.91261	-37.71227	0.327304	0.672696	258.497	222.003	209.878	195.326	149.077	126.232	105.081	83.5133	78.5721	40.386	34.5388	9.51957	3.88291	0	1.432997	0.6726956	0.3273044	0.09021204
380	-116.7482	-78.16073	-38.58752	0.0626995	0.937301	247.341	223.117	205.593	186.93	157.231	136.818	107.861	82.2362	76.0705	41.5618	35.3849	9.07057	4.5861	0	1.70093	0.9373005	0.06269949	0.1233312
390	-116.1289	-78.52537	-37.60352	0.532557	0.467443	242.893	224.821	212.143	196.02	144.062	139.56	107.273	81.6099	75.8462	43.9899	26.261	12.1921	4.34698	0	1.407331	0.467443	0.532557	0.08527468
400	-117.2217	-78.64921	-38.57253	0.468653	0.531347	241.926	223.425	217.79	199.022	144.38	136.518	107.238	83.6879	79.8554	46.7403	39.7455	15.7364	4.14191	0	1.637354	0.5313467	0.4686533	0.1390814
