Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-134.0657	-98.87334	-35.19235	0.475266	0.524734	247.774	229.991	206.656	183.973	154.211	131.092	103.706	97.8997	68.5927	53.5445	25.2204	6.38464	1.71596	0	1.272785	0.5247342	0.4752658	0.01
10	-125.7999	-85.47532	-40.32456	0.950338	0.0496623	252.401	235.508	210.887	195.964	147.143	134.693	109.992	91.4773	73.9107	53.7553	35.3889	6.1988	1.73128	0	1.950977	0.04966225	0.9503377	0.4104058
20	-121.9718	-84.49272	-37.4791	0.178935	0.821065	241.137	233.462	215.733	188.174	151.739	132.249	106.985	83.7599	67.2127	51.0485	32.2595	12.8054	3.45483	0	1.383375	0.8210649	0.1789351	0.0790508
30	-121.1085	-83.23279	-37.87568	0.0746129	0.925387	247.197	233.485	211.07	189.998	145.822	139.553	105.088	80.8811	65.7087	48.5446	32.6201	14.0895	4.34167	0	1.573696	0.9253871	0.07461285	0.07926237
40	-118.7113	-83.2202	-35.49109	0.354529	0.645471	249.896	229.763	214.811	198.691	149.218	135.272	108.473	85.4914	64.2001	53.7985	36.8263	19.9427	4.83544	0	0.8011433	0.6454706	0.3545294	0.02748834
50	-119.7768	-84.36313	-35.41364	0.456973	0.543027	250.517	229.916	208.974	195.669	150.853	137.47	104.888	83.3468	71.8848	54.3547	29.3793	16.3121	4.07653	0	0.9044382	0.5430273	0.4569727	0.0229321
60	-120.6091	-84.23048	-36.37857	0.46687	0.53313	254.748	237.501	212.92	189.518	152.508	131.889	101.879	83.5198	77.4445	51.0832	26.5173	15.6278	4.42306	0	1.360798	0.5331298	0.4668702	0.02752401
70	-124.1409	-85.74294	-38.39801	0.687541	0.312459	249.034	238.276	210.881	187.674	153.675	136.015	110.968	86.402	77.5907	54.978	20.6224	16.0024	2.9551	0	1.375511	0.3124589	0.6875411	0.2013167
80	-121.7812	-84.98439	-36.79678	0.141803	0.858197	250.539	231.607	214.999	182.645	151.039	138.826	106.008	89.0239	65.9056	58.3771	24.7133	16.9005	4.47163	0	1.032034	0.8581966	0.1418034	0.07639395
90	-121.9297	-85.81278	-36.11691	0.323583	0.676417	249.707	235.903	201.599	182.787	159.549	133.805	112.111	96.1697	64.3458	45.7515	34.0794	9.71015	4.44781	0	0.9739621	0.6764165	0.3235835	0.04224578
100	-127.0574	-87.7441	-39.3133	0.276256	0.723744	258.652	229.684	206.062	187.468	152.299	137.024	112.961	88.0516	66.0723	50.4084	26.4364	16.1227	2.48865	0	1.905975	0.723744	0.276256	0.1643813
110	-123.1272	-85.12327	-38.00395	0.490256	0.509744	251.375	233.162	216.628	191.795	159.827	129.414	101.929	82.2973	60.5019	46.8318	29.9275	17.8148	2.81926	0	1.264829	0.5097438	0.4902562	0.1689427
120	-120.8574	-82.68246	-38.17491	0.498785	0.501215	250.726	223.848	217.036	193.354	153.293	126.868	109.928	80.4962	66.9801	56.7985	23.7892	17.2109	4.37041	0	1.512689	0.5012147	0.4987853	0.1214953
130	-124.3294	-86.72709	-37.60229	0.149002	0.850998	246.39	230.862	217.349	194.801	150.509	135.937	117.215	96.2928	76.088	47.3868	22.7512	17.0037	3.7005	0	1.595784	0.8509978	0.1490022	0.05755816
140	-122.0373	-85.99251	-36.04481	0.543189	0.456811	246.893	237.979	206.787	192.789	158.313	136.341	118.898	91.7316	74.8536	45.6251	25.7708	10.8815	4.75114	0	0.8537975	0.4568105	0.5431895	0.04562009
150	-123.4985	-85.26688	-38.2316	0.970964	0.0290357	248.299	235.679	205.242	184.055	150.023	134.023	113.168	86.5047	69.8683	55.0255	23.9373	7.51116	2.98951	0	1.523841	0.02903568	0.9709643	0.1256233
160	-120.821	-83.80585	-37.01517	0.150058	0.849942	248.864	224.092	215.01	180.458	154.561	127.327	105.998	85.6894	77.9418	48.4987	24.2999	6.74902	4.80497	0	1.149136	0.8499416	0.1500584	0.07797725
