Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51	start_52	end_52	start_53	end_53	start_54	end_54	start_55	end_55	start_56	end_56	start_57	end_57	start_58	end_58	start_59	end_59	start_60	end_60	start_61	end_61	start_62	end_62	start_63	end_63	start_64	end_64	start_65	end_65	start_66	end_66	start_67	end_67	start_68	end_68	start_69	end_69	start_70	end_70	start_71	end_71	start_72	end_72	start_73	end_73	start_74	end_74	start_75	end_75
0	21	31	43	45	1	1	2	2	3	57	3	3	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	3	31	3	12	3	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	16	4	5	5	5	5	5	5	1	16	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	12	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	4	4	4	4	16	16	41	16	6	56	2	7	3	43	3	3	3	3	19	40	1	19	1	13	1	1
10	2	31	6	45	7	1	2	2	1	57	2	3	5	4	5	4	5	4	5	5	5	5	5	5	5	5	5	5	4	31	4	12	4	12	4	3	19	3	4	4	4	12	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	5	4	5	5	5	5	5	5	1	5	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	20	5	6	5	52	20	4	4	4	37	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	39	5	3	55	22	7	1	47	2	1	2	2	10	2	1	24	1	52	1	1
20	5	31	2	45	1	1	2	2	2	57	1	3	5	4	5	4	5	4	5	5	5	5	5	5	5	5	5	5	6	31	3	12	3	12	18	3	6	3	4	4	4	12	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	5	4	5	5	5	5	5	5	1	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	15	4	3	4	2	18	2	9	25	3	2	50	43	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	43	2	7	18	2	1	18	3	1	3	15	6	3	1	40	1	1
30	4	31	4	45	9	1	1	2	2	57	2	3	5	4	5	4	5	4	5	5	5	5	5	5	5	5	5	5	3	31	18	12	4	12	19	3	2	3	4	4	12	12	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	5	4	5	5	5	5	5	5	1	5	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	6	5	1	20	1	12	1	34	1	1	3	36	2	3	1	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	16	13	4	22	19	4	37	34	34	50	5	50	40	16	1	52	1	1
40	5	31	2	45	1	1	1	2	1	57	33	3	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	4	31	4	12	4	12	3	3	3	3	4	4	4	12	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	4	4	5	5	5	5	5	5	1	16	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	6	5	3	19	4	4	4	3	4	4	4	4	4	4	4	4	5	5	5	5	5	5	4	4	4	4	16	16	60	16	6	60	1	1	1	7	1	1	47	33	6	59	13	6	1	27	1	1
50	6	31	7	45	1	1	2	2	5	57	15	3	5	4	5	4	5	4	5	5	5	5	5	5	5	5	5	5	3	31	7	12	2	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	5	4	5	5	5	5	5	5	1	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	6	4	22	12	2	3	9	22	3	7	2	3	3	9	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	15	2	7	5	7	5	5	6	15	4	6	6	4	1	6	1	1
60	6	31	1	45	1	1	1	2	6	57	4	3	5	4	5	4	5	4	5	5	5	5	5	5	5	5	5	5	2	31	2	12	1	12	6	3	2	3	4	4	12	12	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	5	4	5	5	5	5	5	5	1	5	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	40	5	3	52	2	12	2	18	3	2	3	7	3	9	6	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	21	2	1	4	7	4	20	4	4	17	20	13	38	1	27	1	1
70	5	31	3	45	1	1	2	2	3	57	40	3	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	4	31	18	12	2	12	3	3	3	3	4	4	4	12	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	15	4	5	5	5	5	5	5	1	15	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	3	4	4	4	18	4	4	4	4	5	5	5	5	16	5	4	4	4	4	16	16	40	16	55	56	3	7	3	3	3	3	5	40	1	5	1	60	1	13	1	1
80	50	31	4	45	1	1	7	2	6	57	6	3	5	4	5	4	5	4	5	5	5	5	5	5	5	5	5	5	3	31	2	12	3	12	34	3	3	3	4	4	25	12	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	16	5	5	5	20	4	5	5	5	5	4	5	1	20	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	17	5	6	5	5	17	6	25	6	34	3	6	50	9	12	50	31	12	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	31	58	7	20	58	6	20	3	6	14	50	5	14	1	5	1	1
90	5	31	2	45	1	1	7	2	6	57	6	3	5	4	5	4	5	4	5	5	5	5	5	5	5	5	5	5	4	31	2	12	2	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	5	4	5	5	5	5	5	5	1	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	35	5	6	5	3	35	19	12	2	3	1	34	4	2	7	4	6	7	5	5	5	5	5	5	5	5	5	5	5	5	41	5	6	41	18	7	1	18	59	17	26	59	1	26	27	17	1	27	1	1
100	33	31	6	45	1	1	22	2	6	57	6	3	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	4	31	4	12	4	12	3	3	3	3	4	4	25	12	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	16	4	4	4	5	5	5	5	16	4	5	5	5	5	5	5	1	16	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	25	4	3	4	4	4	4	4	4	4	4	5	5	5	5	5	5	4	4	4	4	16	16	21	16	13	41	6	22	6	6	6	6	6	6	1	33	1	13	1	13	1	1
110	50	31	34	45	17	1	2	2	6	57	6	3	5	4	5	4	5	4	5	5	5	5	5	5	5	5	5	5	6	31	34	12	2	12	12	3	3	3	4	4	12	12	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	6	4	5	5	5	5	5	5	1	21	4	4	5	16	5	5	5	5	5	5	5	5	5	5	5	5	14	5	5	5	5	14	5	5	5	5	4	12	20	12	4	20	19	34	19	19	2	37	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	14	1	32	6	47	6	6	4	6	3	50	5	8	1	5	1	1
