Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	simmap
0	{4,7.63307:20,10.5002:4,12.8456:20,7.5935:37,5.31192:50,15.4532:37,8.00272:19,21.4845:3,10.738}	{5,4.71646}	{5,4.71646}	{5,42.7256}	{5,42.7256}	{5,11.7583}	{16,4.1711:5,7.58717}	{5,4.77369}	{4,1.51015}	{4,1.51015}	{5,3.16659}	{5,7.63423}	{5,7.63423}	{5,4.61927}	{5,4.61927}	{5,21.356}	{16,1.77843:5,27.6291}	{45,11.8047:27,33.0913:43,8.45102}	{1,4.8421}	{2,4.8421}	{57,1.53088:42,15.2341:22,12.1499:7,4.46589:2,5.82042:18,9.87391:2,34.8655}	{3,58.5041:9,5.58652:34,2.76583:9,0.466474:2,16.6177}	{31,13.3906:56,18.6901:40,43.5893:15,15.5929:5,13.1454}	{31,0.980658:12,0.53277:25,21.6364:50,0.454934:34,11.0134:9,7.6623:3,14.255}	{12,17.1262:3,24.9937}	{12,10.825:3,31.2949}	{3,6.35332}	{3,6.35332}	{4,0.774254}	{12,0.774254}	{5,7.52729}	{5,4.38108}	{5,4.38108}	{5,13.5239}	{5,13.5239}	{4,7.43009}	{4,7.43009}	{4,11.7204}	{4,4.29033}	{4,3.30611}	{5,1.4374}	{5,3.14622}	{5,7.434}	{5,0.0652275}	{16,43.8505:41,16.5745:21,3.10748}	{12,16.1048:3,32.7844}	{3,14.051:9,11.6075:3,17.6516}	{3,13.6338}	{3,14.4155}	{3,6.76177}	{3,15.2618}	{40,13.4869:15,5.09926:5,62.5184}	{2,10.1754}	{7,7.85654:2,40.6485}	{43,23.2097:26,0.569026:14,16.9902}	{14,10.2923}	{14,8.20898:26,20.6551:43,9.29967:26,3.14824:13,2.02408:5,11.9193}	{5,36.0545}	{5,13.2833}	{5,1.60054}	{4,1.65644}	{16,0.809369:5,0.797731}	{5,4.46107}	{5,8.66778}	{5,3.45349}	{5,8.0515}	{5,28.1304}	{5,45.7797}	{5,46.3972:13,8.22444:27,17.4692:15,13.2371:5,14.6491}	{5,19.8623:15,49.5199:5,45.4071}	{5,38.2032}	{5,9.19133:13,4.5197:1,51.5347}	{5,78.718:15,16.1283}	{15,21.5544:27,31.139:52,32.5597:40,22.9214:15,6.32485:27,1.19818:13,16.882:1,28.8216}	{1,0}	((((((Hemiscyllium_halmahera:{4,11.7204},(Hemiscyllium_henryi:{4,7.43009},Hemiscyllium_galei:{4,7.43009}):{4,4.29033}):{4,3.30611},((Hemiscyllium_ocellatum:{5,13.5239},Hemiscyllium_strahani:{5,13.5239}):{5,1.4374},((Hemiscyllium_michaeli:{5,4.38108},Hemiscyllium_trispeculare:{5,4.38108}):{5,3.14622},Hemiscyllium_hallstromi:{5,7.52729}):{5,7.434}):{5,0.0652275}):{16,43.8505:41,16.5745:21,3.10748},(((Chiloscyllium_griseum:{12,0.774254},Chiloscyllium_hasseltii:{4,0.774254}):{12,16.1048:3,32.7844},(Chiloscyllium_arabicum:{3,6.35332},Chiloscyllium_burmensis:{3,6.35332}):{3,14.051:9,11.6075:3,17.6516}):{3,13.6338},((Chiloscyllium_plagiosum:{12,10.825:3,31.2949},Chiloscyllium_indicum:{12,17.1262:3,24.9937}):{3,14.4155},Chiloscyllium_punctatum:{31,0.980658:12,0.53277:25,21.6364:50,0.454934:34,11.0134:9,7.6623:3,14.255}):{3,6.76177}):{3,15.2618}):{40,13.4869:15,5.09926:5,62.5184},(Stegostoma_fasciatum:{31,13.3906:56,18.6901:40,43.5893:15,15.5929:5,13.1454},((Pseudoginglymostoma_brevicaudatum:{3,58.5041:9,5.58652:34,2.76583:9,0.466474:2,16.6177},Rhincodon_typus:{57,1.53088:42,15.2341:22,12.1499:7,4.46589:2,5.82042:18,9.87391:2,34.8655}):{2,10.1754},((Ginglymostoma_cirratum:{2,4.8421},Ginglymostoma_unami:{1,4.8421}):{7,7.85654:2,40.6485},Nebrius_ferrugineus:{45,11.8047:27,33.0913:43,8.45102}):{43,23.2097:26,0.569026:14,16.9902}):{14,10.2923}):{14,8.20898:26,20.6551:43,9.29967:26,3.14824:13,2.02408:5,11.9193}):{5,36.0545},(((Eucrossorhinus_dasypogon:{16,1.77843:5,27.6291},(Orectolobus_ornatus:{5,21.356},((Orectolobus_floridus:{5,4.61927},Sutorectus_tentaculatus:{5,4.61927}):{5,13.2833},((Orectolobus_hutchinsi:{5,7.63423},Orectolobus_parvimaculatus:{5,7.63423}):{5,1.60054},((Orectolobus_maculatus:{5,3.16659},(Orectolobus_japonicus:{4,1.51015},Orectolobus_leptolineatus:{4,1.51015}):{4,1.65644}):{16,0.809369:5,0.797731},Orectolobus_halei:{5,4.77369}):{5,4.46107}):{5,8.66778}):{5,3.45349}):{5,8.0515}):{5,28.1304},(Orectolobus_wardi:{16,4.1711:5,7.58717},Orectolobus_reticulatus:{5,11.7583}):{5,45.7797}):{5,46.3972:13,8.22444:27,17.4692:15,13.2371:5,14.6491},(Brachaelurus_waddi:{5,42.7256},Brachaelurus_colcloughi:{5,42.7256}):{5,19.8623:15,49.5199:5,45.4071}):{5,38.2032}):{5,9.19133:13,4.5197:1,51.5347},((Parascyllium_collare:{5,4.71646},Parascyllium_ferrugineum:{5,4.71646}):{5,78.718:15,16.1283},Cirrhoscyllium_formosanum:{4,7.63307:20,10.5002:4,12.8456:20,7.5935:37,5.31192:50,15.4532:37,8.00272:19,21.4845:3,10.738}):{15,21.5544:27,31.139:52,32.5597:40,22.9214:15,6.32485:27,1.19818:13,16.882:1,28.8216});
100	{4,17.1868:12,1.42825:37,27.6534:50,2.94347:36,0.0142073:48,41.1803:58,0.793663:48,8.36259}	{5,4.71646}	{5,4.71646}	{5,42.7256}	{5,42.7256}	{5,11.7583}	{16,3.35591:5,8.40237}	{5,4.77369}	{4,1.51015}	{4,1.51015}	{5,3.16659}	{5,7.63423}	{5,7.63423}	{5,4.61927}	{5,4.61927}	{5,21.356}	{16,3.00187:5,26.4057}	{45,26.2077:61,2.51362:52,1.60749:59,12.9966:53,7.04092:59,2.12979:52,0.850973}	{1,4.8421}	{2,4.8421}	{57,2.67156:42,6.00842:58,11.9361:47,3.81638:22,36.895:7,22.6131}	{3,10.1751:9,9.76116:2,5.20431:7,7.61495:1,51.1851}	{31,2.11777:16,1.86526:5,100.425}	{31,0.428527:12,8.32337:3,47.7836}	{12,18.2768:3,23.8431}	{12,7.21088:3,2.00048:12,2.48124:3,2.12671:12,7.98527:3,20.3153}	{3,6.35332}	{3,6.35332}	{4,0.774254}	{12,0.774254}	{5,7.52729}	{5,4.38108}	{5,4.38108}	{5,13.5239}	{5,13.5239}	{4,7.43009}	{4,7.43009}	{4,3.3371:20,8.38332}	{4,4.29033}	{20,3.30611}	{5,1.4374}	{5,3.14622}	{5,7.434}	{5,0.0652275}	{41,63.5325}	{12,6.16722:3,42.722}	{3,43.3101}	{3,13.6338}	{3,14.4155}	{3,6.76177}	{3,15.2618}	{56,1.26678:40,1.95667:15,15.9181:3,17.6128:8,5.77091:27,23.8487:15,6.80232:3,7.92829}	{7,3.34377:2,6.83162}	{7,21.7974:1,26.7076}	{52,2.52442:59,28.8072:43,9.43724}	{43,10.2923}	{43,0.112427:27,13.1049:52,13.7147:27,1.04576:8,27.2776}	{8,7.10954:27,19.4695:13,9.47542}	{5,13.2833}	{5,1.60054}	{4,1.65644}	{16,0.369284:5,1.23782}	{5,4.46107}	{5,8.66778}	{5,3.45349}	{5,8.0515}	{5,28.1304}	{5,45.7797}	{5,18.1839:15,13.3144:5,0.97131:15,1.00542:40,6.04247:21,18.9781:40,6.45277:15,2.47011:5,32.5585}	{5,114.789}	{5,38.2032}	{13,31.1452:1,34.1005}	{5,94.8462}	{60,35.9956:51,6.08599:38,1.60938:13,6.46393:38,35.4737:17,5.14898:1,44.9844:13,16.0632:1,9.5759}	{1,0}	((((((Hemiscyllium_halmahera:{4,3.3371:20,8.38332},(Hemiscyllium_henryi:{4,7.43009},Hemiscyllium_galei:{4,7.43009}):{4,4.29033}):{20,3.30611},((Hemiscyllium_ocellatum:{5,13.5239},Hemiscyllium_strahani:{5,13.5239}):{5,1.4374},((Hemiscyllium_michaeli:{5,4.38108},Hemiscyllium_trispeculare:{5,4.38108}):{5,3.14622},Hemiscyllium_hallstromi:{5,7.52729}):{5,7.434}):{5,0.0652275}):{41,63.5325},(((Chiloscyllium_griseum:{12,0.774254},Chiloscyllium_hasseltii:{4,0.774254}):{12,6.16722:3,42.722},(Chiloscyllium_arabicum:{3,6.35332},Chiloscyllium_burmensis:{3,6.35332}):{3,43.3101}):{3,13.6338},((Chiloscyllium_plagiosum:{12,7.21088:3,2.00048:12,2.48124:3,2.12671:12,7.98527:3,20.3153},Chiloscyllium_indicum:{12,18.2768:3,23.8431}):{3,14.4155},Chiloscyllium_punctatum:{31,0.428527:12,8.32337:3,47.7836}):{3,6.76177}):{3,15.2618}):{56,1.26678:40,1.95667:15,15.9181:3,17.6128:8,5.77091:27,23.8487:15,6.80232:3,7.92829},(Stegostoma_fasciatum:{31,2.11777:16,1.86526:5,100.425},((Pseudoginglymostoma_brevicaudatum:{3,10.1751:9,9.76116:2,5.20431:7,7.61495:1,51.1851},Rhincodon_typus:{57,2.67156:42,6.00842:58,11.9361:47,3.81638:22,36.895:7,22.6131}):{7,3.34377:2,6.83162},((Ginglymostoma_cirratum:{2,4.8421},Ginglymostoma_unami:{1,4.8421}):{7,21.7974:1,26.7076},Nebrius_ferrugineus:{45,26.2077:61,2.51362:52,1.60749:59,12.9966:53,7.04092:59,2.12979:52,0.850973}):{52,2.52442:59,28.8072:43,9.43724}):{43,10.2923}):{43,0.112427:27,13.1049:52,13.7147:27,1.04576:8,27.2776}):{8,7.10954:27,19.4695:13,9.47542},(((Eucrossorhinus_dasypogon:{16,3.00187:5,26.4057},(Orectolobus_ornatus:{5,21.356},((Orectolobus_floridus:{5,4.61927},Sutorectus_tentaculatus:{5,4.61927}):{5,13.2833},((Orectolobus_hutchinsi:{5,7.63423},Orectolobus_parvimaculatus:{5,7.63423}):{5,1.60054},((Orectolobus_maculatus:{5,3.16659},(Orectolobus_japonicus:{4,1.51015},Orectolobus_leptolineatus:{4,1.51015}):{4,1.65644}):{16,0.369284:5,1.23782},Orectolobus_halei:{5,4.77369}):{5,4.46107}):{5,8.66778}):{5,3.45349}):{5,8.0515}):{5,28.1304},(Orectolobus_wardi:{16,3.35591:5,8.40237},Orectolobus_reticulatus:{5,11.7583}):{5,45.7797}):{5,18.1839:15,13.3144:5,0.97131:15,1.00542:40,6.04247:21,18.9781:40,6.45277:15,2.47011:5,32.5585},(Brachaelurus_waddi:{5,42.7256},Brachaelurus_colcloughi:{5,42.7256}):{5,114.789}):{5,38.2032}):{13,31.1452:1,34.1005},((Parascyllium_collare:{5,4.71646},Parascyllium_ferrugineum:{5,4.71646}):{5,94.8462},Cirrhoscyllium_formosanum:{4,17.1868:12,1.42825:37,27.6534:50,2.94347:36,0.0142073:48,41.1803:58,0.793663:48,8.36259}):{60,35.9956:51,6.08599:38,1.60938:13,6.46393:38,35.4737:17,5.14898:1,44.9844:13,16.0632:1,9.5759});
200	{4,30.6963:20,14.8365:4,17.3679:12,7.83065:37,0.780777:12,4.48621:25,2.61955:50,1.03027:34,2.57673:18,2.1845:6,14.8808:19,0.272505}	{5,4.71646}	{5,4.71646}	{5,42.7256}	{5,42.7256}	{5,11.7583}	{16,3.39378:5,8.36449}	{5,4.77369}	{4,1.51015}	{4,1.51015}	{5,3.16659}	{5,7.63423}	{5,7.63423}	{5,4.61927}	{5,4.61927}	{5,21.356}	{16,2.27234:5,27.1352}	{45,0.389822:24,4.27306:49,5.13765:35,6.77708:17,5.21643:33,1.29639:17,4.47357:32,2.779:7,9.79316:1,13.2109}	{1,4.8421}	{2,4.8421}	{57,2.56016:42,0.617656:22,1.27743:7,10.4861:1,68.9993}	{3,1.83967:8,3.11972:22,1.00406:7,1.58069:1,13.6987:7,0.868752:2,0.483098:9,2.39442:2,1.86435:18,6.41636:32,8.93893:7,0.548579:2,0.537249:7,1.01414:32,1.87681:7,1.61361:2,1.54114:7,8.40026:1,8.1121:7,1.85853:1,16.2294}	{31,2.80099:12,7.99675:37,10.5837:50,4.1882:37,1.77356:19,3.55982:37,5.58675:49,1.31814:58,0.332288:50,3.4686:58,2.44717:48,0.208258:35,5.16263:17,6.1575:32,3.17283:7,0.644443:22,2.10047:42,0.212419:58,10.7208:49,10.6684:58,1.74801:50,0.264716:34,5.0282:18,14.2636}	{31,0.322126:12,0.55473:37,4.05042:50,2.0397:37,0.413518:20,4.2757:37,4.60506:20,0.214581:37,1.96568:19,3.85693:37,3.991:20,25.0825:4,5.16348}	{12,5.39329:37,9.28924:20,10.4266:4,17.0107}	{12,8.59319:37,0.230649:50,11.6275:37,0.735964:20,15.4837:4,5.44885}	{3,4.04514:9,2.17384:3,0.134335}	{3,6.35332}	{4,0.774254}	{12,0.774254}	{5,7.52729}	{5,4.38108}	{5,4.38108}	{5,13.5239}	{5,13.5239}	{4,7.43009}	{4,7.43009}	{4,1.73499:12,8.46852:4,1.51692}	{4,4.29033}	{4,3.30611}	{5,1.4374}	{5,3.14622}	{5,7.434}	{5,0.0652275}	{16,33.2288:41,9.21656:16,14.2733:30,2.09427:44,4.71957}	{12,11.4024:24,0.0540863:42,0.0128142:22,1.46825:42,1.71207:25,1.19097:50,5.9854:58,4.61881:47,3.70055:58,2.17037:50,7.78169:58,4.26989:49,0.257674:58,4.26422}	{3,2.35292:19,2.23716:3,6.8023:19,0.194735:34,4.92735:18,5.24141:34,3.02129:9,0.131812:34,4.90816:9,4.66136:2,8.83164}	{58,2.68607:50,5.28342:37,2.51223:20,0.662574:6,2.48947}	{4,8.13509:20,6.28046}	{20,0.850177:4,5.91159}	{20,10.7844:4,4.4774}	{44,1.06502:30,1.19773:44,2.15455:60,12.1876:51,0.418823:59,6.68755:53,4.18891:40,6.64435:15,5.81631:31,1.37206:56,4.96408:40,0.0163019:19,15.9381:40,3.43929:21,14.2082:41,0.805645}	{1,10.1754}	{7,1.7383:1,6.6295:7,3.4271:32,4.42845:47,0.261129:33,1.74627:47,14.3116:22,2.03189:7,8.02284:1,5.90788}	{1,40.7689}	{1,10.2923}	{32,0.892378:47,3.20624:33,0.850631:47,1.70244:32,8.5856:47,6.60176:33,0.962296:19,0.984094:6,13.1006:20,2.9004:6,2.72964:17,0.0034055:1,12.7358}	{54,1.62563:61,11.8126:54,4.47561:38,8.86472:13,1.86399:1,7.41192}	{5,13.2833}	{5,1.60054}	{4,1.65644}	{16,0.972149:5,0.634951}	{5,4.46107}	{5,8.66778}	{5,3.45349}	{5,8.0515}	{5,28.1304}	{5,45.7797}	{5,47.8449:15,7.61893:31,0.730092:56,4.39746:40,1.23482:56,1.34249:61,2.94063:54,1.06935:61,18.0447:54,4.05991:35,0.35397:17,3.15258:1,0.555309:13,1.73867:5,4.89311}	{5,63.4384:15,2.74884:3,0.925462:9,4.07748:22,3.12695:7,15.8758:32,0.744898:17,3.67268:33,0.179957:49,1.27558:33,0.263434:19,9.73292:3,8.72695}	{15,18.5171:40,3.35145:52,2.32142:33,0.464535:19,12.6748:6,0.873798}	{17,2.39261:1,10.0635:13,18.0729:1,0.401855:13,4.21678:1,30.098}	{5,94.8462}	{40,5.71087:15,5.31477:27,1.98393:15,14.9127:27,27.8465:52,20.9821:27,3.61259:52,7.20746:61,0.15474:52,3.32127:27,0.314125:13,17.0378:1,1.06206:13,10.2909:1,41.6493}	{1,0}	((((((Hemiscyllium_halmahera:{4,1.73499:12,8.46852:4,1.51692},(Hemiscyllium_henryi:{4,7.43009},Hemiscyllium_galei:{4,7.43009}):{4,4.29033}):{4,3.30611},((Hemiscyllium_ocellatum:{5,13.5239},Hemiscyllium_strahani:{5,13.5239}):{5,1.4374},((Hemiscyllium_michaeli:{5,4.38108},Hemiscyllium_trispeculare:{5,4.38108}):{5,3.14622},Hemiscyllium_hallstromi:{5,7.52729}):{5,7.434}):{5,0.0652275}):{16,33.2288:41,9.21656:16,14.2733:30,2.09427:44,4.71957},(((Chiloscyllium_griseum:{12,0.774254},Chiloscyllium_hasseltii:{4,0.774254}):{12,11.4024:24,0.0540863:42,0.0128142:22,1.46825:42,1.71207:25,1.19097:50,5.9854:58,4.61881:47,3.70055:58,2.17037:50,7.78169:58,4.26989:49,0.257674:58,4.26422},(Chiloscyllium_arabicum:{3,6.35332},Chiloscyllium_burmensis:{3,4.04514:9,2.17384:3,0.134335}):{3,2.35292:19,2.23716:3,6.8023:19,0.194735:34,4.92735:18,5.24141:34,3.02129:9,0.131812:34,4.90816:9,4.66136:2,8.83164}):{58,2.68607:50,5.28342:37,2.51223:20,0.662574:6,2.48947},((Chiloscyllium_plagiosum:{12,8.59319:37,0.230649:50,11.6275:37,0.735964:20,15.4837:4,5.44885},Chiloscyllium_indicum:{12,5.39329:37,9.28924:20,10.4266:4,17.0107}):{4,8.13509:20,6.28046},Chiloscyllium_punctatum:{31,0.322126:12,0.55473:37,4.05042:50,2.0397:37,0.413518:20,4.2757:37,4.60506:20,0.214581:37,1.96568:19,3.85693:37,3.991:20,25.0825:4,5.16348}):{20,0.850177:4,5.91159}):{20,10.7844:4,4.4774}):{44,1.06502:30,1.19773:44,2.15455:60,12.1876:51,0.418823:59,6.68755:53,4.18891:40,6.64435:15,5.81631:31,1.37206:56,4.96408:40,0.0163019:19,15.9381:40,3.43929:21,14.2082:41,0.805645},(Stegostoma_fasciatum:{31,2.80099:12,7.99675:37,10.5837:50,4.1882:37,1.77356:19,3.55982:37,5.58675:49,1.31814:58,0.332288:50,3.4686:58,2.44717:48,0.208258:35,5.16263:17,6.1575:32,3.17283:7,0.644443:22,2.10047:42,0.212419:58,10.7208:49,10.6684:58,1.74801:50,0.264716:34,5.0282:18,14.2636},((Pseudoginglymostoma_brevicaudatum:{3,1.83967:8,3.11972:22,1.00406:7,1.58069:1,13.6987:7,0.868752:2,0.483098:9,2.39442:2,1.86435:18,6.41636:32,8.93893:7,0.548579:2,0.537249:7,1.01414:32,1.87681:7,1.61361:2,1.54114:7,8.40026:1,8.1121:7,1.85853:1,16.2294},Rhincodon_typus:{57,2.56016:42,0.617656:22,1.27743:7,10.4861:1,68.9993}):{1,10.1754},((Ginglymostoma_cirratum:{2,4.8421},Ginglymostoma_unami:{1,4.8421}):{7,1.7383:1,6.6295:7,3.4271:32,4.42845:47,0.261129:33,1.74627:47,14.3116:22,2.03189:7,8.02284:1,5.90788},Nebrius_ferrugineus:{45,0.389822:24,4.27306:49,5.13765:35,6.77708:17,5.21643:33,1.29639:17,4.47357:32,2.779:7,9.79316:1,13.2109}):{1,40.7689}):{1,10.2923}):{32,0.892378:47,3.20624:33,0.850631:47,1.70244:32,8.5856:47,6.60176:33,0.962296:19,0.984094:6,13.1006:20,2.9004:6,2.72964:17,0.0034055:1,12.7358}):{54,1.62563:61,11.8126:54,4.47561:38,8.86472:13,1.86399:1,7.41192},(((Eucrossorhinus_dasypogon:{16,2.27234:5,27.1352},(Orectolobus_ornatus:{5,21.356},((Orectolobus_floridus:{5,4.61927},Sutorectus_tentaculatus:{5,4.61927}):{5,13.2833},((Orectolobus_hutchinsi:{5,7.63423},Orectolobus_parvimaculatus:{5,7.63423}):{5,1.60054},((Orectolobus_maculatus:{5,3.16659},(Orectolobus_japonicus:{4,1.51015},Orectolobus_leptolineatus:{4,1.51015}):{4,1.65644}):{16,0.972149:5,0.634951},Orectolobus_halei:{5,4.77369}):{5,4.46107}):{5,8.66778}):{5,3.45349}):{5,8.0515}):{5,28.1304},(Orectolobus_wardi:{16,3.39378:5,8.36449},Orectolobus_reticulatus:{5,11.7583}):{5,45.7797}):{5,47.8449:15,7.61893:31,0.730092:56,4.39746:40,1.23482:56,1.34249:61,2.94063:54,1.06935:61,18.0447:54,4.05991:35,0.35397:17,3.15258:1,0.555309:13,1.73867:5,4.89311},(Brachaelurus_waddi:{5,42.7256},Brachaelurus_colcloughi:{5,42.7256}):{5,63.4384:15,2.74884:3,0.925462:9,4.07748:22,3.12695:7,15.8758:32,0.744898:17,3.67268:33,0.179957:49,1.27558:33,0.263434:19,9.73292:3,8.72695}):{15,18.5171:40,3.35145:52,2.32142:33,0.464535:19,12.6748:6,0.873798}):{17,2.39261:1,10.0635:13,18.0729:1,0.401855:13,4.21678:1,30.098},((Parascyllium_collare:{5,4.71646},Parascyllium_ferrugineum:{5,4.71646}):{5,94.8462},Cirrhoscyllium_formosanum:{4,30.6963:20,14.8365:4,17.3679:12,7.83065:37,0.780777:12,4.48621:25,2.61955:50,1.03027:34,2.57673:18,2.1845:6,14.8808:19,0.272505}):{40,5.71087:15,5.31477:27,1.98393:15,14.9127:27,27.8465:52,20.9821:27,3.61259:52,7.20746:61,0.15474:52,3.32127:27,0.314125:13,17.0378:1,1.06206:13,10.2909:1,41.6493});
