Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-148.2843	-113.8254	-34.4589	0.325504	0.674496	254.225	221.033	218.761	199.526	141.808	120.741	113.432	91.7927	65.8393	45.4727	21.2015	11.499	0.353512	0	0.6132664	0.6744963	0.3255037	0.01
10	-126.8985	-85.75605	-41.14247	0.47394	0.52606	253.531	225.874	218.057	187.294	153.08	120.395	115.994	83.6203	64.0568	55.1222	31.6812	10.9693	1.15152	0	1.9914	0.5260602	0.4739398	0.8528913
20	-122.8686	-84.77311	-38.0955	0.50896	0.49104	244.113	220.857	213.988	189.62	156.888	130.37	115.955	81.6577	63.44	56.7352	28.701	17.2057	2.17316	0	1.206119	0.4910402	0.5089598	0.2069656
30	-120.772	-83.3457	-37.4263	0.289981	0.710019	243.13	220.392	215.797	192.229	159.884	138.915	118.991	95.3858	76.0349	54.2426	36.7804	14.2973	4.62925	0	1.756965	0.7100192	0.2899808	0.03426294
40	-119.55	-81.05534	-38.49467	0.593892	0.406108	247.462	227.849	208.885	189.155	157.84	127.077	111.82	87.2132	70.6152	51.025	35.0418	12.5885	4.39176	0	1.778948	0.4061084	0.5938916	0.09514953
50	-121.9501	-82.81896	-39.13117	0.540262	0.459738	245.704	233.135	218.048	180.745	156.411	132.412	116.188	80.0331	62.2256	59.8886	35.06	10.4746	2.67164	0	1.729874	0.459738	0.540262	0.1996961
60	-118.9981	-81.91943	-37.07868	0.987235	0.012765	250.599	232.32	215.285	191.945	155.287	138.743	115.036	89.0671	65.688	55.3163	32.0664	9.87353	4.77141	0	1.454078	0.01276496	0.987235	0.04584301
70	-120.4815	-83.23617	-37.2453	0.544948	0.455052	250.684	223.405	215.44	195.624	154.652	138.955	100.327	82.8221	61.7084	44.4808	30.8111	5.36471	4.18006	0	0.9564841	0.4550516	0.5449484	0.1338194
80	-118.2435	-81.13055	-37.1129	0.880859	0.119141	244.879	229.189	211.679	193.616	159.071	136.452	107.42	81.8481	72.4202	43.6944	31.2228	17.811	4.42898	0	1.091211	0.1191412	0.8808588	0.09512023
90	-117.6976	-80.01757	-37.68007	0.65668	0.34332	246.702	221.572	204.205	199.262	153.354	135.402	108.588	82.3169	64.3084	52.5472	27.6712	15.7948	4.60146	0	1.493413	0.3433204	0.6566796	0.07710618
100	-118.4705	-80.20445	-38.26605	0.248956	0.751044	249.177	225.711	206.511	198.306	159.718	135.124	105.092	81.3176	74.6614	56.9876	26.0856	13.8894	4.98416	0	1.923729	0.7510444	0.2489556	0.05553075
110	-118.4069	-81.57248	-36.83444	0.735848	0.264152	258.832	225.884	200.51	191.398	149.579	138.166	102.473	86.232	62.5112	54.4116	22.6218	10.3863	4.73815	0	1.153094	0.2641524	0.7358476	0.06462486
120	-117.9782	-80.75305	-37.22511	0.761914	0.238086	256.476	223.435	203.507	195.448	158.355	127.226	110.024	90.214	69.4193	59.7457	30.1617	13.4044	4.93004	0	1.414837	0.2380863	0.7619137	0.05752186
130	-123.0416	-85.84628	-37.19535	0.157853	0.842147	244.894	220.129	209.9	191.065	150.202	139.686	108.435	89.5592	70.7997	55.8379	24.8542	14.3305	3.10452	0	1.313528	0.8421468	0.1578532	0.06843837
140	-119.3756	-81.13863	-38.23696	0.96447	0.0355299	246.842	234.261	210.426	184.715	140.995	127.491	108.643	81.1685	66.7576	53.572	30.2895	12.8785	3.98235	0	1.427111	0.03552985	0.9644701	0.1543028
150	-117.5347	-80.46824	-37.06646	0.358834	0.641166	249.522	227.503	208.387	186.553	148.305	137.036	108.392	84.9343	67.9149	54.392	30.7899	10.437	4.97954	0	1.349011	0.6411658	0.3588342	0.05606814
160	-118.09	-79.71009	-38.37994	0.540732	0.459268	241.311	231.039	210.408	188.64	150.336	126.894	113.257	81.8471	69.1294	58.3912	34.9574	12.317	4.57163	0	1.768446	0.4592678	0.5407322	0.08676165
170	-119.4364	-82.48285	-36.95353	0.463286	0.536714	240.778	229.742	200.01	189.299	150.56	120.642	115.22	84.3585	60.9168	57.8473	28.019	19.4406	4.61695	0	0.9492126	0.5367145	0.4632855	0.1009565
180	-118.8761	-81.33958	-37.53657	0.551364	0.448636	247.298	230.696	205.706	184.851	152.145	126.133	103.716	88.4086	63.4251	51.4484	38.9394	17.9116	4.60984	0	1.640223	0.4486363	0.5513637	0.04905839
190	-119.3886	-83.96443	-35.42422	0.87814	0.12186	245.178	238.718	206.034	185.677	155.35	128.332	107.087	88.6236	68.1417	48.6405	36.9512	9.4091	4.829	0	1.016725	0.1218598	0.8781402	0.01983014
200	-123.153	-85.67243	-37.48057	0.122054	0.877946	246.652	239.03	216	183.136	140.443	134.539	103.872	83.314	71.1628	58.0075	25.2137	10.6835	3.11835	0	0.8828171	0.8779463	0.1220537	0.1858368
210	-118.3133	-80.30255	-38.01078	0.358432	0.641568	249.125	233.236	212.113	192.058	143.484	126.84	100.981	84.7586	76.2903	54.821	35.2346	18.887	4.7459	0	1.563633	0.6415685	0.3584315	0.09266892
220	-118.1119	-81.44549	-36.6664	0.588164	0.411836	250.234	230.521	215.624	198.916	150.743	134.212	107.175	82.36	79.0813	57.1353	35.7195	16.5127	4.77851	0	1.085904	0.4118363	0.5881637	0.06141201
230	-120.1635	-81.5661	-38.59737	0.632983	0.367017	247.508	239.339	214.144	195.752	157.589	138.902	116.452	84.777	67.6619	40.7285	38.7116	11.3634	4.41279	0	1.680763	0.3670168	0.6329832	0.1300184
240	-117.776	-79.86809	-37.90795	0.745571	0.254429	246.483	234.055	210.555	180.204	157.53	129.645	109.154	82.5575	60.6019	47.0445	38.1605	7.16244	4.89773	0	1.508134	0.254429	0.745571	0.09391764
250	-118.164	-80.1804	-37.98356	0.182296	0.817704	257.671	236.9	207.064	186.757	156.553	134.728	106.211	81.0643	64.5854	42.8144	34.1442	13.3732	4.52885	0	1.600386	0.8177042	0.1822958	0.08345804
260	-117.0158	-79.4604	-37.55539	0.896888	0.103112	252.586	232.893	210.71	184.304	154.688	134.183	111.834	80.3965	68.9572	51.4104	36.2603	9.57911	4.67714	0	1.351161	0.1031122	0.8968878	0.09103086
270	-119.4684	-81.2911	-38.17727	0.435525	0.564475	246.907	236.982	213.77	185.843	158.154	133.309	115.079	81.4139	66.4879	45.0737	34.0042	9.76236	3.37902	0	1.483103	0.5644746	0.4355254	0.1295146
280	-119.9583	-81.11639	-38.84195	0.0545443	0.945456	246.133	235.15	212.14	189.218	148.791	126.358	101.358	82.2969	72.9701	53.393	30.8755	10.3348	4.66475	0	2.074865	0.9454557	0.05454433	0.07152301
290	-118.3078	-80.4614	-37.84642	0.540998	0.459002	247.664	233.579	212.613	190.616	146.497	123.373	103.673	81.6522	78.2171	56.6884	36.3047	15.1924	4.02373	0	1.499518	0.4590022	0.5409978	0.08991223
300	-117.9608	-80.53368	-37.42716	0.160982	0.839018	241.321	229.803	216.014	195.627	141.453	124.685	101.156	83.7815	64.1415	41.9388	39.3042	13.9885	4.74477	0	1.339862	0.8390177	0.1609823	0.08190252
310	-122.582	-83.83196	-38.75002	0.536452	0.463548	250.628	221.83	218.271	188.551	141.35	137.411	117.084	83.9822	69.9424	47.8256	32.3632	5.75094	2.97625	0	1.992524	0.4635476	0.5364524	0.07777139
320	-119.8141	-84.04221	-35.77185	0.552462	0.447538	245.531	233.953	209.533	187.918	140.902	131.102	112.713	93.2223	60.3404	41.0684	28.3596	12.2941	4.45912	0	1.151219	0.4475378	0.5524622	0.02240696
330	-120.8711	-82.2826	-38.5885	0.60363	0.39637	249.91	228.109	219.961	198.21	144.071	123.295	105.778	88.774	63.6193	43.1917	28.7152	13.9092	4.79784	0	1.727286	0.3963703	0.6036297	0.1167052
340	-117.7497	-80.64196	-37.10776	0.549826	0.450174	249.819	224.057	208.885	195.52	154.746	120.509	107.823	82.9915	71.0086	51.7911	23.9995	18.1876	4.734	0	1.130452	0.4501741	0.5498259	0.08842683
350	-119.0295	-82.3549	-36.6746	0.709528	0.290472	252.791	221.18	205.309	192.75	152.092	124.884	105.794	85.5563	67.5371	57.6892	27.1547	14.6386	4.43047	0	1.031845	0.2904718	0.7095282	0.06762837
360	-118.6745	-80.93396	-37.74051	0.43473	0.56527	255.39	220.747	206.738	189.127	150.857	126.431	110.058	88.7882	75.1455	59.6048	31.3995	15.0127	4.46006	0	1.543265	0.5652699	0.4347301	0.07381245
370	-118.4406	-80.67877	-37.76188	0.12505	0.87495	243.763	226.561	212.968	189.548	159.142	120.919	117.258	80.2162	76.9333	59.4997	31.3285	16.3856	4.61453	0	1.651336	0.8749503	0.1250497	0.06002365
380	-120.8998	-82.50172	-38.39808	0.933507	0.066493	244.11	233.439	209.783	185.539	143.57	138.757	105.566	90.6074	72.8405	59.0202	33.7791	19.9306	4.45366	0	1.610324	0.06649296	0.933507	0.1236993
390	-118.9791	-81.24634	-37.73272	0.381148	0.618852	240.623	232.278	216.961	188.016	148.278	128.632	115.172	90.8052	72.9051	54.8834	29.5743	18.2256	4.52613	0	1.531124	0.6188523	0.3811477	0.07512663
400	-118.8517	-79.99552	-38.85619	0.584378	0.415622	244.062	237.654	213.741	181.984	159.57	121.555	112.118	80.9795	71.4891	47.7679	38.094	17.0714	4.55474	0	1.938307	0.4156224	0.5843776	0.0971138
410	-119.092	-81.79168	-37.30028	0.733409	0.266591	248.781	239.119	218.513	190.361	157.479	136.965	112.281	82.8502	74.8651	54.1462	29.4658	19.2228	3.72132	0	1.229167	0.2665908	0.7334092	0.08948171
420	-118.0006	-80.44865	-37.55196	0.491552	0.508448	242.699	230.868	204.833	192.541	152.121	131.034	110.122	83.9303	73.2931	55.9908	24.2175	14.6771	4.39053	0	1.350071	0.508448	0.491552	0.09091729
430	-118.2332	-81.06058	-37.17266	0.920229	0.0797709	246.632	234.486	204.663	190.676	142.428	124.509	116.619	81.7847	67.594	46.4116	36.6739	11.9738	4.52758	0	1.419534	0.07977085	0.9202291	0.05406145
440	-118.5565	-80.29946	-38.25705	0.948476	0.0515243	258.17	230.422	208.99	192.982	140.768	124.514	116.418	83.197	66.4509	57.7781	37.3594	11.3381	4.14035	0	1.669914	0.05152426	0.9484757	0.09467335
