Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-139.4996	-103.2591	-36.2405	0.671778	0.328222	250.442	235.019	207.658	188.143	154.4	134.127	114.238	88.9548	73.8884	41.6463	21.4345	16.1039	1.62675	0	0.2656231	0.3282219	0.6717781	0.01
10	-119.5475	-80.28326	-39.26422	0.565959	0.434041	244.048	229.708	201.988	193.784	144.402	137.936	115.174	83.6362	77.2768	48.9081	35.8162	8.82027	2.1642	0	1.655566	0.4340407	0.5659593	0.2672274
20	-124.2033	-83.33133	-40.87193	0.76168	0.23832	256.978	226.755	200.13	193.436	147.361	120.235	117.391	80.9156	75.4922	45.4458	38.5331	5.2088	1.50053	0	2.05863	0.2383201	0.7616799	0.5637416
30	-120.6943	-80.42782	-40.26647	0.440668	0.559332	257.839	227.279	209.914	198.69	149.969	123.837	115.757	81.0709	68.2227	54.6977	37.0127	11.0039	2.34124	0	2.305813	0.5593316	0.4406684	0.1823331
40	-119.6192	-79.37817	-40.24105	0.0674945	0.932505	255.247	235.376	212.451	192.617	151.735	122.808	112.551	82.1411	77.4901	48.5126	30.8276	9.41775	2.03356	0	2.195182	0.9325055	0.0674945	0.2244465
50	-118.8924	-80.31238	-38.57999	0.407318	0.592682	251.082	230.196	207.752	198.68	152.618	123.976	115.79	86.2364	76.1096	55.7483	30.3799	5.45296	3.31003	0	1.786425	0.5926825	0.4073175	0.1019799
60	-119.1417	-80.10439	-39.03735	0.155227	0.844773	255.67	239.356	212.446	186.603	151.768	120.45	108.249	83.9193	67.2082	45.5642	35.6524	11.8276	3.20364	0	1.704774	0.844773	0.155227	0.1918119
70	-116.9659	-79.39298	-37.57288	0.383494	0.616506	256.611	235.145	206.382	190.642	154.436	132.772	115.45	83.2113	68.8574	54.6672	35.9769	8.56699	4.65635	0	1.611961	0.6165057	0.3834943	0.0540116
80	-117.4575	-80.2862	-37.17134	0.479368	0.520632	257.33	230.521	216.139	193.363	155.08	125.165	118.09	81.2753	62.9438	51.2222	32.2694	8.47372	4.37187	0	1.067075	0.5206319	0.4793681	0.1049982
90	-118.3016	-81.96031	-36.34125	0.0576161	0.942384	258.125	226.907	213.827	194.383	147.836	127.278	114.782	83.407	69.6872	53.313	36.6991	13.3672	4.51136	0	1.077623	0.9423839	0.05761614	0.04498584
