Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51	start_52	end_52	start_53	end_53	start_54	end_54	start_55	end_55	start_56	end_56	start_57	end_57	start_58	end_58	start_59	end_59	start_60	end_60	start_61	end_61	start_62	end_62	start_63	end_63	start_64	end_64	start_65	end_65	start_66	end_66	start_67	end_67	start_68	end_68	start_69	end_69	start_70	end_70	start_71	end_71	start_72	end_72	start_73	end_73	start_74	end_74	start_75	end_75
0	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	5	4	3	13	57	1	45	1	1	2	2	6	31	3	31	3	12	3	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	5	4	4	4	4	4	4	5	5	3	4	5	5	5	5	5	5	1	15	4	4	4	4	5	5	5	5	16	16	16	16	21	16	6	12	3	3	3	19	3	3	3	3	3	3	5	40	1	7	1	1	13	13	54	29	13	54	5	13	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	1	1
10	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	5	5	16	4	4	4	5	5	42	3	1	57	9	45	2	1	50	2	5	31	3	31	11	12	2	12	50	3	3	3	4	4	12	12	5	5	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	14	5	2	12	7	50	1	7	9	11	22	9	2	22	5	14	3	50	1	9	1	1	40	42	61	40	3	61	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	19	5	3	5	52	19	1	52	1	1
20	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	32	3	3	57	2	45	1	1	47	2	3	31	19	31	3	12	3	12	3	3	8	3	4	4	12	12	5	5	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	12	2	8	2	9	3	3	2	19	6	2	1	21	20	47	3	36	3	3	3	47	6	3	6	17	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	35	5	6	5	4	35	1	20	1	1
30	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	39	3	3	57	3	45	1	1	7	2	20	31	2	31	3	12	18	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	12	2	3	2	9	2	34	2	2	34	2	40	53	3	7	19	3	3	19	6	53	6	20	6	40	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	33	5	6	5	6	33	1	6	1	1
40	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	4	3	6	57	6	45	1	1	1	2	16	31	7	31	18	12	6	12	4	3	4	3	4	4	12	12	5	5	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	12	36	4	2	36	1	18	11	7	13	11	61	13	6	1	36	6	4	36	4	4	4	16	45	61	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	37	5	5	37	1	45	1	1
50	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	25	3	3	57	1	45	2	1	2	2	60	31	3	31	1	12	7	12	17	3	3	3	4	4	12	12	5	5	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	16	5	19	12	6	33	2	19	19	7	2	19	5	2	5	16	1	2	6	1	6	19	6	50	5	60	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	15	5	3	5	5	15	1	5	1	1
60	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	1	3	1	57	6	45	1	1	32	2	19	31	6	31	20	12	6	12	7	3	2	3	4	4	12	12	5	5	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	12	1	7	2	7	6	20	18	6	53	18	5	53	11	32	1	36	1	1	2	1	38	34	4	38	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	31	5	3	5	4	31	1	4	1	1
70	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	5	5	3	3	57	6	45	1	1	22	2	5	31	7	31	4	12	12	12	6	3	7	3	4	4	12	12	5	5	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	12	3	32	2	3	2	12	1	7	5	7	15	5	22	22	13	47	15	27	5	15	5	5	3	15	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	1	5	20	17	1	37	1	1
80	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	6	3	3	57	9	45	1	1	22	2	2	31	1	31	6	12	6	12	3	3	19	3	4	4	12	12	5	5	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	12	4	19	3	20	32	6	3	32	5	3	5	5	3	22	3	9	19	3	16	19	3	30	3	15	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	45	5	16	61	1	31	1	1
90	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	40	3	4	57	32	45	1	1	22	2	1	31	3	31	20	12	4	12	37	3	3	3	4	4	12	12	5	5	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	34	12	6	37	4	34	34	20	32	34	15	48	6	15	2	22	20	32	6	20	1	40	19	1	1	19	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	1	5	17	1	1	17	1	1
100	5	5	5	5	5	5	5	16	5	16	5	5	5	5	5	5	5	5	5	5	5	5	4	4	16	4	5	5	6	3	4	57	3	45	32	1	2	2	6	31	2	31	6	12	18	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	12	8	3	9	8	2	18	3	2	27	9	5	27	3	32	20	3	20	20	4	20	3	20	5	15	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	33	5	3	5	15	33	1	15	1	1
