Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51	start_52	end_52	start_53	end_53	start_54	end_54	start_55	end_55	start_56	end_56	start_57	end_57	start_58	end_58	start_59	end_59	start_60	end_60	start_61	end_61	start_62	end_62	start_63	end_63	start_64	end_64	start_65	end_65	start_66	end_66	start_67	end_67	start_68	end_68	start_69	end_69	start_70	end_70	start_71	end_71	start_72	end_72	start_73	end_73	start_74	end_74	start_75	end_75
0	59	45	1	1	2	2	3	57	3	3	15	31	4	4	4	4	16	4	5	5	5	5	5	5	5	5	5	5	3	31	3	12	3	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	16	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5	16	3	4	5	5	5	5	59	5	1	59	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	12	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	4	4	16	16	56	16	15	56	38	15	15	15	1	7	26	59	3	43	5	15	13	38	1	13	1	1
10	3	45	1	1	2	2	2	57	2	3	9	31	5	4	5	4	5	4	5	5	5	5	5	5	5	5	5	5	6	31	4	12	4	12	4	3	4	3	4	4	12	12	5	5	5	5	5	5	5	16	5	5	5	5	5	5	4	4	16	4	5	5	5	5	5	5	5	5	5	16	5	4	5	5	5	5	3	5	1	15	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	18	5	6	32	9	12	2	4	10	9	2	4	3	18	4	24	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	16	2	9	3	7	20	3	2	36	1	2	17	17	1	17	1	1
20	4	45	1	1	2	2	6	57	24	3	3	31	5	4	5	4	5	4	5	5	5	5	5	5	5	5	5	5	50	31	7	12	2	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	16	5	5	5	5	5	5	4	4	4	4	5	5	5	5	5	5	5	5	5	16	1	4	5	5	5	5	8	5	1	8	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	20	5	15	20	3	12	3	3	4	3	3	7	20	50	3	20	5	5	5	5	5	5	5	5	5	5	5	5	15	5	1	15	6	24	4	7	18	4	6	18	1	6	5	1	1	15	1	1
30	19	45	1	1	7	2	15	57	8	3	6	31	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	3	31	3	12	9	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	16	5	5	5	5	5	5	4	4	16	4	5	5	5	5	5	5	5	5	5	16	6	4	5	5	5	5	5	5	1	21	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	12	3	3	3	3	3	9	3	3	3	3	5	5	5	5	5	5	4	4	4	4	16	16	16	16	5	31	3	33	2	7	3	34	3	15	15	3	5	15	1	5	1	1
40	6	45	1	1	7	2	32	57	3	3	3	31	5	4	5	4	5	4	5	5	5	5	5	5	5	5	5	5	20	31	34	12	4	12	3	3	20	3	4	4	12	12	5	5	5	5	5	5	5	16	5	5	5	5	5	5	4	4	5	4	5	5	5	5	5	5	5	5	5	16	20	4	5	5	5	5	5	5	1	41	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	13	5	6	12	20	37	18	20	3	50	2	37	2	18	5	5	5	5	5	5	5	5	5	5	5	5	14	5	4	14	3	3	37	7	2	37	4	32	4	12	3	4	1	27	1	1
50	1	45	1	1	2	2	7	57	3	3	3	31	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	6	31	3	12	3	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	16	5	5	5	5	5	5	4	4	16	4	5	5	5	5	5	5	5	5	5	16	15	4	5	5	5	5	5	5	1	15	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	15	5	5	5	6	15	4	12	4	3	4	4	3	3	4	19	4	4	5	5	5	5	5	5	4	4	4	4	16	16	41	16	2	41	3	3	1	7	2	1	1	7	7	8	1	7	1	17	1	1
60	47	45	1	1	2	2	2	57	6	3	7	31	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	4	31	3	12	34	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	16	5	5	5	5	5	5	4	4	4	4	5	5	5	5	5	5	5	5	5	16	41	4	5	5	5	5	5	5	1	41	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	12	3	3	6	3	20	34	6	20	6	6	5	5	5	5	16	5	4	4	4	4	16	16	56	16	6	56	6	32	6	7	6	47	32	18	6	32	5	6	1	5	1	1
70	32	45	1	1	7	2	6	57	6	3	6	31	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	20	31	20	12	4	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	16	5	5	5	5	5	5	4	4	16	4	5	5	5	5	5	5	5	5	5	16	4	4	5	5	5	5	15	5	1	31	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	12	3	3	19	3	6	20	6	20	6	19	5	5	5	5	29	5	4	4	4	4	29	29	62	29	3	62	6	6	1	7	6	32	6	6	3	6	15	3	1	15	1	1
80	9	45	1	1	2	2	2	57	2	3	4	31	5	4	5	4	5	4	5	5	5	5	5	5	5	5	5	5	3	31	2	12	2	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	16	5	5	5	5	5	5	4	4	4	4	5	5	5	5	5	5	5	5	5	16	6	4	5	5	5	5	27	5	1	52	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	5	5	1	13	3	12	3	3	3	3	6	2	19	19	3	19	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	15	2	11	1	7	2	22	2	2	17	2	1	33	1	1	1	1
90	1	45	1	1	2	2	1	57	8	3	3	31	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	4	31	4	12	4	12	3	3	3	3	4	4	12	12	5	5	5	5	5	5	5	16	5	5	5	5	5	5	4	4	16	4	5	5	5	5	5	5	5	5	5	16	4	4	5	5	5	5	30	5	1	30	5	5	5	5	5	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	13	5	4	12	4	3	4	4	4	4	4	4	4	4	5	5	5	5	5	5	4	4	4	4	16	16	16	16	1	16	27	8	1	7	1	1	1	1	1	27	1	1	1	13	1	1
