Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-124.3851	-87.39655	-36.98854	0.470658	0.529342	249.248	229.261	203.02	194.918	159.613	123.616	104.437	99.7409	64.4825	50.9407	28.509	11.4674	4.53204	0	2.128467	0.5293424	0.4706576	0.01
10	-119.2938	-82.51921	-36.77463	0.515406	0.484594	250.484	231.292	202.016	199.767	157.182	124.79	101.696	89.7247	70.8255	52.47	24.0893	13.6595	4.02119	0	1.031204	0.4845944	0.5154056	0.07481799
20	-118.3676	-81.28612	-37.0815	0.328483	0.671517	257.464	237.574	201.285	193.103	152.889	121.976	102.635	90.4303	71.8318	54.7548	26.2351	8.70753	4.73352	0	1.067964	0.6715167	0.3284833	0.09583576
30	-123.6121	-86.49034	-37.12174	0.0996626	0.900337	258.992	238.29	200.658	192.382	150.039	120.597	105.597	94.3629	73.6707	55.7941	33.9151	14.8552	2.73194	0	1.362538	0.9003374	0.09966264	0.05766987
40	-121.3589	-84.26375	-37.09518	0.222	0.778	244.353	239.448	215.822	194.665	151.079	127.32	109.52	86.5855	66.4742	43.608	35.6626	12.5952	4.81028	0	0.8156212	0.7779996	0.2220004	0.1351278
50	-118.4642	-81.25621	-37.20795	0.562084	0.437916	245.049	229.217	215.624	192.764	152.869	131.147	112.414	87.6073	75.7316	45.4056	28.0513	6.94291	4.74118	0	1.081326	0.4379165	0.5620835	0.1063621
60	-120.9155	-82.407	-38.50847	0.172685	0.827315	259.735	237.746	213.511	198.097	156.369	133.583	116.15	84.501	77.2049	50.0208	20.0507	13.6981	4.7371	0	2.21157	0.8273148	0.1726852	0.03833639
70	-118.6233	-80.69956	-37.92371	0.301865	0.698135	243.524	235.992	212.114	193.732	149.222	120.836	104.019	85.1255	72.5168	55.3234	39.2675	14.0883	4.63482	0	1.85293	0.698135	0.301865	0.04588604
80	-120.275	-82.77775	-37.49726	0.551238	0.448762	247.554	228.644	211.714	194.882	148.73	134.631	109.104	88.6094	69.682	48.2784	35.6288	9.47172	4.44245	0	1.797174	0.4487621	0.5512379	0.03375242
90	-117.9273	-81.12284	-36.80442	0.0981193	0.901881	259.39	226.19	211.443	196.097	157.204	121.234	119.924	81.4288	75.7593	48.2475	24.9164	9.62855	4.78145	0	1.058823	0.9018807	0.09811925	0.07374145
