Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-130.2186	-93.16044	-37.05816	0.0129302	0.98707	252.682	220.68	211.128	180.085	143.599	129.528	112.196	82.2593	74.3921	48.0392	34.1153	17.0243	3.8045	0	2.161269	0.9870698	0.01293015	0.01
10	-120.5165	-82.30859	-38.20788	0.284131	0.715869	259.905	231.915	217.355	197.446	150.539	137.258	110.026	81.865	60.6797	52.9926	36.4966	18.0298	3.55604	0	1.423885	0.7158694	0.2841306	0.1508728
20	-116.6349	-81.87986	-34.75501	0.513173	0.486827	248.76	226.171	207.077	199.578	157.35	123.115	103.959	81.7078	72.9681	47.7261	33.7964	19.1901	3.66452	0	0.8714322	0.4868271	0.5131729	0.01232918
30	-115.8067	-80.62713	-35.17954	0.601961	0.398039	241.535	220.624	210.093	180.416	159.366	131.191	104.706	83.0228	70.29	45.4986	34.6543	14.9857	4.86539	0	1.141864	0.3980388	0.6019612	0.01260083
40	-116.3248	-78.88362	-37.44114	0.366807	0.633193	249.723	223.802	214.233	180.363	148.259	123.137	107.162	84.9228	60.6734	44.0881	29.2397	15.0788	4.61059	0	1.380057	0.6331929	0.3668071	0.07661822
50	-117.8167	-80.53715	-37.27951	0.999493	0.000507246	242.868	239.457	211.937	180.311	149.544	125.009	111.145	87.9838	66.9971	41.3722	31.4048	5.28842	4.34721	0	1.415844	0.0005072455	0.9994928	0.0606127
60	-116.1126	-78.47187	-37.6407	0.425704	0.574296	240.681	238.68	210.325	190.82	149.961	126.263	104.531	81.7334	60.0203	41.7834	25.9461	8.73541	4.61753	0	1.499851	0.5742959	0.4257041	0.07314355
70	-119.5262	-83.33812	-36.18809	0.121045	0.878955	245.89	231.545	216.718	189.805	142.604	133.733	103.503	82.8227	61.9011	50.2151	23.0804	15.9621	4.24636	0	1.520162	0.8789547	0.1210453	0.01640298
80	-116.3563	-80.8381	-35.51822	0.467343	0.532657	248.539	222.008	215.053	192.865	150.503	132.077	117.874	82.4585	70.3282	43.7524	27.8037	16.8051	4.04227	0	0.8385455	0.5326573	0.4673427	0.02735096
90	-118.5997	-81.35735	-37.24232	0.30945	0.69055	248.996	226.864	217.565	194.913	158.748	129.804	108.963	84.7802	73.1852	41.5733	23.285	17.4272	4.60768	0	1.00652	0.69055	0.30945	0.1240767
100	-118.1471	-81.46299	-36.6841	0.528159	0.471841	247.785	238.459	210.949	187.838	153.58	130.025	101.35	93.6331	62.4666	46.6988	25.0909	11.1385	4.0701	0	1.16048	0.4718411	0.5281589	0.05486941
110	-117.2892	-79.77102	-37.51823	0.945626	0.0543737	255.707	237.395	201.015	195.835	150.109	123.188	104.086	80.8738	61.2557	56.0944	21.7986	7.70605	4.67119	0	1.702169	0.05437367	0.9456263	0.04222202
120	-116.1887	-80.1749	-36.01376	0.126886	0.873114	245.198	232.617	205.065	191.919	148.496	123.941	107.81	80.2634	62.9499	54.3941	20.6946	12.0616	4.86625	0	1.087823	0.8731145	0.1268855	0.03187197
130	-119.8601	-82.40968	-37.45037	0.558711	0.441289	240.17	232.157	201.251	194.386	154.283	128.111	110.052	91.4492	64.5276	47.079	25.2685	17.3165	3.66827	0	1.587493	0.4412891	0.5587109	0.05031847
140	-115.9852	-80.60644	-35.37875	0.640563	0.359437	247.607	239.327	206.255	196.713	157.577	139.293	103.499	85.4495	70.0857	41.8411	32.7914	14.3075	4.49351	0	0.8323969	0.3594372	0.6405628	0.02392734
150	-117.5189	-82.07226	-35.44665	0.555907	0.444093	253.68	220.223	214.502	197.032	153.284	130.648	101.659	96.5582	65.6299	46.8954	32.7057	12.4448	4.74549	0	1.335053	0.4440934	0.5559066	0.01141119
160	-118.014	-81.69428	-36.31975	0.841004	0.158996	257.826	220.868	210.276	182.345	152.579	136	104.799	99.8379	67.3026	41.5071	37.9279	5.65441	4.71046	0	1.113675	0.1589962	0.8410038	0.0414084
170	-116.0044	-80.58003	-35.42441	0.538943	0.461057	240.135	220.255	208.993	185.81	149.234	135.364	113.741	90.9659	63.3988	45.2534	36.1468	6.05811	4.61292	0	1.066317	0.4610574	0.5389426	0.01832481
180	-117.9142	-81.61896	-36.29526	0.057387	0.942613	244.734	220.789	219.452	183.493	152.694	138.596	118.044	99.9519	67.8833	45.3908	35.2846	7.12797	4.8439	0	0.9660127	0.942613	0.05738698	0.05106771
190	-115.8394	-78.18548	-37.65394	0.472723	0.527277	244.42	223.763	209.171	181.31	153.187	134.757	115.723	86.5951	66.6889	54.1486	37.0879	6.16477	4.96372	0	1.607551	0.5272766	0.4727234	0.0591206
200	-115.7316	-80.66296	-35.06864	0.746716	0.253284	243.213	234.537	210.618	191.969	150.742	133.542	108.827	86.4149	67.9181	51.0923	37.5442	11.2565	4.98787	0	0.8571247	0.2532844	0.7467156	0.01712904
