Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	epoch_times[6]	epoch_times[7]	epoch_times[8]	epoch_times[9]	epoch_times[10]	epoch_times[11]	epoch_times[12]	epoch_times[13]	epoch_times[14]	extirpation_rate	p_allopatry	p_sympatry	rate_bg
0	-120.8354	-86.40229	-34.43314	0.633585	0.366415	249.475	239.891	201.323	197.208	148.56	122.039	110.652	86.3755	77.9476	55.1985	28.176	19.1838	2.60999	0	0.6801717	0.3664148	0.6335852	0.01
10	-115.4705	-79.04971	-36.42076	0.893373	0.106627	241.47	239.932	214.982	196.74	148.911	126.014	117.476	83.9088	71.6239	55.9006	32.578	11.7276	4.96023	0	1.326821	0.1066267	0.8933733	0.03072451
20	-115.1091	-79.18131	-35.92783	0.404084	0.595916	254.757	238.542	215.392	197.71	158.563	129.639	118.198	91.0204	76.7164	59.5698	36.4805	9.70816	4.91829	0	1.058154	0.5959163	0.4040837	0.03072451
30	-115.3798	-79.6886	-35.69124	0.482778	0.517222	255.079	235.324	213.458	193.263	155.94	133.561	115.752	94.7462	77.6591	40.2486	32.6951	14.8866	4.07903	0	0.8919165	0.5172222	0.4827778	0.03072451
40	-114.537	-79.39762	-35.13939	0.348545	0.651455	255.1	233.707	219.467	186.106	152.099	130.881	104.142	93.4996	72.4687	41.6369	38.7988	10.0256	4.89339	0	0.832594	0.6514554	0.3485446	0.01883063
50	-113.9498	-78.48178	-35.46806	0.389116	0.610884	257.821	234.23	214.742	195.109	150.006	122.025	106.965	86.5843	69.0593	45.0909	28.0747	15.7213	4.6834	0	0.9987527	0.6108843	0.3891157	0.02129213
60	-118.6302	-83.12454	-35.50561	0.811065	0.188935	256.978	235.2	201.504	193.681	156.149	129.728	118.616	82.4769	77.6709	53.0433	31.0556	17.5516	4.28444	0	1.45317	0.1889352	0.8110648	0.009526016
70	-118.3975	-81.10288	-37.29458	0.844435	0.155565	246.376	233.878	200.599	190.736	157.089	139.126	119.583	94.9621	70.3396	50.5801	24.8539	16.6422	4.87378	0	1.286127	0.1555645	0.8444355	0.07974972
80	-114.1073	-78.64187	-35.46548	0.56589	0.43411	247.478	236.607	201	194.847	147.13	136.864	116.671	96.2952	76.6307	58.3683	35.3239	18.5336	4.96584	0	0.7593391	0.4341102	0.5658898	0.02752956
90	-114.951	-79.39842	-35.55253	0.189687	0.810313	255.069	231.967	201.236	187.04	153.117	129.479	100.825	97.7923	79.6145	59.3775	38.8972	14.9975	4.39892	0	0.9913732	0.8103126	0.1896874	0.02342473
100	-120.346	-83.05803	-37.28794	0.433678	0.566322	256.338	224.733	218.138	184.05	154.216	124.706	111.829	98.0802	74.1074	54.6585	37.7566	16.9423	4.25468	0	1.057864	0.5663221	0.4336779	0.1197784
110	-114.4278	-79.09683	-35.33092	0.276885	0.723115	255.977	224.285	218.534	199.626	155.561	123.851	113.908	93.4384	76.379	48.992	32.993	12.2523	4.90044	0	1.010971	0.7231151	0.2768849	0.01822382
120	-117.5577	-80.15166	-37.40602	0.503373	0.496627	257.288	220.567	218.076	194.159	153.246	130.295	116.734	82.2667	78.1449	59.8615	32.9851	10.6148	4.15892	0	1.160831	0.4966272	0.5033728	0.1128708
130	-116.9656	-79.70425	-37.26139	0.398306	0.601694	256.253	227.445	209.418	185.306	158.496	133.285	104.368	81.1758	74.4175	41.3734	39.1568	9.85803	4.64056	0	1.193431	0.6016936	0.3983064	0.09202064
140	-118.0489	-80.25431	-37.79459	0.0505694	0.949431	254.511	220.758	215.37	183.396	152.388	132.387	106.742	85.4731	74.4646	55.569	34.7775	9.05626	4.40092	0	1.413257	0.9494306	0.0505694	0.1019894
150	-116.8271	-80.26343	-36.56363	0.579387	0.420613	255.144	239.132	200.533	183.706	152.221	133.296	103.721	80.5033	79.1863	40.019	28.6108	15.5638	4.12476	0	1.210148	0.420613	0.579387	0.04439646
160	-114.7203	-79.30505	-35.41528	0.21519	0.78481	248.449	227.076	211.218	181.807	156.54	139.408	113.175	80.706	69.041	59.6258	36.0531	11.6401	4.50398	0	0.9483399	0.7848104	0.2151896	0.02170687
170	-116.1071	-79.3332	-36.77392	0.526707	0.473293	250.436	221.144	200.159	187.58	155.407	137.516	108.627	85.1546	77.0953	48.0374	27.82	11.1758	4.53696	0	1.469209	0.4732933	0.5267067	0.03276043
180	-114.7131	-78.63284	-36.08021	0.412784	0.587216	240.274	232.826	203.683	189.31	149.121	136.571	107.569	89.4958	65.3565	41.8138	25.3393	12.8955	4.55175	0	1.293208	0.5872165	0.4127835	0.02335263
190	-115.636	-78.86225	-36.77374	0.572837	0.427163	244.005	229.443	204.566	191.32	151.308	134.282	110.728	83.6462	63.3487	51.8095	39.9394	14.5116	4.50728	0	1.479321	0.4271629	0.5728371	0.03207586
200	-114.8061	-79.05078	-35.75534	0.806151	0.193849	240.074	222.409	200.768	183.662	142.181	138.961	115.946	80.9211	64.9289	54.4108	38.0151	7.2742	4.9832	0	1.261552	0.1938495	0.8061505	0.01794429
210	-115.2412	-78.46316	-36.77802	0.627154	0.372846	247.719	227.06	209.167	187.327	141.849	139.777	109.38	90.125	71.4671	52.0676	36.4804	15.399	4.96922	0	1.534678	0.3728457	0.6271543	0.02870379
220	-115.6899	-79.08813	-36.60176	0.304279	0.695721	244.961	222.203	209.567	188.761	151.79	134.132	105.653	85.1922	61.1033	59.3032	36.926	17.326	4.81791	0	1.3132	0.6957213	0.3042787	0.03782603
230	-117.8484	-80.64268	-37.20568	0.966353	0.0336471	240.934	231.213	215.512	190.774	150.54	128.37	103.86	82.2475	76.4423	52.1492	28.5199	18.7966	3.79276	0	1.680524	0.0336471	0.9663529	0.03234598
240	-116.1949	-79.6905	-36.50441	0.398592	0.601408	245.691	230.395	217.121	188.831	140.663	125.623	104.521	82.0432	65.1385	41.8485	22.0535	16.9889	4.04595	0	1.220307	0.6014078	0.3985922	0.04105374
250	-115.854	-79.63178	-36.22223	0.340734	0.659266	243.61	228.223	200.856	190.406	151.157	124.188	107.276	83.3715	79.6827	42.6645	23.2591	14.2302	4.62978	0	1.071077	0.6592656	0.3407344	0.04037505
260	-118.6774	-81.96935	-36.7081	0.456337	0.543663	245.289	237.603	200.502	190.673	150.912	128.671	110.912	81.4307	73.9789	51.7902	38.5498	14.2295	2.69695	0	1.334303	0.5436631	0.4563369	0.04034791
